Product,Price,Category,Quantity
Natural Bagnetto Corpo Capelli Ultradelicato 250 ml Conad Baby,8.76 € / L,Prima infanzia,0.25 l
Natural Pasta Protettiva Ultradelicata 100 ml Conad Baby,29.90 € / L,Prima infanzia,0.1 l
Johnson's baby olio 300 ml,9.63 € / L,Prima infanzia,0.3 l
"JOHNSON'S Baby, Bagno detergente, Dolci Notti, per Bambini, 500ml",4.09 € / conf,Prima infanzia,0.5 l
Baby Pannolini Extra Large 6 15/30 kg 20 20 pezzi Conad,7.74 € / conf,Prima infanzia,20.0 pz
Baby Pannolini Junior 5 11/25 kg 24   24 pezzi Conad,7.74 € / conf,Prima infanzia,24.0 pz
Baby Pannolini Junior 5 11/25 kg 24 pezzi Conad,4.55 € / conf,Prima infanzia,24.0 pz
Baby Pannolini Maxi 4 7/18 kg 28 pezzi Conad,4.55 € / conf,Prima infanzia,28.0 pz
Baby Pannolini Maxi 4 7/18kg 28   28 pezzi Conad,7.74 € / conf,Prima infanzia,28.0 pz
Baby Pannolini Mini 2 3/6 kg 30 Pezzi Conad,4.55 € / conf,Prima infanzia,6.0 kg
Baby Pannolini Newborn 1 2/5 kg 28 pezzi Conad,4.55 € / conf,Prima infanzia,28.0 pz
Pannolini Extralarge 15-30 kg taglia 6  20 pz Conad,4.55 € / conf,Prima infanzia,20.0 pz
Pannolini Midi 4-9 kg taglia 3 30 pz Conad,4.55 € / conf,Prima infanzia,30.0 pz
Huggies DryNites Mutandine assorbenti per la notte Boy - Age 4-7 - Kg 17-30 -10 pz,0.70 € / conf,Prima infanzia,10.0 pz
Huggies DryNites Mutandine assorbenti per la notte Boy - Age 8-15 - Kg 27-57 - 9 pz,0.78 € / conf,Prima infanzia,9.0 pz
Huggies DryNites Mutandine assorbenti per la notte Girl - Age 4-7 - Kg 17-30 -10 pz,0.70 € / conf,Prima infanzia,10.0 pz
Pampers Baby-dry Junior 22 pz,0.43 € / conf,Prima infanzia,22.0 pz
Pampers Progressi Newborn x28,0.30 € / conf,Prima infanzia,
Baby Natural Salviettine Ultradelicate 72 pz Conad,1.95 € / conf,Prima infanzia,72.0 pz
Baby Salviettine Detergenti Delicate 72 pz Conad,1.59 € / conf,Prima infanzia,72.0 pz
Baby Salviettine Detergenti Idratanti 144 pz Conad,3.15 € / conf,Prima infanzia,144.0 pz
Baby Salviettine Detergenti Idratanti 20 pz Conad,0.85 € / conf,Prima infanzia,20.0 pz
Baby Salviettine Detergenti Idratanti 72 pz Conad,1.59 € / conf,Prima infanzia,72.0 pz
Fresh & Clean baby comfort Salviettine 72 pz,0.0 € / conf,Prima infanzia,72.0 pz
Fria Baby Sensation 70 pz,0.04 € / conf,Prima infanzia,70.0 pz
Pampers Baby-dry Fresh Salviette 70 pz,0.05 € / conf,Prima infanzia,70.0 pz
Pampers Progressi Salviette 126 pz,0.04 € / conf,Prima infanzia,126.0 pz
Biscotti Assortiti 3 varianti di gusto: Manzo - Tacchino - Agnello 500 g Petfriends Conad,3.90 € / Kg,Animali domestici,0.5 kg
Biscotti Ripieni 500 g Petfriends Conad,3.98 € / Kg,Animali domestici,0.5 kg
Bocconi con Manzo 1250 g Conad,1.35 € / Kg,Animali domestici,1.25 kg
Bocconi con Manzo 405 g Conad,1.70 € / Kg,Animali domestici,0.405 kg
Bocconi con Pollo e Tacchino 1250 g Conad,1.35 € / Kg,Animali domestici,1.25 kg
Bocconi con Pollo e Tacchino 405 g Conad,1.70 € / Kg,Animali domestici,0.405 kg
"Junior per Cuccioli oltre le 6 settimane con Pollo & Riso 1,5 kg Petfriends Conad",2.33 € / Kg,Animali domestici,1.5 kg
Medio/Grande Cani Adulti oltre 10 kg con Pollo & Riso 3 kg Petfriends Conad,1.83 € / Kg,Animali domestici,3.0 kg
"Mini Cani Adulti da 1 a 10 kg - Crocchette con Pollo & Riso 1,5 kg Petfriends Conad",2.13 € / Kg,Animali domestici,1.5 kg
Patè con Agnello & Pollo Cani di Taglia Media e Grande 300 g Petfriends Conad,3.67 € / Kg,Animali domestici,0.3 kg
Patè con Manzo & Pollo Cani di Piccola Taglia 150 g Petfriends Conad,5.00 € / Kg,Animali domestici,0.15 kg
Patè con Manzo & Pollo Cani di Taglia Media e Grande 300 g Petfriends Conad,3.67 € / Kg,Animali domestici,0.3 kg
Patè con Manzo & Verdure Cani di Piccola Taglia 150 g Petfriends Conad,5.00 € / Kg,Animali domestici,0.15 kg
Patè con Pollo & Vitello Cani di Piccola Taglia 150 g Petfriends Conad,5.00 € / Kg,Animali domestici,0.15 kg
"Petfriends Plus Junior oltre 6 settimane fino a 12 mesi con pollo e riso 1,5 kg Conad",3.19 € / Kg,Animali domestici,1.5 kg
Petfriends Plus Taglia Medium e Maxi cani adulti da 10 kg in poi con agnello e riso 3 kg Conad,2.90 € / Kg,Animali domestici,3.0 kg
Petfriends Plus Taglia Medium e Maxi cani adulti da 10 kg in poi con pollo e riso 3 kg Conad,2.90 € / Kg,Animali domestici,3.0 kg
"Petfriends Plus Taglia Mini cani adulti da 1 a 10 kg con pollo e riso 1,5 kg Conad",3.19 € / Kg,Animali domestici,1.5 kg
"Petfriends Plus Taglia Mini cani adulti da 1 a 10 kg con salmone e riso 1,5 kg Conad",3.19 € / Kg,Animali domestici,1.5 kg
"Sfilaccetti al Vapore 2 con Manzo & Verdure, 2 con Pollo & Verdure 4 x 100 g Petfriends Conad",4.22 € / Kg,Animali domestici,0.4 kg
"Sfilaccetti al Vapore 2 con Tacchino & Verdure, 2 con  Merluzzo & Verdure 4 x 100 g Petfriends Conad",4.22 € / Kg,Animali domestici,0.4 kg
Snack con Manzo 5 x 11 g Petfriends Conad,23.45 € / Kg,Animali domestici,0.055 kg
Snack con Pollo 5 x 11 g Petfriends Conad,23.45 € / Kg,Animali domestici,0.055 kg
Stick per l'igiene dentale Taglia media 10/25kg - 7 pezzi 180g Petfriends Conad,7.72 € / Kg,Animali domestici,0.18 kg
Stick per l'Igiene Dentale Taglia Piccola 5/10kg 7 pezzi 110 g Petfriends Conad,12.64 € / Kg,Animali domestici,0.11 kg
PURINA ONE MINI <10kg Cane Crocchette Adult Ricco in Manzo con Riso Sacco 800g,5.0 € / Kg,Animali domestici,0.8 kg
PURINA ONE Mini/Small Active Ricco in Pollo con Riso 800g,5.0 € / Kg,Animali domestici,0.8 kg
PURINA ONE Mini/Small Delicate Ricco in Salmone con Riso 800g,5.0 € / Kg,Animali domestici,0.8 kg
"PURINA ONE Mini/Small Dental Ricco in Pollo, con Riso 800 g",5.0 € / Kg,Animali domestici,0.8 kg
ADoC Day By Day per Cani di taglia piccola con Pollo e Coniglio 100 g,6.90 € / Kg,Animali domestici,0.1 kg
ADoC Day by Day per Cani di taglia piccola con Vitello e Ortaggi 100 g,6.90 € / Kg,Animali domestici,0.1 kg
ADoC Naturally Premium Filetti di Pollo con Anatra 170 g,10.53 € / Kg,Animali domestici,0.17 kg
ADoC Naturally Premium Filetti Pollo 170 g,10.53 € / Kg,Animali domestici,0.17 kg
Almo nature Daily Adult Dog con Agnello e Patate 100 g,6.90 € / Kg,Animali domestici,0.1 kg
Almo nature Daily Adult Dog con Pollo e Piselli 300 g,4.97 € / Kg,Animali domestici,0.3 kg
Almo nature Daily Adult Dog con Tacchino e Zucchine 100 g,6.90 € / Kg,Animali domestici,0.1 kg
Almo nature Daily Adult Dog con Vitello e Carote 100 g,6.90 € / Kg,Animali domestici,0.1 kg
Almo nature Daily Adult Dog con Vitello e Carote 300 g,4.97 € / Kg,Animali domestici,0.3 kg
Almo nature HFC Natural Filetto di Pollo 95 g,14.63 € / Kg,Animali domestici,0.095 kg
Almo nature HFC Natural Vitello con Prosciutto 95 g,14.63 € / Kg,Animali domestici,0.095 kg
Cesar con Pollo e Verdure in Salsa 100 g,9.00 € / Kg,Animali domestici,0.1 kg
Cesar Junior Cibo Umido Cane in Vaschetta con Tenero Tacchino e Vitello 150 g,7.93 € / Kg,Animali domestici,0.15 kg
Cesar Ricette Classiche Cibo Umido Cane in Vaschetta con Manzo Succulento e Pollo 150 g,7.93 € / Kg,Animali domestici,0.15 kg
Cesar Ricette Classiche Cibo Umido Cane in Vaschetta con Tenero Vitello e Pollo 150 g,7.93 € / Kg,Animali domestici,0.15 kg
"Cesar Ricette di Campagna Cibo Umido Cane in Vaschetta con Pollo, Verdurine e Prezzemolo 150 g",7.93 € / Kg,Animali domestici,0.15 kg
"Cesar Selezione dell'Orto Cibo Umido Cane in Vaschetta con Selvaggina, Pollo e Verdurine 150 g",7.93 € / Kg,Animali domestici,0.15 kg
"Cesar Selezioni dell'Orto Cibo Umido Cane con Tacchino, Cuore di Verdure e Mix di Riso 150 g",7.93 € / Kg,Animali domestici,0.15 kg
Cesar Selezioni dell'Orto Cibo Umido Cane in Vaschetta con Manzo e Cuore di Verdure dell'Orto 150 g,7.93 € / Kg,Animali domestici,0.15 kg
Cesar Selezioni dell'Orto Cibo Umido Cane in Vaschetta con Manzo e Verdure dell'Orto 150 g,7.93 € / Kg,Animali domestici,0.15 kg
Cesar Selezioni dell'Orto Cibo Umido Cane in Vaschetta con Pollo e Cuore di Verdure dell'Orto 150 g,7.93 € / Kg,Animali domestici,0.15 kg
"Cesar Selezioni dell'Orto Cibo Umido Cane in Vaschetta con Pollo, Carote ed Erbe di Provenza 150 g",7.93 € / Kg,Animali domestici,0.15 kg
Pedigree Biscrok Original 500 g,5.18 € / Kg,Animali domestici,0.5 kg
Pedigree Dentastix Chewy Chunx Gusto Pollo 15kg  68 g,26.32 € / Kg,Animali domestici,0.068 kg
Pedigree Dentastix Chewy Chunx Snack Cane Gusto Pollo 5-15kg 68 g,26.32 € / Kg,Animali domestici,0.068 kg
Pedigree DentaStix Daily Oral Care* 10-25 kg 28 Pezzi 4 x 180 g,13.04 € / Kg,Animali domestici,0.72 kg
Pedigree DentaStix Daily Oral Care* 10-25 kg 7 Pezzi 180 g,14.72 € / Kg,Animali domestici,0.18 kg
Pedigree DentaStix Daily Oral Care* 25 kg  28 Pezzi 4 x 270 g,9.90 € / Kg,Animali domestici,1.08 kg
