Product,Price,Category,Quantity
San Carlo Picadora 150 g,10.60 € / Kg,Panetteria e snack salati,0.15 kg
San Carlo Picadora Tortilla di Mais Giallo Gusto Nacho Cheese 120 g,16.58 € / Kg,Panetteria e snack salati,0.12 kg
San Carlo Rodeo 120 g,13.33 € / Kg,Panetteria e snack salati,0.12 kg
San Carlo Virtual 105 g,14.76 € / Kg,Panetteria e snack salati,0.105 kg
San Carlo Virtual 6 x 22 g,20.08 € / Kg,Panetteria e snack salati,0.132 kg
Tuc Crisp Sfogliatine Croccanti Original cotte al forno - 100 g,16.50 € / Kg,Panetteria e snack salati,0.1 kg
Tuc Crisp Sfogliatine Croccanti Paprika cotte al forno - 100 g,16.50 € / Kg,Panetteria e snack salati,0.1 kg
Tuc Original Biscotti Salati - 100 g,10.90 € / Kg,Panetteria e snack salati,0.1 kg
Yonkers snack al Formaggio - 100g,14.90 € / Kg,Panetteria e snack salati,0.1 kg
Taralli pugliesi al Peperoncino 400 g Sapori & Dintorni Conad,5.62 € / Kg,Panetteria e snack salati,0.4 kg
Taralli pugliesi con Olio Extravergine di Oliva 400 g Sapori & Dintorni Conad,5.62 € / Kg,Panetteria e snack salati,0.4 kg
Tarallini all'Olio di Oliva 10 x 40 g Conad,7.22 € / Kg,Panetteria e snack salati,0.4 kg
"Gran Pavesi Snack Tarallini Olio di Oliva ed Extra Vergine, Senza Olio di Palma, 8 Pacchetti 256g",10.35 € / Kg,Panetteria e snack salati,0.256 kg
CORNETTI MAIS PAFFITO SARCHIO 45g,36.67 € / Kg,Panetteria e snack salati,0.045 kg
RISIBISI CECI BIO VALLEDORO 80g,22.38 € / Kg,Panetteria e snack salati,0.08 kg
SFOGLIET.CEREALI S/GL.BIO SARC.55g,30.91 € / Kg,Panetteria e snack salati,0.055 kg
SFOGLIET.VERDURE S/GL.BIO SARC.55g,30.91 € / Kg,Panetteria e snack salati,0.055 kg
SFOGLIETTE AI CECI SARCHIO 50g,38.00 € / Kg,Panetteria e snack salati,0.05 kg
SFOGLIETTE LENTICCHIE SARCHIO 50g,38.00 € / Kg,Panetteria e snack salati,0.05 kg
CT€1 F.DI PUGLIA TARAl. OLIVE 200g,5.00 € / Kg,Panetteria e snack salati,0.2 kg
CT€1 F.DI PUGLIA TARAL.CLASSICI200g,5.00 € / Kg,Panetteria e snack salati,0.2 kg
CT€1 F.DI PUGLIA TARAL.FINOCCH.200g,5.00 € / Kg,Panetteria e snack salati,0.2 kg
CT€1 F.DI PUGLIA TARAL.INTEG.200g,5.00 € / Kg,Panetteria e snack salati,0.2 kg
TARALLI TRAD.O/OLIVA FIORE 400g,5.48 € / Kg,Panetteria e snack salati,0.4 kg
CONAD Profumo di Forno Focaccia alla genovese con Olive 170 g,11.71 € / Kg,Panetteria e snack salati,0.17 kg
Alimentum Senza Glutine Piadina con olio extra vergine d'oliva 2 x 100 g Conad,12.95 € / Kg,Panetteria e snack salati,0.2 kg
Bio Sfogliata Kamut Biologica 225 g Verso Natura Bio Conad,9.29 € / Kg,Panetteria e snack salati,0.225 kg
Piadina Romagnola IGP alla Riminese 3 pezzi 360 g Sapori e Dintorni Conad,5.83 € / Kg,Panetteria e snack salati,0.36 kg
Piadina Romagnola IGP alla Riminese 5 pezzi 600 g Sapori & Dintorni Conad,4.82 € / Kg,Panetteria e snack salati,0.6 kg
Sfogliata con Farina Integrale 225g Conad,7.07 € / Kg,Panetteria e snack salati,0.225 kg
Sfogliata con olio extravergine di oliva g. 300 Conad,5.50 € / Kg,Panetteria e snack salati,
Sfogliata Tradizionale 3 x 130 g Conad,4.23 € / Kg,Panetteria e snack salati,0.39 kg
Casa della Piada la Sfogliata Tradizionale Formato Maxi XL 3 Piadine 390 g,6.13 € / Kg,Panetteria e snack salati,0.39 kg
Casa della Piada Piadina Romagnola IGP alla Riminese all'olio extravergine di oliva 7% 3 Pezzi 350 g,4.54 € / Kg,Panetteria e snack salati,0.35 kg
Loriana Arrotolabile 4 piadine 300 g,7.30 € / Kg,Panetteria e snack salati,0.3 kg
Mulino Bianco Gran Piadelle 375g,7.44 € / Kg,Panetteria e snack salati,0.375 kg
Mulino Bianco Piadelle Classiche Ideale per Piadina 4pz 300g,7.83 € / Kg,Panetteria e snack salati,0.3 kg
Mulino Bianco Piadelle integrali Ideale per Piadina 3pz 225g,10.44 € / Kg,Panetteria e snack salati,0.225 kg
Mulino Bianco Piadelle Sfogliate Ideale per Piadina 3pz 330g,7.42 € / Kg,Panetteria e snack salati,0.33 kg
Mulino Bianco Piadina Piadelle Toast 240g,8.54 € / Kg,Panetteria e snack salati,0.24 kg
Riccionepiadina Piadina Romagnola IGP alla Riminese 5 x 120 g,6.92 € / Kg,Panetteria e snack salati,0.6 kg
3 PIADINE FARRO VEG ARTE PIADA 330g,0.93 € / conf,Panetteria e snack salati,0.33 kg
PIADE FRESCHE IGP OLIO G.PIADA 550g,5.98 € / Kg,Panetteria e snack salati,0.55 kg
PIADINA PROTEIN 2PZ STER 150g,21.00 € / Kg,Panetteria e snack salati,0.15 kg
VEGETALPIADA STER VEGAN OK 300g,8.33 € / Kg,Panetteria e snack salati,0.3 kg
CONAD Profumo di Forno Pinsa 150 g,13.27 € / Kg,Panetteria e snack salati,0.15 kg
Pane con Segale 500 g Conad,3.80 € / Kg,Panetteria e snack salati,0.5 kg
Pane Rustico 500 g Conad,3.80 € / Kg,Panetteria e snack salati,0.5 kg
Mulino Bianco Focaccelle all'Olio Extra Vergine di Oliva 198g,9.0 € / Kg,Panetteria e snack salati,0.198 kg
Casa della Piada la Tigella Emiliana 6 Tigelle 250 g,5.96 € / Kg,Panetteria e snack salati,0.25 kg
"Céréal BuoniSenza Pane Azzimo Senza Glutine Senza Lievito Senza Olio di Palma, gluten free - 180 g",15.28 € / Kg,Panetteria e snack salati,0.18 kg
"Céréal senza Glutine Integrale, Pan Campagnolo senza lattosio, Pane a fette - 175g",11.37 € / Kg,Panetteria e snack salati,0.175 kg
"Céréal Senza Glutine Pane Rustico ai semi, Pan Bauletto senza Olio di Palma - 2 per 200g",10.88 € / Kg,Panetteria e snack salati,0.2 kg
"Céréal Senza Lievito Pane di Segale Integrale, solo con Farina di Segale integrale - 500 g",5.98 € / Kg,Panetteria e snack salati,0.5 kg
Morato Bruschelle le Originali Mini Classiche 12 x 29 g,6.00 € / Kg,Panetteria e snack salati,0.348 kg
Pane per Tramezzini 250 g Conad,5.16 € / Kg,Panetteria e snack salati,0.25 kg
Pane Soffice con Farina Integrale 400 g Conad,4.72 € / Kg,Panetteria e snack salati,0.4 kg
Pane soffice di grano tenero g 400 Conad,4.72 € / Kg,Panetteria e snack salati,
Morato Spuntinelle Bianco 400 g,5.22 € / Kg,Panetteria e snack salati,0.4 kg
Morato Spuntinelle Integrale e Riso Nero 400 g,5.98 € / Kg,Panetteria e snack salati,0.4 kg
Morato Spuntinelle le Originali 250 g,6.36 € / Kg,Panetteria e snack salati,0.25 kg
Morato Spuntinelle le Originali Mini 175 g,6.80 € / Kg,Panetteria e snack salati,0.175 kg
Mulino Bianco Cuor di Pane Integrale Senza Crosta 325g,6.46 € / Kg,Panetteria e snack salati,0.325 kg
Mulino Bianco Cuor di Pane Senza Crosta 325g,6.62 € / Kg,Panetteria e snack salati,0.325 kg
Mulino Bianco Gran Cuor di Pane Bianco 400g,5.72 € / Kg,Panetteria e snack salati,0.4 kg
Filone Rustico 400 g Conad,4.62 € / Kg,Panetteria e snack salati,0.4 kg
Pagnotta di grano duro con olio extravergine di oliva e lievito madre 350g Conad,3.97 € / Kg,Panetteria e snack salati,0.35 kg
Pan Carrè 18 Fette 330 g Conad,2.73 € / Kg,Panetteria e snack salati,0.33 kg
Pan Carrè 6 6 Fette 220 g Conad,3.14 € / Kg,Panetteria e snack salati,0.22 kg
Mulino Bianco Pan Carrè Pane Ideale per Toast 16 fette 285g,2.98 € / Kg,Panetteria e snack salati,0.285 kg
Mulino Bianco Pan Carrè Pane Integrale Ideale per Toast 315g,3.14 € / Kg,Panetteria e snack salati,0.315 kg
Mulino Bianco Panino PanCarrè 24 fette 430g,2.77 € / Kg,Panetteria e snack salati,0.43 kg
Pane 8 Cereali e Soia 400 g Conad,2.72 € / Kg,Panetteria e snack salati,0.4 kg
Pane Bauletto Rustico Senza Glutine con pasta madre 300 g Alimentum Conad,8.30 € / Kg,Panetteria e snack salati,0.3 kg
Pane Bianco 400 g Conad,2.47 € / Kg,Panetteria e snack salati,0.4 kg
Pane con Quinoa e Semi di Chia Biologico 400 g Verso Natura Conad,5.98 € / Kg,Panetteria e snack salati,0.4 kg
Pane di farro e semi 400 g Verso Natura Bio Conad,5.98 € / Kg,Panetteria e snack salati,0.4 kg
Pane di grano duro con olio extravergine di oliva g.  400 Conad,2.72 € / Kg,Panetteria e snack salati,
Pane Integrale 400 g Conad,2.72 € / Kg,Panetteria e snack salati,0.4 kg
Pane Kamut Biologico 400 g Verso Natura Bio Conad,6.72 € / Kg,Panetteria e snack salati,0.4 kg
Mulino Bianco Pan Bauletto Bianco 400g,3.2 € / Kg,Panetteria e snack salati,0.4 kg
Mulino Bianco Cuor di Lino Pane Ricco di Fibre Semi di Lino 400g,5.38 € / Kg,Panetteria e snack salati,0.4 kg
Mulino Bianco Gran Bauletto alla Segale 500g,6.20 € / Kg,Panetteria e snack salati,0.5 kg
Mulino Bianco Pan Bauletto Cereali Pane Ideale per Panini 400g,4.22 € / Kg,Panetteria e snack salati,0.4 kg
Mulino Bianco Pan Bauletto Grano Duro 400 g,3.47 € / Kg,Panetteria e snack salati,0.4 kg
Mulino Bianco Pan Bauletto Integrale Pane ideale per panini 400g,4.22 € / Kg,Panetteria e snack salati,0.4 kg
Mulino Bianco Pan Brioscè Pane Ideale per Colazione 400g,6.72 € / Kg,Panetteria e snack salati,0.4 kg
Bocconcini Croccanti con Olio Extra Vergine di Oliva 300 g Conad,8.30 € / Kg,Panetteria e snack salati,0.3 kg
Bocconcini di KAMUT® 250 g Verso Natura Bio Conad,11.40 € / Kg,Panetteria e snack salati,0.25 kg
Bruschettine al rosmarino con olio di oliva g.  150 Conad,9.27 € / Kg,Panetteria e snack salati,
Bruschettine alle olive con olio di oliva g.  150 Conad,9.27 € / Kg,Panetteria e snack salati,
Cracker Leggeri 230 g Conad,4.78 € / Kg,Panetteria e snack salati,0.23 kg
Crostini classici g. 75 Conad,8.27 € / Kg,Panetteria e snack salati,
Crostini con Farina Integrale 250 g Conad,5.16 € / Kg,Panetteria e snack salati,0.25 kg
Mini crostini con olio d'oliva 100g Conad,9.50 € / Kg,Panetteria e snack salati,0.1 kg
"Schiacciatine 8 x 37,5 g Conad",5.33 € / Kg,Panetteria e snack salati,0.3 kg
"Schiacciatine al Rosmarino 8 x 37,5 g Conad",5.33 € / Kg,Panetteria e snack salati,0.3 kg
Mulino Bianco Granetti Classici 280 g,6.7 € / Kg,Panetteria e snack salati,0.28 kg
Mulino Bianco Granetti Integrali 280 g,6.7 € / Kg,Panetteria e snack salati,0.28 kg
Forno Damiani Premium Croccantelle gusto Bacon 8 x 30 g,7.88 € / Kg,Panetteria e snack salati,0.24 kg
Forno Damiani Premium Croccantelle gusto Ketchup  8 x 30 g,7.88 € / Kg,Panetteria e snack salati,0.24 kg
Forno Damiani Premium Croccantelle Gusto Prosciutto 8 x 30 g,7.88 € / Kg,Panetteria e snack salati,0.24 kg
"Galbusera Buonpertutti con Farine Legumi Biologici,farina tipo2,semi canapa,lenticchie soffiate 200g",9.95 € / Kg,Panetteria e snack salati,0.2 kg
Gran Pavesi le Sfoglie Classiche Snack Cotto al Forno 180g,11.94 € / Kg,Panetteria e snack salati,0.18 kg
"Gran Pavesi Snack Tocchetti, Snack al Mais Cotti al Forno, Senza Olio di Palma, 8 Pacchetti 256g",10.35 € / Kg,Panetteria e snack salati,0.256 kg
GrissinBon Gongoli Classico 200 g,7.45 € / Kg,Panetteria e snack salati,0.2 kg
Misura Natura Ricca Cereali e Semi di Zucca Crackers 230 g,8.04 € / Kg,Panetteria e snack salati,0.23 kg
Morato Mini Scrikki Mais con Olio di Oliva 6 x 35 g,0.33 € / conf,Panetteria e snack salati,0.21 kg
Mulino Bianco Fiori d'Acqua 250g,6.20 € / Kg,Panetteria e snack salati,0.25 kg
Mulino Bianco Michetti Pani Croccanti con Farina Sostenibile 295g,6.41 € / Kg,Panetteria e snack salati,0.295 kg
Panealba Crostini Mediterraneo con Olio di Oliva 100 g,17.50 € / Kg,Panetteria e snack salati,0.1 kg
Panealba Crostini Pomodoro e Basilico 100 g,17.50 € / Kg,Panetteria e snack salati,0.1 kg
San Carlo Crostini Dorati Classici 200 g,9.00 € / Kg,Panetteria e snack salati,0.2 kg
San Carlo Crostini Dorati Classici 75 g,10.00 € / Kg,Panetteria e snack salati,0.075 kg
Sansepolcro Toscana Crostino dorato con farina integrale 300 g,7.17 € / Kg,Panetteria e snack salati,0.3 kg
Sansepolcro Toscana Crostino dorato Croccante 300 g,7.17 € / Kg,Panetteria e snack salati,0.3 kg
Tuc Crisp Sfogliatine Croccanti  Original Multipack cotte al forno - 5 x 30 g,17.00 € / Kg,Panetteria e snack salati,0.15 kg
"Tuc Sfoglie, crackers con Olio Extra Vergine di Oliva & Erbe Aromatiche - 170 g",10.29 € / Kg,Panetteria e snack salati,0.17 kg
"Tuc Sfoglie, crackers con Olio Extra Vergine di Oliva & Un Pizzico di Sale - 170 g",10.29 € / Kg,Panetteria e snack salati,0.17 kg
Wasa Runda Sesam & Seasalt 290g,9.83 € / Kg,Panetteria e snack salati,0.29 kg
Pane per Sandwich 550 g Conad,2.71 € / Kg,Panetteria e snack salati,0.55 kg
"Morato American Sandwich Bianco 14 x 39,3 g",3.44 € / Kg,Panetteria e snack salati,0.5501999999999999 kg
"Morato American Sandwich Grano Duro 14 x 39,3 g",3.62 € / Kg,Panetteria e snack salati,0.5501999999999999 kg
"Morato American Sandwich Integrale 14 x 42,9 g",3.15 € / Kg,Panetteria e snack salati,0.6006 kg
CONAD Mini Panini per Hamburger 8 x 25 g,6.45 € / Kg,Panetteria e snack salati,0.2 kg
Maxi Panini per Hamburger con Farina Integrale con Semi di Sesamo 4 x 75 g Conad,4.97 € / Kg,Panetteria e snack salati,0.3 kg
Maxi Panini per Hamburger con Semi di Sesamo 4 x 75 g Conad,4.97 € / Kg,Panetteria e snack salati,0.3 kg
Panini al Latte 8 Panini 400 g Conad,5.48 € / Kg,Panetteria e snack salati,0.4 kg
Panini per Hamburger 6 x 50 g Conad,4.97 € / Kg,Panetteria e snack salati,0.3 kg
Panini per Hamburger con Semi di Sesamo 6 x 50 g Conad,4.97 € / Kg,Panetteria e snack salati,0.3 kg
Panini per Hamburger Mega Maxi con Semi di Sesamo 2 x 125 g Conad,5.96 € / Kg,Panetteria e snack salati,0.25 kg
"Panini per Hot Dog 4 x 62,5 g Conad",4.76 € / Kg,Panetteria e snack salati,0.25 kg
Mulino Bianco Pagnottelle Classiche 360 g,5.53 € / Kg,Panetteria e snack salati,0.36 kg
Mulino Bianco Sfilatino Bianco Pane Ideale per Panini 360g,6.53 € / Kg,Panetteria e snack salati,0.36 kg
BASE PINSA PINSAMI 230g,9.38 € / Kg,Panetteria e snack salati,0.23 kg
"FOCAC.STRACC.LANTERN40x30(CTx7,65k)",12.90 € / Kg,Panetteria e snack salati,
"PIZZA MARGH.30x40 BASSINIct4,25kg",2.33 € / Kg,Panetteria e snack salati,4.25 kg
PAN PIUMA ARTEBIANCA GR.DURO 400g,5.72 € / Kg,Panetteria e snack salati,0.4 kg
PAN PIUMA ARTEBIANCA GR.TENERO 400g,5.72 € / Kg,Panetteria e snack salati,0.4 kg
BIBANESI KAMUT BIO DA RE 250g,13.8 € / Kg,Panetteria e snack salati,0.25 kg
LINGUE CROCC.FARRO ADP150g,17.2 € / Kg,Panetteria e snack salati,0.15 kg
LINGUE CROCC.INTEG.ADP.150g,16.6 € / Kg,Panetteria e snack salati,0.15 kg
LINGUE CROCC.OLIVE ADP.150g,16.6 € / Kg,Panetteria e snack salati,0.15 kg
BIBANESI OLIO EXV DA RE SACC.400g,8.48 € / Kg,Panetteria e snack salati,0.4 kg
CROCCANT.POLLO ARR.DAMIANI MPK830g,2.28 € / Kg,Panetteria e snack salati,0.83 kg
CROCCANTELLE PIZZA DAMIANI MPK830g,2.28 € / Kg,Panetteria e snack salati,0.83 kg
CROST.ZUPPE/INSAL.O/O FORNERIA 200g,9.95 € / Kg,Panetteria e snack salati,0.2 kg
CROSTINI G.CLASSICO DAMIANI MPK5x30,13.27 € / Kg,Panetteria e snack salati,
PANTOSTAT.POMOD.LA PANERIA150g,8.60 € / Kg,Panetteria e snack salati,0.15 kg
PARMONIE ORIGINALI BUSTA 23g,47.83 € / Kg,Panetteria e snack salati,0.023 kg
SCHIACC.CLASSICA TRIS BOTTOLI 150g,6.60 € / Kg,Panetteria e snack salati,0.15 kg
SCHIACC.PIZZA TRIS BOTTOLI 150g,6.60 € / Kg,Panetteria e snack salati,0.15 kg
TOSTAR.PANKAMUT BIO BISCOP.MPK6x40g,13.71 € / Kg,Panetteria e snack salati,0.24 kg
ZUFI' GUSTO PIZZA VALLEDORO 100g,9.90 € / Kg,Panetteria e snack salati,0.1 kg
FILONE 7 CEREALI PANEM 400g,5.72 € / Kg,Panetteria e snack salati,0.4 kg
FILONE GRANO DURO PANEM 400g,5.72 € / Kg,Panetteria e snack salati,0.4 kg
FILONE INTEGRALE PANEM 400g,5.72 € / Kg,Panetteria e snack salati,0.4 kg
FRISELLE GRANO DURO FORTE 350g,7.40 € / Kg,Panetteria e snack salati,0.35 kg
2 PAGNOTTO IL NORVEGESE 160g,24.2 € / Kg,Panetteria e snack salati,0.16 kg
2 PAGNOTTO ITALIANO 160g,24.2 € / Kg,Panetteria e snack salati,0.16 kg
HAMB.DAILY BREAD GIG.SES.x4 300g,7.63 € / Kg,Panetteria e snack salati,0.3 kg
HAMBURGER DAILY BREAD x6 300g,6.50 € / Kg,Panetteria e snack salati,0.3 kg
HOT DOG DAILY BREAD 4 1pz 312g,6.73 € / Kg,Panetteria e snack salati,0.312 kg
PIZZA MARGH.TRANCIO PIZZA 1 450G,9.67 € / Kg,Panetteria e snack salati,
CONAD Pane Grattugiato Integrale 250 g,3.36 € / Kg,Panetteria e snack salati,0.25 kg
Pane Grattugiato 400 g Conad,4.25 € / Kg,Panetteria e snack salati,0.4 kg
Pane Grattugiato 500 g Conad,2.60 € / Kg,Panetteria e snack salati,0.5 kg
Pane Grattugiato Senza Glutine 250 g Alimentum Conad,7.16 € / Kg,Panetteria e snack salati,0.25 kg
Mulino Bianco Impanatura Pronta Ideale per Impanare 200g,5.95 € / Kg,Panetteria e snack salati,0.2 kg
Schär Pan Gratí 300 g,9.97 € / Kg,Panetteria e snack salati,0.3 kg
Anellini all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Ditalini Rigati all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Farfalline all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Filini all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Grattini all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Margherite all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Quadretti all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Quadri all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Risini all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Sorprese all'uovo 250g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Stelline all'Uovo 250 g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Tempestine all'uovo 250g Conad,3.00 € / Kg,Pasta e riso,0.25 kg
Barilla Emiliane Filini all'uovo 275g,3.60 € / Kg,Pasta e riso,0.275 kg
Barilla Emiliane Pasta all'uovo Farfalline all'uovo 275g,3.60 € / Kg,Pasta e riso,0.275 kg
Barilla Emiliane Pasta all'uovo Grattini all'uovo 275g,3.60 € / Kg,Pasta e riso,0.275 kg
Barilla Emiliane Pasta all'uovo Grattoni all'uovo 275g,3.60 € / Kg,Pasta e riso,0.275 kg
Barilla Emiliane Pasta all'uovo Sorprese all'uovo 275g,3.60 € / Kg,Pasta e riso,0.275 kg
Luciana Mosconi Buontagliati 250 g,6.60 € / Kg,Pasta e riso,0.25 kg
Luciana Mosconi Grattoni 250 g,6.60 € / Kg,Pasta e riso,0.25 kg
Cannelloni all'Uovo 250 g Conad,5.80 € / Kg,Pasta e riso,0.25 kg
Lasagne all'Uovo 500 g Conad,4.38 € / Kg,Pasta e riso,0.5 kg
Lasagne all'Uovo Verdi 500 g Conad,4.38 € / Kg,Pasta e riso,0.5 kg
Barilla Emiliane Cannelloni all'Uovo 250g,7.96 € / Kg,Pasta e riso,0.25 kg
Barilla Emiliane Lasagne all'uovo sfoglia ruvida e porosa 500g,5.58 € / Kg,Pasta e riso,0.5 kg
Fettuccine 500 g Sapori & Idee Conad,5.38 € / Kg,Pasta e riso,0.5 kg
Fettuccine all'Uovo 250 g Conad,3.96 € / Kg,Pasta e riso,0.25 kg
Frastagliate all'Uovo 250 g Conad,3.96 € / Kg,Pasta e riso,0.25 kg
Pappardelle g.  250 Conad,3.96 € / Kg,Pasta e riso,
Tagliatelle 500 g Sapori & Idee Conad,5.38 € / Kg,Pasta e riso,0.5 kg
Tagliatelle all'uovo 250g Conad,3.96 € / Kg,Pasta e riso,0.25 kg
Tagliatelle all'uovo paglia e fieno g.  250 Conad,3.96 € / Kg,Pasta e riso,
Taglierini all'Uovo 250 g Conad,3.96 € / Kg,Pasta e riso,0.25 kg
Tagliolini all'Uovo 250 g Conad,3.96 € / Kg,Pasta e riso,0.25 kg
Barilla Emiliane Fettuccine all'uovo 250g,6.60 € / Kg,Pasta e riso,0.25 kg
Barilla Emiliane Pappardelle all'uovo 250g,6.60 € / Kg,Pasta e riso,0.25 kg
Barilla Emiliane Tagliatelle all'uovo 250g,6.60 € / Kg,Pasta e riso,0.25 kg
La Pasta di Camerino Fettuccine 250 g,7.16 € / Kg,Pasta e riso,0.25 kg
La Pasta di Camerino Tagliolini 250 g,7.16 € / Kg,Pasta e riso,0.25 kg
Luciana Mosconi fettuccine delicate 250 g,7.80 € / Kg,Pasta e riso,0.25 kg
Luciana Mosconi paglia e fieno delicate 250 g,7.80 € / Kg,Pasta e riso,0.25 kg
Luciana Mosconi tagliatelle delicate 250 g,7.80 € / Kg,Pasta e riso,0.25 kg
Luciana Mosconi zigrinate delicate 250 g,7.80 € / Kg,Pasta e riso,0.25 kg
Fettuccine di Campofilone 250 g Sapori & Dintorni Conad,11.96 € / Kg,Pasta e riso,0.25 kg
Maccheroncini di Campofilone IGP 250 g Sapori & Dintorni Conad,11.96 € / Kg,Pasta e riso,0.25 kg
Maltagliati all'Uovo 250 g Conad,3.92 € / Kg,Pasta e riso,0.25 kg
Barilla Emiliane Pasta all'uovo Treccine all'uovo 275g,3.60 € / Kg,Pasta e riso,0.275 kg
Luciana Mosconi tagliatelle Integrale 250 g,12.60 € / Kg,Pasta e riso,0.25 kg
Luciana Mosconi tagliatelle specialità di Farro integrale e Uova fresche 250 g,12.60 € / Kg,Pasta e riso,0.25 kg
Garofalo Gnocchi di Patate 500 g,2.58 € / Kg,Pasta e riso,0.5 kg
Tortellini con prosciutto crudo 500 g Conad,5.90 € / Kg,Pasta e riso,0.5 kg
Barilla Emiliane Tortellini all'uovo 250g,11.00 € / Kg,Pasta e riso,0.25 kg
Orecchiette g. 500 Conad,3.2 € / Kg,Pasta e riso,
Trofie di Semola di Grano duro 500 g Conad,3.2 € / Kg,Pasta e riso,0.5 kg
Chicche di Patate Fresche 500 g Sapori & Idee Conad,3.20 € / Kg,Pasta e riso,0.5 kg
Gnocchetti alla Tirolese 350 g Sapori & Dintorni Conad,4.26 € / Kg,Pasta e riso,0.35 kg
Gnocchetti di Patate 500 g Conad,1.98 € / Kg,Pasta e riso,0.5 kg
Gnocchi di Patate 500 g Conad,1.98 € / Kg,Pasta e riso,0.5 kg
Maritati Pugliesi 500 g Sapori & Dintorni Conad,3.78 € / Kg,Pasta e riso,0.5 kg
Pappardelle all'uovo Sfoglia Rustica 250 g Conad,4.60 € / Kg,Pasta e riso,0.25 kg
Pici Senesi 350 g Sapori & Dintorni Conad,4.83 € / Kg,Pasta e riso,0.35 kg
Sfoglia Rustica Lasagne all'uovo 250 g Conad,4.76 € / Kg,Pasta e riso,0.25 kg
Sfoglia Sottile Lasagne all'uovo 250 g Conad,5.16 € / Kg,Pasta e riso,0.25 kg
Spaghetti alla Chitarra 250 g Conad,5.16 € / Kg,Pasta e riso,0.25 kg
Tagliatelle all'uovo Sfoglia Rustica 250 g Conad,4.60 € / Kg,Pasta e riso,0.25 kg
Tagliolini freschi all'uovo sfoglia rustica g.  250 Conad,4.60 € / Kg,Pasta e riso,
Troccoli Pugliesi 500 g Sapori & Dintorni Conad,3.78 € / Kg,Pasta e riso,0.5 kg
Giovanni Rana Gnocchetti Freschi di Patate 500 g,4.90 € / Kg,Pasta e riso,0.5 kg
Giovanni Rana Gnocchi alla romana 500 g,4.58 € / Kg,Pasta e riso,0.5 kg
Giovanni Rana Gnocchi Freschi di Patate 500 g,4.90 € / Kg,Pasta e riso,0.5 kg
Giovanni Rana Sfogliagrezza Fettuccine 250 g,8.60 € / Kg,Pasta e riso,0.25 kg
Giovanni Rana Sfogliagrezza Lasagne Fresche all'Uovo 250 g,8.40 € / Kg,Pasta e riso,0.25 kg
Giovanni Rana Sfogliagrezza Paglia e Fieno 250 g,8.60 € / Kg,Pasta e riso,0.25 kg
Giovanni Rana Sfogliagrezza Tagliatelle 250 g,8.60 € / Kg,Pasta e riso,0.25 kg
Giovanni Rana Sfogliavelo Lasagne Fresche all'Uovo 250 g,9.16 € / Kg,Pasta e riso,0.25 kg
Maffei Pasta Fresca di Semola di Grano Duro Orecchiette 250 g,5.00 € / Kg,Pasta e riso,0.25 kg
Maffei Pasta Fresca di Semola di Grano Duro Strozzapreti 250 g,5.00 € / Kg,Pasta e riso,0.25 kg
Maffei Pasta Fresca di Semola di Grano Duro Trofie 250 g,5.00 € / Kg,Pasta e riso,0.25 kg
Mamma emma gnocchi ripieni con Gorgonzola DOP 350 g,8.54 € / Kg,Pasta e riso,0.35 kg
Mamma emma gnocchi ripieni con pomodoro e mozzarella 350 g,8.54 € / Kg,Pasta e riso,0.35 kg
Nonna Rina Chicche di patate 500 g,6.98 € / Kg,Pasta e riso,0.5 kg
Patamore Bio il Classico Gnocco Bio Rigato 400 g,7.45 € / Kg,Pasta e riso,0.4 kg
Patamore Le Specialità Gnocchi Freschi alla Zucca 500 g,4.78 € / Kg,Pasta e riso,0.5 kg
Ravioli con Ricotta ed Erbette Sfoglia Sottile 250 g Conad,7.5 € / Kg,Pasta e riso,0.25 kg
Tortellini con Prosciutto Crudo Sfoglia Sottile 250 g Conad,7.5 € / Kg,Pasta e riso,0.25 kg
Agnolotti Piemontesi 250 g Sapori & Dintorni Conad,11.96 € / Kg,Pasta e riso,0.25 kg
Cappellacci con Zucca e Parmigiano Reggiano 250 g Sapori & Dintorni Conad,12.76 € / Kg,Pasta e riso,0.25 kg
"Cappellacci Friarielli e ""Mozzarella di Bufala Campana DOP"" 250 g Sapori & Dintorni Conad",12.76 € / Kg,Pasta e riso,0.25 kg
Cappelletti con Prosciutto Crudo 250 g Conad,6.36 € / Kg,Pasta e riso,0.25 kg
"Girasoli Burrata, Pomodori e Basilico 250 g Conad",12.76 € / Kg,Pasta e riso,0.25 kg
