,Category,Product,Price
13753,CURA CASA,"Bio Table Work, ciotole compostabili 25 pezzi","0,12 € / pz"
13754,CURA CASA,"Spontex, Effeto seta guanti Usa&Getta 10 pezzi taglia M/L","0,35 € / pz"
13755,CURA CASA,"Vernel, Aromatherapy Fascino di Frangipani ammorbidente concentrato 46 misurini","0,09 € / ms"
13756,CURA CASA,"Winni's, Gel Lavastoviglie Lemon 600 ml","0,25 € / ms"
13757,CURA CASA,"Spontex, 3 Flexy fresh","1,00 € / pz"
13758,CURA CASA,"Febreze, Classico 500 ml","5,56 € / l"
13759,CURA CASA,"Misterclean, casa profumo concentrato per bucato profumazioni assortite 35 lavaggi","38,80 € / l"
13760,CURA CASA,"Nuncas, MorbiVel ammorbidente concentrato profumazioni assortite 750 ml","8,47 € / l"
13761,CURA CASA,"Finish, Curalavastoviglie 250 ml","19,92 € / l"
13762,CURA CASA,"Autan, Family Care repellente antizanzare spray secco 100 ml","59,90 € / l"
13763,CURA CASA,"Vileda, Glitzi crystal 2 pezzi","0,90 € / pz"
13764,CURA CASA,"Bref, WC Brilliant Gel Tutto in 1 Forza Artica conf. 2x42 g","2,05 € / pz"
13765,CURA CASA,"Vileda, Dermo Plus guanti casalinghi taglia L","3,21 € / pz"
13766,CURA CASA,Nuncas Wool 1 lava lana detergente neutro delicato 12 lavaggi,"11,99 € / l"
13767,CURA CASA,"Chanteclair, I Concentrati profuma biancheria muschio bianco 220 ml","35,46 € / l"
13768,CURA CASA,"Cuki, Alto Spessore teglie extra alluminio 8 porzioni 2 pezzi","1,93 € / pz"
13769,CURA CASA,"Smart, bucato lana/delicati 25 lavaggi","0,10 € / ms"
13770,CURA CASA,"Vileda, 3 Action fibre revolution","5,74 € / pz"
13771,CURA CASA,"SuperFive, Mop in cotone","2,49 € / pz"
13772,CURA CASA,"Winni's Naturel, Multiuso 750 ml","3,68 € / l"
13773,CURA CASA,"WC Net, Candeggina 3 Effect conf. 2x40 g","0,90 € / pz"
13774,CURA CASA,"Vileda, Microfibre Colors Mutipack 8 pezzi","1,01 € / pz"
13775,CURA CASA,"Tonkita, mollette in legno 12 pinze","2,59 € / pz"
13776,CURA CASA,"Chanteclair, anticalcare universale antigoccia 625 ml","2,39 € / l"
13777,CURA CASA,"Raid, Esca scarafaggi trappola insetticida 3 pezzi","1,00 € / pz"
13778,CURA CASA,"Sidol, 250 ml","15,56 € / l"
13779,CURA CASA,"Felce Azzurra, Active Color Lavatrice capi colorati 32 lavaggi","0,19 € / ms"
13780,CURA CASA,"Bio Presto, classico 36 lavaggi","0,17 € / ms"
13781,CURA CASA,"Duck Fresh, Stickers Lime conf. 2x3 pezzi","1,99 € / pz"
13782,CURA CASA,"Vernel, Aromatherapy Frangipani ammorbidente concentrato 76 misurini","0,07 € / ms"
13783,CURA CASA,"Napisan, igiene profonda spray igienizzante bagno 750 ml","4,26 € / l"
13784,CURA CASA,"Smart, lavatrice marsiglia 1,5 l","0,11 € / ms"
13785,CURA CASA,"Autan, Tropical repellente antizanzare tigre vapo 100 ml","109,90 € / l"
13786,CURA CASA,"Vape, Liquido ricarica insetticida profumazioni assortite 36 ml","194,17 € / l"
13787,CURA CASA,"Autan, Junior repellente antizanzare vapo 100 ml","79,90 € / l"
13788,CURA CASA,"Samurài, L'Originale doppia punta 500 pezzi","3,29 € / pz"
13789,CURA CASA,"Emulsio, Lavaincera parquet 900 ml","4,74 € / l"
13790,CURA CASA,"Pril, cura lavastoviglie 3 pastiglie","1,33 € / ms"
13791,CURA CASA,"Duck, Fresh discs marine conf. 2x36 ml","3,07 € / pz"
13792,CURA CASA,"Vape, diffusore piastrine azione rapida + 10 piastrine","5,99 € / pz   - Informativa RAEE 1 contro 1"
13793,CURA CASA,"Smac, Brilla acciaio crema 520 ml","6,83 € / l"
13794,CURA CASA,"Vicky's, Vaschette BioGusto formato grande 1000 ml 2 pezzi","1,35 € / pz"
13795,CURA CASA,"BREF, WC Power Activ profumazioni assortite Duo Pack conf. 2x50 g","1,95 € / pz"
13796,CURA CASA,"Vanish, Oxi Action bianco splendente 500 g","11,38 € / kg"
13797,CURA CASA,"Nelsen, Concentrato di Natura ProNature profumazioni assortite 500 ml","3,58 € / l"
13798,CURA CASA,Solette al carbone attivo mis. 36/46,"3,19 € / pz"
13799,CURA CASA,"Omino Bianco, Smacchiatore a Secco Express 125 ml","31,84 € / l"
13800,CURA CASA,"Finish, Ultimate +Igiene Gel Napisan 26 lavaggi","0,24 € / ms"
13801,CURA CASA,"Vanish, Oxi Action 725 ml","7,85 € / l"
13802,CURA CASA,"Arexons, DP1 lavavetri antimoscerini pronto all'uso 2 l","3,45 € / l"
13803,CURA CASA,"Walking, BioDerm guanti taglia M 100 pezzi","0,06 € / pz"
13804,CURA CASA,"Bialetti, guardizioni e piastrina 1 tazza","1,91 € / pz"
13805,CURA CASA,"Smac, Express sgrassatore con candeggina 650 ml","2,76 € / l"
13806,CURA CASA,"Quasar, Doccia 750 ml","4,43 € / l"
13807,CURA CASA,"Ebano, Calzanetto crema superiore per calzature nero 50 ml","35,80 € / l"
13808,CURA CASA,"Price's, Tealights 30 pezzi 300 g","0,12 € / pz"
13809,CURA CASA,"Winni's Naturel, Tabs Lavastoviglie Lemon 25 pezzi","0,22 € / ms"
13810,CURA CASA,"Pronto, esalta spray legno classic 400 ml","11,75 € / l"
13811,CURA CASA,"Scholl, Pedorex Fresh Step deodorante per scarpe 150 ml","31,34 € / l"
13812,CURA CASA,"Fai, Forniture Casa feltrini antiscivolo mis. 3x3 cm 8 pezzi","0,52 € / pz"
13813,CURA CASA,"Domopak, Living custodie maglie e camicie 9 pezzi","4,94 € / pz"
13814,CURA CASA,"Lip Woolite, Capi scuri neri e jeans detersivo liquido per lavatrice e a mano 25 lavaggi","0,19 € / ms"
13815,CURA CASA,"Mister Clean, Casa Talco profumo concentrato per bucato 250 ml","38,80 € / l"
13816,CURA CASA,"Chanteclair, Vert Piatti ecodetergente ipoallergenico al pompelmo e melograno 500 ml","4,56 € / l"
13817,CURA CASA,"Calzanetto, Fresh microcapsule profumate mis. 24-46","4,09 € / pz"
13818,CURA CASA,"Vape, Azione Rapida piastrine ricarica insetticida inodore 30 pezzi","0,18 € / pz"
13819,CURA CASA,"Vape, Piastrine Azione rapida ricarica insetticida profumate 30 pezzi","0,18 € / pz"
13820,CURA CASA,"Smart, detergente bagno anticalcare 750 ml","2,20 € / l"
13821,CURA CASA,"Bio Table, piatti pizza compostabili 10 pezzi","0,45 € / pz"
13822,CURA CASA,"Samurài, Deluxe spiedini in bambù 25 cm 50 pezzi","2,49 € / pz"
13823,CURA CASA,"Vape, antitarme alimentari 3 pezzi","2,50 € / pz"
13824,CURA CASA,"Sole, Polvere lavatrice Bianco Splendente 61 lavaggi","0,23 € / ms"
13825,CURA CASA,Lumini Parapioggia 3 pezzi,"1,53 € / pz"
13826,CURA CASA,"Spontex, Microfibre Pad 3 pezzi","1,04 € / pz"
13827,CURA CASA,"Cif, Greenactive anticalcare aceto & eucalipto 900 ml","4,33 € / l"
13828,CURA CASA,"Vape, Riacarica Piastrine Extra 20 pezzi","0,24 € / pz"
13829,CURA CASA,Solette alla clorofilla mis. 36/46,"3,19 € / pz"
13830,CURA CASA,"Fabuloso, ammorbidente concentrato Fresco Mattino 80 lavaggi","0,04 € / ms"
13831,CURA CASA,"Finish, Power Gel 0% 600 ml","0,22 € / ms"
13832,CURA CASA,"Finish, Power All in One Regular pastiglie lavastoviglie 48 lavaggi","0,24 € / ms"
13833,CURA CASA,"Grey, l'Acchiappacolore 24 fogli","0,26 € / pz"
13834,CURA CASA,"Citrosil, Home Protection bagno disinfettante 650 ml","5,53 € / l"
13835,CURA CASA,"Perlana, Renew Refresh 24 lavaggi","0,17 € / ms"
13836,CURA CASA,"Finish, Ultimate + Igiene Gel Napisan Lemon 26 lavaggi 560 ml","0,24 € / ms"
13837,CURA CASA,"Rhutten, AdBlue additivo per auto 5 l","1,98 € / l"
13838,CURA CASA,"Napisan, spray disinfettante milleusi profumazioni assortite 400 ml","12,90 € / l"
13839,CURA CASA,"Ace, salviette igienizzanti con alcool 40 pezzi","0,09 € / pz"
13840,CURA CASA,"Esselunga, Per chi ama la natura Gel lavastoviglie profumo limone 1 l","0,14 € / ms"
13841,CURA CASA,"Duracell, Plus 9V Batteria Alcalina confezione da 1 9V 6LR61 MX1604","2,69 € / pz"
13842,CURA CASA,"Chanteclair, WC schiumattiva candeggina 625 ml","2,39 € / l"
13843,CURA CASA,"Sole, Bianco Splendente 3in1 detersivo lavatrice 61 lavaggi","0,19 € / ms"
13844,CURA CASA,"Energizer, LR44/A76 1,5V alkaline","1,50 € / pz"
13845,CURA CASA,"Saratoga, Super colla classic conf. 2x2 g","1,98 € / pz"
13846,CURA CASA,"Vernel, sacchetti profumazioni assortite 3 pezzi","1,28 € / pz"
13847,CURA CASA,"Ambi Pur, Profumatore per Ambienti Elettrico Deodorante Lenor Risveglio Primaverile Ricarica 20 ml","209,50 € / l"
13848,CURA CASA,"Fai, Fornitore Casa feltrini adesivi marrone forme assortite 62 pezzi","1,79 € / pz"
13849,CURA CASA,"Oust, Eliminaodori deodorante ambiente spray 300 ml","8,97 € / l"
13850,CURA CASA,"Nuncas, Sportswear detergente specifico 10 lavaggi","11,87 € / l"
13851,CURA CASA,"Vileda, Glitzi Always Clean spugna abrasiva 2 pezzi","1,00 € / pz"
13852,CURA CASA,"Felce Azzurra, Aria di Casa ricarica profumazioni assortite 20 ml","164,50 € / l"
13853,CURA CASA,"Pril, Cura-lavastoviglie 250 ml","15,20 € / l"
13854,CURA CASA,"Cuki, Gelopiù sacchetti freezer formato piccolo mis. 18x28 cm 60 pezzi","0,06 € / pz"
13855,CURA CASA,"Nuncas, Profumi busta profumata profumazioni assortite 2 pezzi","2,00 € / pz"
13856,CURA CASA,"Cosatto, Voilà! Gemme profumate profumazioni assortite 6 pezzi","0,67 € / pz"
13857,CURA CASA,"Felce Azzurra, Aria di Casa gel profumante profumazioni assortite 140 ml","1,99 € / pz"
13858,CURA CASA,"Sole, Proteggi Colore 3in1 detersivo lavatrice 61 lavaggi","0,19 € / ms"
13859,CURA CASA,"Felce Azzurra, profuma bucato profumazioni assortite 220 ml","35,91 € / l"
13860,CURA CASA,"Vernel, Aromatherapy Desiderio di Rosa ammorbidente concentrato 46 misurini","0,09 € / ms"
13861,CURA CASA,"Lysoform, salviette Pavimenti XXL detergenti igienizzanti classico 15 pezzi","0,32 € / pz"
13862,CURA CASA,"Icefor l'Ecologico, Bucato detergente ipoallergenico per lavatrice 30 lavaggi","0,17 € / ms"
13863,CURA CASA,"Chanteclair, sgrassatore universale disinfettante per tutte le superfici 750 ml","3,58 € / l"
13864,CURA CASA,"Cif, Greenactive sgrassatore universale profumazioni assortite 900 ml","4,33 € / l"
13865,CURA CASA,"Autan, Multinsetto repellente antizanzare zecche tafani vapo 100 ml","109,90 € / l"
13866,CURA CASA,"Fairy, Platinum Pulizia Profonda gel lavastoviglie profumo limone 30 lavaggi","9,97 € / l"
13867,CURA CASA,"Ace, Green candeggina profumata per casa e bucato conf. 14x15 g","0,24 € / ms"
13868,CURA CASA,"Deox, lavatrice classico detersivo per lavatrice 24 lavaggi","0,18 € / ms"
13869,CURA CASA,"Alighiero Campostrini, Piatti sapone per la cucina Marsiglia & Bicarbonato 1 l","3,98 € / l"
13870,CURA CASA,"Vape, Ricarica Liquida mosche e zanzare","338,64 € / l"
13871,CURA CASA,"Germo, Home Care salvietta disinfettante con alcool per superfici 50 pezzi","0,08 € / pz"
13872,CURA CASA,"Chanteclair, WC schiumattiva disincrostante 625 ml","2,39 € / l"
13873,CURA CASA,"Bialetti, guarnizioni e piastrina 3-4 tazze","2,79 € / pz"
13874,CURA CASA,"Spontex, Effetto seta guanti Taglia S","1,59 € / pz"
13875,CURA CASA,"Mister Clean, Casa Lavanda profumo concentrato per bucato 250 ml","38,80 € / l"
13876,CURA CASA,"Vicky's, Vaschette BioGusto formato piccolo 500 ml 3 pezzi","0,90 € / pz"
13877,CURA CASA,"Walking, Hydro care guanti usa&getta taglia M 100 pezzi","0,08 € / pz"
13878,CURA CASA,"Bio Presto, Color 36 lavaggi","0,17 € / ms"
13879,CURA CASA,"Fornet, forni e barbecue 310 ml","15,30 € / l"
13880,CURA CASA,"Relevi, Linea Fresh deoSphere SPA 110 g","1,99 € / pz"
13881,CURA CASA,"Amuchina, Spray Bagno Igienizzante Anticalcare 750 ml","5,14 € / l"
13882,CURA CASA,"Lenor, Un stoppables fresh profumo per il bucato 210 gr","28,53 € / kg"
13883,CURA CASA,"Frio, vaschette in alluminio con coperchio 4 porzioni 6 pezzi","0,54 € / pz"
13884,CURA CASA,"WC Net, Igiene Totale gel 800 ml","2,24 € / l"
13885,CURA CASA,"Smart, pile stilo AA 20 pezzi","0,35 € / pz"
13886,CURA CASA,"Air Wick, Essential Oils ricarica per diffusore elettrico profumazioni assortite Fresia e Gelsomino o Primavera 19 ml","199,48 € / l"
13887,CURA CASA,"Ghidini, Linea Elb Fiamma Accendini ricaricabili Starfish 2 pezzi","4,99 € / pz"
13888,CURA CASA,"Arcasa, lavapentole + raschietto","3,99 € / pz"
13889,CURA CASA,"Duck, Fresh Discs profumazioni assortite 36 ml","3,75 € / pz"
13890,CURA CASA,"Duck, Fresh Discs profumazioni assortite 36 ml","3,75 € / pz"
13891,CURA CASA,"Frio, vaschette in alluminio con coperchio 6 porzioni 4 pezzi","0,81 € / pz"
13892,CURA CASA,"Duracell, Plus AAA Batterie Ministilo Alcaline 1.5V LR03 MN2400 8 pezzi","1,20 € / pz"
13893,CURA CASA,"Zig Zag, Vespaio Power nidi di vespe e calabroni 600 ml","19,67 € / l"
13894,CURA CASA,"Quasar, Cucina 750 ml","4,43 € / l"
13895,CURA CASA,"Baygon, scarafaggi e formiche polvere insetticida 250 g","27,96 € / kg"
13896,CURA CASA,"Casa Splendida, vera pelle scamosciata","3,99 € / pz"
13897,CURA CASA,"Terre di casa, Linea Ammendanti Humus Umì Bio 5 l","0,34 € / l"
13898,CURA CASA,"Rubino, Lumino alimentato a batteria","6,99 € / pz   - Informativa RAEE 1 contro 1"
13899,CURA CASA,"Tonkita, Spazio per interni","5,99 € / pz"
13900,CURA CASA,"Air Wick, Pure spray profumazioni assortite 250 ml","15,56 € / l"
13901,CURA CASA,"Chanteclair, Extra Power Millemacchie 500 ml","5,98 € / l"
13902,CURA CASA,"Spontex, Comfort guanti taglia L","1,79 € / pz"
13903,CURA CASA,"Sole, Igiene e Freschezza 3in1 detersivo lavatrice 61 lavaggi","0,19 € / ms"
13904,CURA CASA,"Raid, liquido diffusore + ricarica 30 notti antizanzare insetticida 21 ml","6,49 € / pz   - Informativa RAEE 1 contro 1"
13905,CURA CASA,"Terre di casa, AmigoMexico Terriccio Cactacee 7 l","0,48 € / l"
13906,CURA CASA,"Spontex, Microfibre XXL 4+1","1,00 € / pz"
13907,CURA CASA,"Ajax, Disinfettante Multi-superficie detersivo pavimenti 1230 ml","2,35 € / l"
13908,CURA CASA,"Vape, Derm Herbal Gel dopopuntura 10 ml","759,00 € / l"
13909,CURA CASA,"Chanteclair, Sgrassatore Universale disinfettante salviette 40 pezzi","0,08 € / pz"
13910,CURA CASA,"Deox, Fresh Blu detersivo per lavatrice 24  lavaggi","0,18 € / ms"
13911,CURA CASA,"Vape, Super KO mosche e zanzare 400 ml","9,98 € / l"
13912,CURA CASA,"BREF, WC Perfume Change profumazioni assortite duo pack conf. 2x50 g","2,05 € / pz"
13913,CURA CASA,"Raid, mosche e zanzare Aqua-Base Technology insetticida spray 400 ml","10,48 € / l"
13914,CURA CASA,"Winni's Naturel, WC Gel Lavanda 750 ml","3,31 € / l"
13915,CURA CASA,"Vanish, Oxi Action 750 ml","7,59 € / l"
13916,CURA CASA,"Fai, Forniture Casa feltrini adesivi extra resistenti Ø 22 mm 12 pezzi","1,29 € / pz"
13917,CURA CASA,"Nekatarm, 100% canfora 50 g","125,20 € / kg"
13918,CURA CASA,"Ace, Candeggina Più +Mousse fresco profumo 800 ml","4,19 € / l"
13919,CURA CASA,"Bref, Brillante pavimenti floral euphoria 1,25 l","2,80 € / l"
13920,CURA CASA,"SuperFive, PannoMop microfibra","6,89 € / pz"
13921,CURA CASA,"Alighiero Campostrini, Lavatrice Detergente da Bucato Bucato Classico 1 l","0,14 € / ms"
13922,CURA CASA,"Bref, WC Power Activ lemon conf. 2x50 g","1,95 € / pz"
13923,CURA CASA,"Pronto, spray olio nutriente 250 ml","16,36 € / l"
13924,CURA CASA,"Energizer, 2025 lithium 3V 2 pezzi","2,14 € / pz"
13925,CURA CASA,"Baygon, spray scarafaggi e formiche extraprecision insetticida cucina 400 ml","22,48 € / l"
13926,CURA CASA,"Cuki, sacchetti speciali sottovuoto formato medio 10 pezzi","0,45 € / pz"
13927,CURA CASA,"Energizer, Max + Power Seal AA stilo conf. 4+2 pezzi","0,86 € / pz"
13928,CURA CASA,"Quasar, sgrassatore universale 750 ml","4,43 € / l"
13929,CURA CASA,"Chanteclair, Vert Lavatrice Bebè con Latte d'Avena 21 lavaggi","0,24 € / ms"
13930,CURA CASA,"Tesori d'Oriente, Muschio Bianco ammorbidente aromatico 760 ml","3,76 € / l"
13931,CURA CASA,"La Rose des Sables, Assiette creuse 21 BC 894","2,99 € / pz"
13932,CURA CASA,"Svelto, Power Spray universale 435 ml","5,50 € / l"
13933,CURA CASA,"Svelto, Powered by Nature Tutto in 1 25 pastiglie","0,20 € / ms"
13934,CURA CASA,"Quasar, legno 750 ml","4,43 € / l"
13935,CURA CASA,"Tesa, nastro per mascheratura Standard mis. 50 mx25 mm","2,99 € / pz"
13936,CURA CASA,"Tonkita, Maxi per interni","6,54 € / pz"
13937,CURA CASA,"Chanteclair, Vert Eucalipto e Fresia Ecoricarica ammorbidente concentrato 70 misurini","0,08 € / ms"
13938,CURA CASA,"Winni's Naturel, curalavastoviglie 3in1 250 ml","11,44 € / l"
13939,CURA CASA,"Samurài, Deluxe maxi spiedi in bambù Sezione Tonda 30 cm 40 pezzi","1,59 € / pz"
13940,CURA CASA,"Lip Woolite, Mix Color detersivo liquido per lavatrice e a mano 25 lavaggi","0,19 € / ms"
13941,CURA CASA,"Tesori d'Oriente, Ayurveda ammorbidente Aromatico Amla e Patchouli 760 ml","3,76 € / l"
13942,CURA CASA,"Fai, Fortinure Casa feltrini adesivi extra resistenti Ø 28 mm 6 pezzi","1,29 € / pz"
13943,CURA CASA,"Vape, Multinsetto Spray 400 ml","12,48 € / l"
13944,CURA CASA,"Glade, Electric deodorante ambiente ricarica per diffusore elettrico Relaxing Zen 20 ml","164,50 € / l"
13945,CURA CASA,"Raid, Night & Day ricarica antizanzare insetticida","7,49 € / pz"
13946,CURA CASA,"Spontex, Comfort guanti taglia XL","2,29 € / pz"
13947,CURA CASA,"Svelto, Powered by Nature Gel Lavastoviglie Tutto in 1 profumazioni assortite 640 ml","10,15 € / l"
13948,CURA CASA,"Fai, Forniture Casa feltrini adesivi extra resistenti mis. 70x100 mm","1,29 € / pz"
13949,CURA CASA,"Vicky's, Vaschette InfornaBio formato piccolo 560 ml 4 pezzi","0,90 € / pz"
13950,CURA CASA,"Grey, L'Acchiappa & Smacchia 10 buste","0,49 € / pz"
13951,CURA CASA,"Frio, vaschette in alluminio con coperchio 1 porzione 10 pezzi","0,33 € / pz"
13952,CURA CASA,"Rais, Liquido ricarica 30 notti antizanzare insetticida 21 ml","261,43 € / l"
13953,CURA CASA,"Master casa, Home Style set grucce appendiabiti in legno con barra 5 pezzi","5,99 € / pz"
13954,CURA CASA,"Deox, Lavatrice colorati e scuri tecnologia anti-transfer 24 lavaggi","0,18 € / ms"
13955,CURA CASA,"Scotch-Brite, Roller 6 m spazzola adesiva leva pelucchi","4,39 € / pz"
13956,CURA CASA,"Fabuloso, ammorbidente concentrato Ipoallergenico 80 lavaggi","0,04 € / ms"
13957,CURA CASA,"Chanteclair, I Concentrati Profuma Biancheria sali marini e fior di loto 220 ml","35,46 € / l"
13958,CURA CASA,"Omino Bianco, Color+ 40 lavaggi","0,18 € / ms"
13959,CURA CASA,Tovagliolo 3 veli bianco mis. 24x24 cm 20 pezzi,"0,08 € / pz"
13960,CURA CASA,"Duracell, 357/303 1.5V Silver Oxide 2 pezzi","1,98 € / pz"
13961,CURA CASA,"Nuncas, Biolindo Detersivo lavatrice capi bianchi e colorati 17 lavaggi","10,38 € / l"
13962,CURA CASA,"Vape, Piastrine ricarica insetticida antiodore 30 pezzi","0,18 € / pz"
13963,CURA CASA,"Lumen, candele Veneziane Total White 9 pezzi","0,56 € / pz"
13964,CURA CASA,"Chanteclair, Vert sgrassatore universale 625 ml","4,77 € / l"
13965,CURA CASA,"Ambi Pur, Profumatore per Ambienti Elettrico Deodorante Prato Fresco Ricarica 20 ml","209,50 € / l"
13966,CURA CASA,"Emulsio, Mangia polvere l'antistatico profumazioni assortite 400 ml","9,88 € / l"
13967,CURA CASA,"Duck, Fresh Discs Active profumazioni assortite conf. 2x36 ml","2,92 € / pz"
13968,CURA CASA,"Glade, Automatic Spray deodorante ambiente diffusore con Ricarica Relaxing Zen 269 ml","5,65 € / pz"
13969,CURA CASA,"Winni's Naturel, bucato a mano capi preziosi e baby 814 ml","0,18 € / ms"
13970,CURA CASA,Flutes compostabili 4 pezzi,"0,88 € / pz"
13971,CURA CASA,"Nuncas, Livax Splendi parquet 1 l","13,37 € / l"
13972,CURA CASA,"Nuncas, Tende 1 Lava detergente liquido per lavatrice 10 lavaggi","11,20 € / l"
13973,CURA CASA,"Domopak, Spazzy SaccoVerde 100% Biodegradabile (110 litri - 10 sacchi nettezza)","0,90 € / pz"
13974,CURA CASA,"Winni's Naturel, Anticalcare 500 ml","3,94 € / l"
13975,CURA CASA,"Tesori d'Oriente, profumo aromatico per biancheria profumazioni assortite 250 ml","31,96 € / l"
13976,CURA CASA,"KH-7, smacchiatore 750 ml","5,99 € / l"
13977,CURA CASA,"Duracell, MN21 12V Alkaline 2 pezzi","2,50 € / pz"
13978,CURA CASA,"Winni's Naturel, sgrassatore universale 750 ml","3,68 € / l"
13979,CURA CASA,Forchette Compostabili 10 pezzi,"0,35 € / pz"
13980,CURA CASA,"Oust, spray profumazioni assortite 300 ml","11,01 € / l"
13981,CURA CASA,"Glade, Electric deodorante ambiente ricarica per diffusore elettrico Romantic Vanilla 20 ml","0,17 € / ml"
13982,CURA CASA,"Cuki, Cuoce tortiera professionale alluminio antiaderente riutilizzabile Ø30 cm","3,89 € / pz"
13983,CURA CASA,"Grey, L'Acchiappa&Smacchia per bianchi 10 buste","0,49 € / pz"
13984,CURA CASA,"Citrosil, Home Protection salviette multisuperfici igienizzanti profumazioni assortite 40 pezzi","0,09 € / pz"
13985,CURA CASA,"Nuncas, Vegetale ammorbidente 750 ml","8,87 € / l"
13986,CURA CASA,"Cosmoplast, imbuto","1,99 € / pz"
13987,CURA CASA,"Tesa, nastro per mascheratura Standard mis. 50mx50 mm","5,39 € / pz"
13988,CURA CASA,"Raid, Liquido ricarica inodore 60 notti antizanzare insetticida 36 ml","152,50 € / l"
13989,CURA CASA,"Bolsius, True Scents Tealight 4h crema profumo Vaniglia 18 pezzi","3,59 € / pz"
13990,CURA CASA,"Bormioli Rocco, Frigoverre quadra mis. 15x15 cm","4,59 € / pz"
13991,CURA CASA,"Wc Net, Tavoletta Candeggina Profumata 3 Effect 2 pezzi","0,90 € / pz"
13992,CURA CASA,"Emulsio, LaCera Facile autolucidante 775 ml","8,39 € / l"
13993,CURA CASA,"Ebano, Calzanetto Plus con lanolina neutro","5,30 € / pz"
13994,CURA CASA,"Bio Table, I colori della natura piatti piani compostabili verde 20 pezzi","0,19 € / pz"
13995,CURA CASA,"Bref, Brillante Trigger bagno 750 ml","4,79 € / l"
13996,CURA CASA,"Vileda, Mastrospazzolone con blocca panno","5,99 € / pz"
13997,CURA CASA,"Duracell, Plus AA Batterie Stilo Alcaline 1.5V LR06 MX1500 8 pezzi","1,20 € / pz"
13998,CURA CASA,"Baygon, Esca Formiche insetticida cucina","6,08 € / pz"
13999,CURA CASA,"Mastro Lindo, Diluito Limone 930 ml","2,68 € / l"
14000,CURA CASA,"Tonkita, We Like Green Paletta","2,29 € / pz"
14001,CURA CASA,"Finish, Powerball Quantum Ultimate All in 1 20 caps","0,35 € / ms"
14002,CURA CASA,"Vicky's, Vaschette InfornaBio formato grande 1330 ml 2 pezzi","1,80 € / pz"
14003,CURA CASA,"Nuncas, Vegetale Saponaria deterisivo liquido per lavatrice 1l","9,20 € / l"
14004,CURA CASA,"Frio, carta fritti 20 pezzi","0,12 € / pz"
14005,CURA CASA,"Scotch-Brite, Spazzola adesiva levapelucchi ricarica da 56 fogli","4,22 € / pz"
14006,CURA CASA,"Baygon, spray scarafaggi e formiche extraprecision insetticida 400 ml","15,98 € / l"
14007,CURA CASA,"Brita, Maxtra filtri 3 pezzi","15,40 € / pz"
14008,CURA CASA,"Nuncas, Vegetale Sapone Marsiglia tradizionale ipoallergenico 250 g","19,80 € / kg"
14009,CURA CASA,"Air Wick, Essential Oils Vaniglia e Thè Bianco ricarica per diffusore elettrico 19 ml","199,48 € / l"
14010,CURA CASA,"Lenor, Perle Risveglio Primaverile profumo per il bucato 210 gr","28,53 € / kg"
14011,CURA CASA,"Perlana, Renew Sport 24 lavaggi","0,17 € / ms"
14012,CURA CASA,"Cora, Premium Selection additivo vaschette tergicristallo 50 ml","21,90 € / l"
14013,CURA CASA,"Nuncas, Passione Bianco detersivo liquido per tessuti bianchi 12 lavaggi","14,40 € / l"
14014,CURA CASA,"Energizer, Max AAA mini stilo conf. 4+2 pezzi","0,86 € / pz"
14015,CURA CASA,"Fairy, Platinum pastiglie lavastoviglie limone 20 capsule","0,40 € / ms"
14016,CURA CASA,"Nuncas, Drops profuma biancheria profumazioni assortite 100 ml","104,50 € / l"
14017,CURA CASA,"Nekatarm, 100% canfora perle profumate 50 g","125,20 € / kg"
14018,CURA CASA,"Ebano, Calzanetto crema superiore per calzature neutro 50 ml","35,80 € / l"
14019,CURA CASA,"Winni's Naturel, DeoLavastoviglie lime e fiori di mela 70 lavaggi","2,38 € / pz"
14020,CURA CASA,"Pulicotto, Super detergente 1 l","2,95 € / l"
14021,CURA CASA,"Vileda, 2in1 set paletta + scopa","4,99 € / pz"
14022,CURA CASA,"Frio, cartaforno antiaderente 25 m","0,19 € / m"
14023,CURA CASA,"Ace, sgrassatore cucina 800 ml","4,19 € / l"
14024,CURA CASA,"Germo, Home Care disinfettante multiuso 750 ml","4,60 € / l"
14025,CURA CASA,"Loctite, Super Attak Original Plus 3 g",
14026,CURA CASA,"GP & Me, Eccomi Secondo natura cucchiaio","2,99 € / pz"
14027,CURA CASA,"Winni's Naturel, Bagno 750 ml","3,68 € / l"
14028,CURA CASA,"Scotch-Brite, Fresh Scrub Sponge 2 pezzi","1,00 € / pz"
14029,CURA CASA,"Finish, brillantante 0% 250 ml","16,72 € / l"
14030,CURA CASA,"Spontex, guanti Usa&Getta Resistente Black taglia M/L 100 pezzi","0,10 € / pz"
14031,CURA CASA,"Lady 2000, Zero% detersivo liquido per lavatrice e a mano 30 lavaggi","0,19 € / ms"
14032,CURA CASA,"Bolsius, Tealight profumate 4hr 30 pezzi","4,59 € / pz"
14033,CURA CASA,"Loctite, Super Attak Precision 5 g","6,95 € / pz"
14034,CURA CASA,"Icefor l'Ecologico, ammorbidente 1 l","0,10 € / ms"
14035,CURA CASA,"Nuncas, Sfeltro L'originale 500 ml","13,70 € / l"
14036,CURA CASA,"Finish, Quantum All in One Lemon pastiglie lavastoviglie 44 lavaggi","0,27 € / ms"
14037,CURA CASA,"Alighiero, Campostrini ""Trispuma"" Puro Cocco sapone ecologico 300 g","7,27 € / kg"
