Category,Product,Price,Quantity
igiene persona,"colgate, plax cool mint collutorio 1 l",6.99 € / l,1.0 l
igiene persona,"isomar, naso spray decongestionante con acido ialuronico 100 ml",141.00 € / l,
igiene persona,"head & shoulders, antiforfora azione lenitiva derma x pro shampoo 225 ml",26.63 € / l,
igiene persona,"durex, settebello classico aderente profilattici 10 pezzi",1.00 € / pz,10.0 pz
igiene persona,"lines, specialist pants plus m verde 7 pezzi",1.29 € / pz,7.0 pz
igiene persona,"oral-b, power spazzolino elettrico vitality kids frozen",24.90 € / pz,
igiene persona,"oral-b, power spazzolino elettrico ricaricabile vitality kids spider-man +3 anni",27.99 € / pz,
igiene persona,"henné de shiraz, colorante per capelli 100% vegetale rosso tramonto 150 g",53.27 € / kg,0.15 kg
igiene persona,"gillette, proglide lamette rasoi uomo 8 pezzi",3.63 € / pz,8.0 pz
igiene persona,"dove, ricostruzione intensiva capelli danneggiati shampoo 360 ml",13.87 € / l,
igiene persona,"marco viti, arnica viti gel forte 100 ml",108.00 € / l,
igiene persona,"omia laboratori ecobio, balsamo capelli ecobiologico argan del marocco nutriente 180 ml",23.84 € / l,
igiene persona,"sunsilk, scintille di luce balsamo 350 ml",11.69 € / l,
igiene persona,"breeze, blue deodorante 125 ml",55.92 € / l,
igiene persona,"gillette, series schiuma da barba pelli sensibili 200+50 ml",13.76 € / l,
igiene persona,"garnier, fructis pure non-stop coconut water shampoo purificante 250 ml",11.96 € / l,
igiene persona,"lavera, volumizzante & rinforzante capelli fini e soggetti a elettricità statica 250 ml",26.36 € / l,
igiene persona,"wilkinson sword, hydro 5 skin protection lame 4 ricariche",2.48 € / pz,
igiene persona,"sunsilk, bye bye crespo shampoo 400 ml",10.23 € / l,
igiene persona,"paranix, elimina pidocchi & lendini trattamento shampoo+pettine 200 ml",118.10 € / l,
igiene persona,"gum, ortho cera pre-tagliata 723",5.35 € / pz,
igiene persona,"dove, go fresh pear scent anti-perspirant 50 ml",65.80 € / l,
igiene persona,"l'oréal paris, elvive bond repair balsamo 150 ml",39.94 € / l,
igiene persona,"gillette, venus smooth lamette rasoi donna 4 pezzi",3.38 € / pz,4.0 pz
igiene persona,"omia laboratoires, erboristica maschera capelli aloe vera 250 ml",21.12 € / l,
igiene persona,"lacosèr, olio attivo con tea tree oil 100 ml",92.00 € / l,
igiene persona,"garnier, fructis cucumber fresh shampoo purificante per capelli grassi 250 ml",11.96 € / l,
igiene persona,"control, finissimo original profilattici 12 pezzi",0.88 € / pz,12.0 pz
igiene persona,"lavera, basis sensitiv natural & sensitive deodorante spray 75 ml",130.54 € / l,
igiene persona,"sunsilk, morbidi e luminosi shampoo balsamo per capelli secchi 350 ml",11.69 € / l,
igiene persona,"pantene pro-v, miracles spessi & voluminosi shampoo 225 ml",27.52 € / l,
igiene persona,"garnier, fructis aloe hydra bomb shampoo idratante per capelli disidratati 250 ml",11.96 € / l,
igiene persona,"nivea, men sensitive pro ultra-calming crema idratante viso uomo 75 ml",118.67 € / l,
igiene persona,"dove, idratazione quotidiana shampoo 360 ml",13.87 € / l,
igiene persona,"sunsilk, purificante shampoo 400 ml",10.23 € / l,
igiene persona,"garnier, fructis antiforfora re-oxygen shampoo per capelli normali 250 ml",11.96 € / l,
igiene persona,"denim, sensitive after shave balsamo effetto immediato 100 ml",24.90 € / l,
igiene persona,"marco viti, olio ricino f.u. 50 g",68.00 € / kg,0.05 kg
igiene persona,"garnier, ultra dolce protezione colore olio di argan e mirtillo rosso balsamo 360 ml",11.81 € / l,
igiene persona,"garnier, fructis antiforfora citrus detox shampoo ideale per capelli grassi 250 ml",11.96 € / l,
igiene persona,"felce azzurra, fresh deo spray 150 ml",21.94 € / l,
igiene persona,"sensodyne, sensibilità & smalto denti sensibili dentifricio 75 ml",69.21 € / l,
igiene persona,"colgate, zig zag charcoal spazzolino al carbone medio 3 pezzi",0.75 € / pz,3.0 pz
igiene persona,"colgate, deep clean whitening dentifricio sbiancante conf. 2x75 ml",14.94 € / l,
igiene persona,"garnier, fructis hydra liss & shine shampoo lisciante 250 ml",11.96 € / l,
igiene persona,"breeze, argan deodorante 125 ml",55.92 € / l,
igiene persona,"lavera, natural & invisible deo roll-on 50 ml",175.80 € / l,
igiene persona,"sensodyne, sensibilità & smalto whitening dentifricio sbiancante 75 ml",69.21 € / l,
igiene persona,"pantene pro-v, capelli miracles sos capelli intenso con biotina+proteina seta idrolizzata maschera 160 ml",38.69 € / l,
igiene persona,"l'oréal paris, elvive bond repair siero, 150 ml",66.61 € / l,
igiene persona,"adidas, ice dive deo body spray 150 ml",23.61 € / l,
igiene persona,"head & shoulders, antiforfora capelli grassi pulizia profonda shampoo 250 ml",26.63 € / l,
igiene persona,"durex, settebello classico aderente profilattici 27 pezzi",0.75 € / pz,27.0 pz
igiene persona,"gillette, fusion5 power lamette rasoi uomo 8 pezzi",4.00 € / pz,8.0 pz
igiene persona,"garnier, fructis oil repair 3 shampoo nutriente per capelli secchi 250 ml",11.96 € / l,
igiene persona,"head & shoulders, antiforfora antiprurito* pulizia profonda shampoo 250 ml",23.96 € / l,
igiene persona,"durex, invisible regular profilattici 10 pezzi",1.40 € / pz,10.0 pz
igiene persona,"garnier, fructis color resist shampoo ravvivante per capelli colorati 250 ml",11.96 € / l,
igiene persona,"durex, supersottile xl profilattici 10 pezzi",1.20 € / pz,10.0 pz
igiene persona,"voltanatura, gel a base di estratti ed oli botanici 50 ml",239.80 € / l,
igiene persona,"garnier, fructis hydra liss & shine balsamo lisciante 200 ml",14.95 € / l,
igiene persona,"esi, no-dol arnica forte gel 100 ml",101.00 € / l,
igiene persona,"dr. theiss, arnica crema 50 ml",158.00 € / l,
igiene persona,"mentadent, professional protect+ denti fragili dentifricio 75 ml",46.54 € / l,
igiene persona,"nivea, men sensitive pro ultra-calming after shave balm 100 ml",44.70 € / l,
igiene persona,"gillette, mach3 rasoio uomo 1 manico + 2 lamette barba",10.99 € / pz,
igiene persona,"dove, go fresh cucumber scent anti-perspirant 50 ml",65.80 € / l,
igiene persona,"gillette, venus comfortglide spa breeze rasoio donna 1 manico + 2 lamette",11.49 € / pz,
igiene persona,"gillette, series schiuma da barba ammorbidente 200+50 ml",11.96 € / l,
igiene persona,"l'oréal paris, elvive bond repair pre-shampoo 200 ml",49.95 € / l,
igiene persona,"veet, pure strisce depilatorie ascelle pelli sensibili 16 pezzi",0.42 € / pz,16.0 pz
igiene persona,"gillette, fusion5 rasoio uomo 1 manico + 2 lamette barba",13.99 € / pz,
igiene persona,"lavera, riparatore capelli secchi e danneggiati shampoo 250 ml",26.36 € / l,
igiene persona,"garnier, fructis vitamine & forza balsamo fortificante per capelli fragili 200 ml",14.95 € / l,
igiene persona,"dove, anti crespo capelli crespi e secchi shampoo 360 ml",13.87 € / l,
igiene persona,"gillette, skin balsamo dopobarba da uomo ultra sensitive con burro di karité e vitamina e 100 ml",76.90 € / l,
igiene persona,"colgate, plax carbon white+charcoal collutorio 500 ml",9.78 € / l,
igiene persona,"esi, no-dol cerotti 5 pezzi",2.50 € / pz,5.0 pz
igiene persona,"veet, expert strisce viso pelli normali 12 pezzi",0.50 € / pz,12.0 pz
igiene persona,"gillette, skin crema da barba da uomo ultra sensitive con burro di karité e vitamina e 175 ml",31.38 € / l,
igiene persona,"durex, real feel regular profilattici 10 pezzi",1.50 € / pz,10.0 pz
igiene persona,"gillette, fusion5 power rasoio uomo 1 manico + 2 lamette barba",15.99 € / pz,
igiene persona,"gillette, skin mousse da barba da uomo ultra sensitive con burro di karité e vitamina e 240 ml",18.30 € / l,
igiene persona,"durex, supersottile regular profilattici 10 pezzi",1.20 € / pz,10.0 pz
igiene persona,"veet, expert strisce ascelle e bikini pelli sensibili 16 pezzi",0.39 € / pz,16.0 pz
igiene persona,"garnier, fructis aloe hydra bomb balsamo idratante per capelli disidratati 200 ml",14.95 € / l,
igiene persona,"garnier, fructis oil repair 3 balsamo nutriente per capelli secchi 200 ml",14.95 € / l,
igiene persona,"dove, ricostruzione intensiva capelli danneggiati balsamo 320 ml",15.60 € / l,
igiene persona,"gillette, skin gel da barba da uomo ultra sensitive con burro di karité e vitamina e 200 ml",12.45 € / l,
igiene persona,"head & shoulders, derma x pro antiforfora azione idratante shampoo 225 ml",26.63 € / l,
igiene persona,"bulldog, original balsamo per barba 75 ml",26.54 € / l,
igiene persona,"oral-b, crossaction cleanmaximiser testine ricambio spazzolino elettrico ricaricabile - 6 pezzi",4.67 € / pz,6.0 pz
igiene persona,"pantene, miracles  controllo istantaneo del crespo crema senza risciacquo 75 ml",83.87 € / l,
igiene persona,"veet, expert strisce viso pelli normali 20 pezzi",0.50 € / pz,20.0 pz
igiene persona,"veet, expert strisce corpo pelli sensibili 20 pezzi",0.50 € / pz,20.0 pz
igiene persona,"veet,  expert strisce corpo pelli normali 20 pezzi",0.50 € / pz,20.0 pz
igiene persona,"oral-b, power spazzolino elettrico ricaricabile pro 1 800 sensi ultrathin",49.90 € / pz,
igiene persona,"pantene pro-v, miracles spessi & voluminosi maschera 160 ml",38.69 € / l,
igiene persona,"oral-b, power spazzolino elettrico ricaricabile pro 1 770 cross action",44.90 € / pz,
igiene persona,"acuvis, gocce ocular+i conf. 10x5 ml",2300.00 € / l,
igiene persona,"bulldog, original olio per barba 30 ml",66.34 € / l,
igiene persona,"dove, anti crespo balsamo 320 ml",15.60 € / l,
igiene persona,"garnier, belle color naturals colorazione permanente senza ammoniaca castano chiaro naturale 5.0",79.92 € / l,
igiene persona,"head & shoulders, hair & scalp suprême moisture balsamo 275 ml",18.15 € / l,
igiene persona,"borotalco, uomo asciutto profumo di borotalco deo spray 150 ml",28.61 € / l,
igiene persona,"tonimer lab:, hypertonic 600 mosm/kg spray soluzione ipertonica 125 ml",111.20 € / l,
igiene persona,"colgate, elixir cool detox dentifricio al carbone con cocco 80 ml",0.10 € / ml,
igiene persona,"veet, expert strisce corpo pelli sensibili 12 pezzi",0.52 € / pz,12.0 pz
igiene persona,"gillette, skinguard sensitive lamette rasoi uomo 8 pezzi",3.63 € / pz,8.0 pz
igiene persona,"esi, no-dol artiglio del diavolo gel 100 ml",123.00 € / l,
igiene persona,"veet, expert strisce corpo pelli normali 12 pezzi",0.50 € / pz,12.0 pz
igiene persona,"sunsilk, olio di argan e di mandorle ricarica naturale shampoo 400 ml",10.23 € / l,
igiene persona,"gillette, venus deluxe smooth sensitive lamette rasoi donna 3 pezzi",6.00 € / pz,3.0 pz
igiene persona,"veet, crema depilatoria expert  gambe e corpo pelli normali e sensibili 100 ml",41.90 € / l,
igiene persona,"garnier, ultra dolce carbone magnetico shampoo solido purificante 60 g",111.01 € / kg,0.06 kg
igiene persona,"clearblue, test di gravidanza rilevazione rapida",19.26 € / pz,
igiene persona,"argotone 0-12, gocce nasali fluidificanti decongestionanti 20 ml",495.00 € / l,
igiene persona,"pantene pro-v, miracles idratati & lucenti con biotina+essenza di baobab shampoo dissetante 225 ml",27.52 € / l,
igiene persona,"head & shoulders,  azione lenitiva derma x pro balsamo 220 ml",26.63 € / l,
igiene persona,"tena, lights sensitive assorbenti ultra mini 20 pezzi",0.22 € / pz,20.0 pz
igiene persona,"sunsilk, ricarica naturale olio d'argan e di mandorle balsamo 350 m",11.69 € / l,
igiene persona,"pantene pro-v, miracles idratati & lucenti con biotina+essenza di baobab balsamo dissetante 200 ml",30.95 € / l,
igiene persona,"physiomer, spray nasale getto normale secrezioni fluide 135 ml",104.82 € / l,
igiene persona,"borotalco, uomo asciutto profumo ambrato deo spray 150 ml",28.61 € / l,
igiene persona,"veet, kit crema viso 100 ml",65.90 € / l,
igiene persona,"oral-b, power spazzolino elettrico ricaricabile pro 1 770 3d white",44.90 € / pz,
igiene persona,"borotalco, uomo invisibile profumo muschiato deo spray 150 ml",28.61 € / l,
igiene persona,"gillette, venus smooth rasoio donna 1 manico + 2 lamette",9.99 € / pz,
igiene persona,"gillette, skin ultra sensitive crema idratante da uomo 100 ml",34.90 € / l,
igiene persona,"esi, no-dol thermo cerotti 3 pezzi",3.45 € / pz,3.0 pz
igiene persona,"gillette, skinguard sensitive flexball rasoio uomo 1 manico + 1 lamette",15.99 € / pz,
igiene persona,"l'oréal paris, elvive hydra hyaluronic wonder water balsamo lamellare per capelli disidratati 200 ml",8.79 € / pz,
igiene persona,"gillette, venus deluxe smooth swirl lamette rasoi donna 3 pezzi",5.33 € / pz,3.0 pz
igiene persona,"taft, looks electro force power gel 150 ml",15.94 € / l,
igiene persona,"just for men, barba & baffi m-45 castano scuro",114.50 € / kg,
igiene persona,"gillette, venus deluxe smooth rasoio donna 1 manico + 2 lamette",13.99 € / pz,
igiene persona,"gillette, venus deluxe smooth swirl rasoio donna 1 manico + 2 lamette",13.99 € / pz,
igiene persona,"head & shoulders, derma x pro azione idratante balsamo 220 ml",26.63 € / l,
igiene persona,"head & shoulders, derma x pro azione lenitiva maschera 145 ml",41.32 € / l,
igiene persona,"oral-b, pro 3 3000 black + 2 refill cross action spazzolino elettrico denti ricaricabile",69.98 € / pz,
igiene persona,"paranix, extra forte pidocchi e lendini tratta & previene shampoo 200 ml",124.50 € / l,
igiene persona,"esi, no-dol crema 100 ml",142.00 € / l,
igiene persona,"aboca, bio pomata arnica 50 ml",272.00 € / l,
igiene persona,"pic solution, stop hemò tampone emostatico per piccole emorragie nasali e cutanee 5 pezzi",1.50 € / pz,5.0 pz
igiene persona,"clearblue test di ovulazione digitale avanzato con doppio indicatore ormonale, 10 test sticks",5.49 € / pz,
igiene persona,"aboca, bio pomata artiglio 50 ml",264.00 € / l,
igiene persona,"oral-b, pro 3 3000 white + 2 refill sensitive clean spazzolino elettrico denti ricaricabile",69.90 € / pz,
igiene persona,"schwarzkopf, palette oleo intense colorazione permanente con olio rosso intenso 5-92",48.61 € / l,
igiene persona,"pantene pro-v, miracles idratazione intensa con biotina+essenza di baobab maschera dissetante 160 ml",38.69 € / l,
igiene persona,"veet, cera orientale a caldo 250 ml",39.96 € / l,
igiene persona,"aboca, bio pomata calendula 50 ml",264.00 € / l,
igiene persona,"head & shoulders, derma x pro azione idratante maschera 145 ml",41.32 € / l,
igiene persona,"oral-b, io series 6s spazzolino elettrico denti ricaricabile black lava",189.00 € / pz,
igiene persona,"fitostimoline, plus garze mis. 10x10 cm 10 pezzi",2.22 € / pz,10.0 pz
igiene persona,"l'oréal paris, casting natural gloss colorazione semipermanente senza ammoniaca, 423 marrone castagna",55.00 € / l,
igiene persona,"fitostimoline, plus spray 75 ml",185.34 € / l,
igiene persona,"phyto paris, phytocyane trattamento anticaduta donna caduta temporanea fiale conf. 12x5 ml",500.00 € / l,
igiene persona,"dove, talco profumo di talco deodorante vapo no gas 75 ml",38.14 € / l,
igiene persona,"dove, men+care clean comfort 0% aluminium salts alcohol deodorante spray 150 ml",23.21 € / l,
igiene persona,"borotalco, originale deo vapo 75 ml",57.21 € / l,
igiene persona,"meridol, protezione gengive e alito fresco collutorio 400 ml",15.48 € / l,
igiene persona,"borotalco, intensivo profumo di borotalco deo roll on 50 ml",85.80 € / l,
igiene persona,"palmolive, aroma essence ultimate relax bagnoschiuma 500 ml",6.06 € / l,
igiene persona,"esselunga, per chi ama la natura fazzolettini colorati 3 veli 60 pezzi",1.99 € / pz,60.0 pz
igiene persona,"esselunga, extra protection collutorio 500 ml",3.98 € / l,
igiene persona,"esselunga, extra whitening dentifricio 100 ml",10.00 € / l,
igiene persona,"esselunga, junior dentifricio-gel 75 ml",13.34 € / l,
igiene persona,"esselunga, extra fresh gel dentifricio 100 ml",10.00 € / l,
igiene persona,"smart, collutorio con estratto di salvia 500 ml",2.00 € / l,
igiene persona,"borotalco, original deodorante roll-on 50 ml",51.60 € / l,
igiene persona,"scottex, fazzoletti 4 veli conf. 24x9 pezzi",0.12 € / pz,9.0 pz
igiene persona,"felce azzurra, fresco bagnodoccia 650 ml",2.30 € / l,
igiene persona,"colgate, max fresh cristalli rinfrescanti dentifricio 100 ml",29.90 € / l,
igiene persona,"venus, intimo lenitivo 500 ml",2.58 € / l,
igiene persona,"saponeria nesti, argan sapone di marsiglia 100 g",7.70 € / kg,0.1 kg
igiene persona,"felce azzurra, ambra e argan bagnodoccia 650 ml",2.30 € / l,
igiene persona,"neutro roberts, fresco classico deodorante spray 150 ml",26.61 € / l,
igiene persona,"mentadent, tecnic clean spazzolino duro 2 pezzi",0.82 € / pz,2.0 pz
igiene persona,"mentadent, crystal gel dentifricio 125 ml",14.32 € / l,
igiene persona,"felce azzurra, sali marini bagnodoccia 650 ml",2.14 € / l,
igiene persona,"adidas, victory edition gel doccia bagnoschiuma 2 in 1 400 ml",3.73 € / l,
igiene persona,"nivea, pearl & beauty deodorante spray 150 ml",19.94 € / l,
igiene persona,"nivea, men fresh active deodorante spray 150 ml",19.94 € / l,
igiene persona,"oral-b, 3d white cleanmaximiser testine di ricambio per spazzolino elettrico ricaricabile 2 pezzi",5.14 € / pz,2.0 pz
igiene persona,"mentadent, white system dentifricio conf. 2x75 ml",23.94 € / l,
igiene persona,"colgate, max white cristalli bianchi dentifricio sbiancante 100 ml",29.90 € / l,
igiene persona,"nivea, men dry fresh deodorante spray 150 ml",19.94 € / l,
igiene persona,"felce azzurra, narciso bagnodoccia 650 ml",2.30 € / l,
igiene persona,"colgate, sensation white sbiancante dentifricio 100 ml",29.90 € / l,
igiene persona,"nivea, invisible black & white fresh deodorante spray antitraspirante 150 ml",19.94 € / l,
igiene persona,"nivea, protect & care deodorante spray 150 ml",19.94 € / l,
igiene persona,"nivea, men cool kick deodorante spray 150 ml",19.94 € / l,
igiene persona,"wilkinson sword, quattro for women sensitive rasoio 4 lame usa e getta 3+1 pezzi",1.77 € / pz,1.0 pz
igiene persona,"saponeria nesti, marsiglia toscano sapone vegetale naturale muschio bianco 200 g",5.75 € / kg,0.2 kg
igiene persona,"nivea, fresh natural deodorante spray 150 ml",19.94 € / l,
igiene persona,"az, ricerca 3d white luxe sbianca e rinforza dentifricio 95 ml",37.69 € / l,
igiene persona,"iom, pemag plus 2 500 ml",17.60 € / l,
igiene persona,"depilzero, pelli delicate strisce depilatorie ascelle e bikini 20 pezzi",0.11 € / pz,20.0 pz
igiene persona,"mentadent, white system protezione smalto dentifricio 125 ml",14.32 € / l,
igiene persona,"borotalco, intensive deodorante roll-on 50 ml",51.60 € / l,
igiene persona,"neutro roberts, uomo fresco dedorante spray 150 ml",26.61 € / l,
igiene persona,"neutro roberts, intimo con antibatterico 400 ml",4.73 € / l,
igiene persona,"dove, nourishing secrets restoring ritual 48h anti-perspirant deodorante spray 250 ml",9.96 € / l,
igiene persona,"oral-b, precisione clean testine di ricambio spazzolino elettrico 5 pezzi",4.98 € / pz,5.0 pz
igiene persona,"chilly, ph 3.5 detergente intimo 300 ml",6.64 € / l,
igiene persona,"nivea, dry fresh deodorante spray 150 ml",19.94 € / l,
igiene persona,"renu mps, soluzione unica formula delicata 360 ml",24.73 € / l,
igiene persona,"spuma di sciampagna, benessere rigenerante bagnodoccia crema 650 ml",2.45 € / l,
igiene persona,"l'oréal paris, elvive olio straordinario ultra-nutriente maschera 300 ml",16.97 € / l,
igiene persona,"nivea, black & white invisible ultimate impact deodorante spray antitraspirante 150 ml",19.94 € / l,
igiene persona,"dermon, doccia schiuma alla vitamina e 400 ml",13.50 € / l,
igiene persona,"sanex, zero% bagnoschiuma pelle normale 550 ml",3.17 € / l,
igiene persona,"gillette, venus smooth lame per rasoio da donna 4 ricariche",1.50 € / pz,
igiene persona,"breeze, argan deodorante spray 150 ml",13.94 € / l,
igiene persona,"lysoform, protezione mani 250 ml",4.56 € / l,
igiene persona,"borotalco, active ai sali marini deodorante roll-on 50 ml",51.60 € / l,
igiene persona,"spuma di sciampagna, benessere vellutante olio di macadamia e quinoa bagnodoccia crema 650 ml",2.42 € / l,
igiene persona,"nivea, naturally good bio green tea deodorante roll-on 50 ml",53.00 € / l,
igiene persona,"neutro roberts, extra protezione fresco tè verde & lime deo roll-on 50 ml",73.80 € / l,
igiene persona,"nivea, naturally good bio aloe vera deodorante roll-on 50 ml",46.20 € / l,
igiene persona,"lactacyd, protezione extra fresh detergente intimo per pelli normali 300 ml",5.97 € / l,
igiene persona,"strep, sugaring cera a freddo allo zucchero 250 ml",32.60 € / l,
igiene persona,"dove, advanced control fresh deo spray 100 ml",25.80 € / l,
igiene persona,"depilzero, gambe & braccia crema depilatoria 150 ml+50 ml",15.74 € / l,
igiene persona,"borotalco, original profumo di borotalco deo vapo 75 ml",57.21 € / l,
igiene persona,"neutromed, ph 5,5 cocco latte bagnodoccia 400 ml",4.00 € / l,
igiene persona,"neutromed, ph 5,5 idratati aloe vera bagnodoccia 400 ml",4.00 € / l,
igiene persona,"dove, advanced control floral 100 ml",25.80 € / l,
igiene persona,"chilly, ciclo detergente intimo 300 ml",6.64 € / l,
igiene persona,"infasil, prevenzione ph 4,5 detergente intimo 300 ml",11.51 € / l,
igiene persona,"colgate, triple action dentifricio conf. 2x75 ml",14.94 € / l,
igiene persona,"dove, piacere avvolgente crema di mandorla e fiori di ibisco bagnodoccia 600 ml",2.49 € / l,
igiene persona,"anonet, liquido detergente intimo quotidiano per l'area perianale 150 ml",85.34 € / l,
igiene persona,"gillette, venus deluxe smooth sensitivedmanico + lame per rasoio da donna 2 ricariche",5.99 € / pz,
igiene persona,"sanex, intimate care protection detergente intimo 250 ml",6.96 € / l,
igiene persona,"dove, talco bagnodoccia 600 ml",2.91 € / l,
igiene persona,"strep, professionale kit epilazione scaldacera elettrico + ceretta ricarica 100 ml",20.90 € / pz,
igiene persona,"bulldog, original 2 in 1 shampoo per barba 200 ml",2.99 € / pz,
igiene persona,"gillette, skinguard sensitive con aloe rasoio da uomo manico flexball + 2 lamette di ricambio",6.57 € / pz,
igiene persona,"sunsilk, bye bye crespo balsamo 350 ml",11.69 € / l,
igiene persona,"veet, expert strisce viso pelli sensibili 12 pezzi",0.52 € / pz,12.0 pz
igiene persona,"sunsilk, ricarica naturale shampoo 400 ml",10.23 € / l,
igiene persona,"naturaverde, brasilian cera depilatoria 400 ml",8.73 € / l,
igiene persona,"esi, retin active gocce oculari monodose flaconcini richiudibili conf. 10x0,5 ml",0.69 € / pz,
igiene persona,"hansaplast, riduzione delle cicatrici patches 21 pezzi",1.43 € / pz,21.0 pz
cura persona,"omia laboratoires, eco biologico non sapone aloe vera 300 ml",12.31 € / l,
cura persona,"venus, filler venus occhi in primo piano 15 ml",912.01 € / l,
cura persona,"l'oréal paris, revitalift clinical 12% pura vitamina c + e + acido salicilico siero 30 ml",666.34 € / l,
cura persona,"garnier, skinactive acqua micellare peeling delicato 1% pha + acido glicolico 400 ml",12.98 € / l,
cura persona,"garnier, skinactive hyaluronic cryojelly maschera in tessuto jelly anti-fatica 5 g",3.49 € / pz,0.005 kg
cura persona,"garnier, skinactive hyaluronic cryojelly maschera occhi anti-fatica 5 g",3.49 € / pz,0.005 kg
cura persona,"esselunga equilibrio, crema mani nutriente 75 ml",34.54 € / l,
cura persona,"esselunga equilibrio, gel detergente 150 ml",23.27 € / l,
cura persona,"esselunga equilibrio, latte detergente delicato 200 ml",17.45 € / l,
cura persona,"esselunga equilibrio, struccante bifasico occhi e labbra 100 ml",34.90 € / l,
cura persona,"esselunga equilibrio, crema corpo idratante 200 ml",12.95 € / l,
cura persona,"esselunga equilibrio, acqua micellare 400 ml",8.73 € / l,
cura persona,"esselunga equilibrio, crema giorno anti age 50 ml",109.80 € / l,
cura persona,"esselunga equilibrio, crema giorno idratante 50 ml",109.80 € / l,
cura persona,"esselunga, piedi pietra pomice",1.59 € / pz,
cura persona,"esselunga, piedi lima doppia",3.49 € / pz,
cura persona,"esselunga, stick solare labbra spf30 alta 5,7 ml",458.00 € / l,
cura persona,"esselunga, crema solare viso spf50+ molto alta 50 ml",138.00 € / l,
cura persona,"esselunga, stick solare viso e corpo spf50+ molto alta 12 ml",540.84 € / l,
cura persona,"esselunga, crema solare viso spf30 alta 50 ml",118.00 € / l,
cura persona,"esselunga, latte doposole 200 ml",29.50 € / l,
cura persona,"esselunga, latte solare corpo spf30 alta 200 ml",44.50 € / l,
cura persona,"esselunga, gel doposole 200 ml",29.50 € / l,
cura persona,"esselunga, latte solare corpo spf50+ molto alta 200 ml",54.50 € / l,
cura persona,"esselunga, latte solare spray baby spf50+ molto alta 250 ml",43.60 € / l,
cura persona,"esselunga, crema doposole 300 ml",23.01 € / l,
cura persona,"esselunga, latte solare corpo spf20 media 200 ml",39.50 € / l,
cura persona,"esselunga, latte solare spray baby spf30 alta 250 ml",43.60 € / l,
cura persona,"esselunga, latte solare baby spf50+ molto alta 200 ml",54.50 € / l,
cura persona,"esselunga, latte solare corpo spf10 bassa 200 ml",34.50 € / l,
cura persona,"esselunga, olio solare corpo spf20 media 200 ml",44.50 € / l,
cura persona,"esselunga, latte solare baby spf30 alta 200 ml",49.50 € / l,
cura persona,"labello, classic care balsamo labbra 5 ml",350.00 € / l,
cura persona,"smart, solvente per unghie 125 ml",3.92 € / l,
cura persona,"nivea, creme 150 ml",12.54 € / l,
cura persona,"smart, salviettine struccanti 25 pezzi",0.04 € / pz,25.0 pz
cura persona,"roberts, acqua distillata alle rose tonico rinfrescante 300 ml",9.97 € / l,
cura persona,"acqua alle rose, salviettine struccanti pelli sensibili 20 pezzi",0.15 € / pz,20.0 pz
cura persona,"labrosan, balsamo labbra protettivo idratante 5,5 ml",396.00 € / l,
cura persona,"glysolid, classica crema mani 100 ml",22.90 € / l,
cura persona,"i provenzali, saponetta vegetale extrafina profumazioni assortite 100 g",17.50 € / kg,0.1 kg
cura persona,"nivea, struccante occhi doppia azione trucco waterproof 125 ml",30.88 € / l,
cura persona,"nivea, nutriente corpo pelle secca o molto secca 500 ml",11.98 € / l,
cura persona,"labello, soft rosé balsamo labbra 5 ml",378.00 € / l,
cura persona,"nivea, idratante express crema corpo pelle normale o secca 500 ml",11.98 € / l,
cura persona,"lycia, pro>derma salviettine struccanti doppia azione pelli secche e sensibili 20 pezzi",0.07 € / pz,20.0 pz
cura persona,"cera di cupra, ricetta di bellezza rosa crema per pelli secche 75 ml",42.94 € / l,
cura persona,"mentadent, pocket dentifrico + spazzolino medium, colori assortiti",4.05 € / pz,
cura persona,"nivea, creme care salviettine struccanti viso e occhi 25 pezzi",0.10 € / pz,25.0 pz
cura persona,"glysolid, classica crema mani 200 ml",27.00 € / l,
cura persona,"colgate, total original dentifricio 20 ml",94.00 € / l,
cura persona,"nivea, clear-up strips zona t anti punti neri 6 pezzi",0.55 € / pz,6.0 pz
cura persona,"nivea, pearl & beauty deodorante spray 35 ml",48.00 € / l,
cura persona,"nivea, 3-in-1 salviettine struccanti rinfrescanti 25 pezzi",0.10 € / pz,25.0 pz
cura persona,"garnier, skinactive acqua micellare tutto in1 pelli sensibili 400 ml",9.95 € / l,
cura persona,"nivea, soufflé corpo vellutante crema idratante con burro di karité 300 ml",13.64 € / l,
cura persona,"neutrogena, balsamo labbra secche formula norvegese 4,8 g",1272.50 € / l,0.0048 kg
cura persona,"pantene pro-v, rigenera & protegge shampoo 90 ml",17.67 € / l,
cura persona,"jäneke, limette in cartone 12 pezzi",0.23 € / pz,12.0 pz
cura persona,"acqua alle rose, salviettine struccanti 20 pezzi",0.15 € / pz,20.0 pz
cura persona,"leocrema, crema fluida setificante all'olio di argan 250 ml",9.56 € / l,
cura persona,"l'oréal paris, elnett satin loves fashion fissaggio normale lacca 75 ml",45.21 € / l,
cura persona,"neutrogena, crema mani concentrata profumata 50 ml",55.60 € / l,
cura persona,"listerine, difesa denti e gengive collutorio 95 ml",23.69 € / l,
cura persona,"leocrema, crema fluida nutriente pelli secche 250 ml",9.56 € / l,
cura persona,"nivea, soft crema idratante rinfrescante 375 ml",18.64 € / l,
