products,prices_per_unitmeasurement,unit_price,category,subcategory
Sammontana Barattolino Delizie l'Amarena di Coppa d'Oro 500 g,9.3 € / Kg,"2,99€",Surgelati e gelati,Gelati
Sammontana Barattolino Delizie Vaniglia e Pistacchio 500 g,9.3 € / Kg,"2,99€",Surgelati e gelati,Gelati
Carte d'Or Affogato al Cioccolato 500 g,"11,58 € / Kg","5,79€",Surgelati e gelati,Gelati
Carte d'Or Affogato al Pistacchio 500 g,"11,58 € / Kg","5,79€",Surgelati e gelati,Gelati
Carte d'Or Affogato all'Amarena Spagnola 500 g,"11,58 € / Kg","5,79€",Surgelati e gelati,Gelati
Carte d'Or Affogato alla Gianduia Nocciolato 500 g,"11,58 € / Kg","5,79€",Surgelati e gelati,Gelati
Carte d'Or Crema Variegata alla Fragola con Pezzetti di Biscotto 500 g,"9,38 € / Kg","4,69€",Surgelati e gelati,Gelati
Carte D'Or Panna 500 g,"9,38 € / Kg","4,69€",Surgelati e gelati,Gelati
Carte D'Or Stracciatella 500 g,"9,38 € / Kg","4,69€",Surgelati e gelati,Gelati
Carte D'Or Tiramisù 500 g,"9,38 € / Kg","4,69€",Surgelati e gelati,Gelati
Häagen-Dazs Macadamia Nut Brittle 400 g,"16,48 € / Kg","6,59€",Surgelati e gelati,Gelati
Häagen-Dazs Salted Caramel 400 g,"16,48 € / Kg","6,59€",Surgelati e gelati,Gelati
Sammontana Amando Gelato alla Vaniglia variegato al Cacao e Nocciola 400 g,"9,48 € / Kg","3,79€",Surgelati e gelati,Gelati
Sammontana Barattolino Classici Crema 500 g,"7,98 € / Kg","3,99€",Surgelati e gelati,Gelati
Sammontana Barattolino Classici Croccantino 500 g,"7,98 € / Kg","3,99€",Surgelati e gelati,Gelati
Sammontana Barattolino Classici Panna 500 g,"7,98 € / Kg","3,99€",Surgelati e gelati,Gelati
Sammontana Barattolino Classici Vaniglia e Cioccolato 500 g,"7,98 € / Kg","3,99€",Surgelati e gelati,Gelati
Valsoia Bontà e Salute il gelato Affogato Amarena 500 g,"7,98 € / Kg","3,99€",Surgelati e gelati,Gelati
Valsoia Bontà e Salute il gelato Bianco Cacao 500 g,"7,98 € / Kg","3,99€",Surgelati e gelati,Gelati
12 GHIACCIOLI INDIANINO 900g,"3,10 € / Kg","2,79€",Surgelati e gelati,Gelati
4 CORNETTO DESIRE LIM.ED.ALGID 228g,"22,59 € / Kg","5,15€",Surgelati e gelati,Gelati
4 SORB IN FLUTES LIMONE G.ITAL 260g,"10,96 € / Kg","2,85€",Surgelati e gelati,Gelati
CUBETTI DI GHIACCIO POLO NORD 2Kg,"1,00 € / Kg","1,99€",Surgelati e gelati,Gelati
TORTA MERINGATA DOLCEZZE VEN.450g,"13,22 € / Kg","5,95€",Surgelati e gelati,Gelati
VASC MACADAMIA NUT HAAGEN-DAZS 400g,"16,98 € / Kg","6,79€",Surgelati e gelati,Gelati
VASC SALTED CARAMEL HAAGEN-DAZS400g,"16,98 € / Kg","6,79€",Surgelati e gelati,Gelati
VASCHETTA CARAMELLO SALATO G7 500g,"7,38 € / Kg","3,69€",Surgelati e gelati,Gelati
VASCHETTA VANIGLIA HAAGEN-DAZS400g,"16,98 € / Kg","6,79€",Surgelati e gelati,Gelati
Croissant Albicocca Congelati 6 x 65 g Conad,"6,90 € / Kg","2,69€",Surgelati e gelati,Surgelati e gelati
Croissant Senza Farcitura congelati 6 pezzi 360 g Conad,"7,47 € / Kg","2,69€",Surgelati e gelati,Surgelati e gelati
La Pasticceria Profiteroles Surgelati 600 g Conad,"12,42 € / Kg","7,45€",Surgelati e gelati,Surgelati e gelati
La Pasticceria Saint Honoré Surgelata 500 g Conad,"14,90 € / Kg","7,45€",Surgelati e gelati,Surgelati e gelati
La Pasticceria Tiramisù Surgelato 480 g Conad,"14,56 € / Kg","6,99€",Surgelati e gelati,Surgelati e gelati
Strudel di Mele Surgelato 600 g Sapori & Idee Conad,"8,98 € / Kg","5,39€",Surgelati e gelati,Surgelati e gelati
Cameo My Sweet Deli Cheesecake Fragola 550 g,"10,89 € / Kg","5,99€",Surgelati e gelati,Surgelati e gelati
Cameo My Sweet Deli Torta Mousse au chocolat 600 g,"13,15 € / Kg","7,89€",Surgelati e gelati,Surgelati e gelati
Tre Marie Fagottino al cioccolato con Gocce di Cioccolato Fondente 6 x 65 g,"11,67 € / Kg","4,55€",Surgelati e gelati,Surgelati e gelati
Insalata capricciosa 200g Conad,"5,45 € / Kg","1,09€",Piatti pronti,Antipasti
Insalata Russa 200 g Conad,"5,45 € / Kg","1,09€",Piatti pronti,Antipasti
"Viva la Mamma Insalata con Pollo Farro, Legumi e Carote 220 g","14,32 € / Kg","3,15€",Piatti pronti,Antipasti
Arturo Vogliazzi Insalata Capricciosa 150 g,"8,60 € / Kg","1,29€",Piatti pronti,Antipasti
Giravolte Crocca&Fila Prosciutto cotto Mozzarella filante 2 x 85 g,"16,41 € / Kg","2,79€",Piatti pronti,Antipasti
Insalata di Mare 150 g Gustosamente Conad,28.2 € / Kg,"3,39€",Piatti pronti,Antipasti
Sashimi di Salmone Affumicato Norvegese Limone e pepe rosa 100 g Sapori & Idee Conad,74.7 € / Kg,"5,90€",Piatti pronti,Antipasti
Gamberetti in Salamoia 230 g Conad,"18,22 € / Kg","4,19€",Piatti pronti,Antipasti
Salmone Affumicato Norvegese 100 g Conad,"64,90 € / Kg","6,49€",Piatti pronti,Antipasti
Salmone Affumicato Norvegese 200 g Conad,"54,50 € / Kg","10,90€",Piatti pronti,Antipasti
Salmone Affumicato Norvegese 50 g Conad,"69,80 € / Kg","3,49€",Piatti pronti,Antipasti
Salmone Affumicato Scozzese Fetta Lunga 100 g Conad,"69,90 € / Kg","6,99€",Piatti pronti,Antipasti
Salmone Affumicato Sockeye Selvaggio dell'Alaska 100 g Sapori & Idee Conad,"76,90 € / Kg","7,69€",Piatti pronti,Antipasti
Uova di lompo nere 50g Conad,"51,80 € / Kg","2,59€",Piatti pronti,Antipasti
Uova di Lompo rosse 50 g Conad,"51,80 € / Kg","2,59€",Piatti pronti,Antipasti
"Riunione Pesce Spada Top Quality Pesce Spada Affumicato 0,100 kg",70.8 € / Kg,"5,31€",Piatti pronti,Antipasti
"Riunione Tonno Top Quality Tonno Affumicato 0,100 kg",61.9 € / Kg,"4,64€",Piatti pronti,Antipasti
Coraya Affettato di Mare 120 g,"18,25 € / Kg","2,19€",Piatti pronti,Antipasti
Coraya Bastoncini di Mare 12 Bastoncini 180 g,"16,61 € / Kg","2,99€",Piatti pronti,Antipasti
KV Nordic Salmone Norvegese Affumicato 50 g,"88,00 € / Kg","4,40€",Piatti pronti,Antipasti
Rosa del Nord Salmone Affumicato 150 g,"39,33 € / Kg","5,90€",Piatti pronti,Antipasti
SALMONE NORV.AFF ESSENTIA MOWI 200g,54.3 € / Kg,"7,49€",Piatti pronti,Antipasti
ALICI CANTABRICO MARINATE RIZZ 80g,"49,88 € / Kg","3,99€",Piatti pronti,Antipasti
CARP.SALM.NORV.FT.LUNGA FUMARA 100g,"69,90 € / Kg","6,99€",Piatti pronti,Antipasti
FILETT.ACCIUGHE PEPER.PESCATRICE80g,"49,88 € / Kg","3,99€",Piatti pronti,Antipasti
FILETT.ACCIUGHE PREZZ.PESCATRICE80g,"49,88 € / Kg","3,99€",Piatti pronti,Antipasti
FILETT.ACCIUGHE SICIL.PESCATRICE80g,"49,88 € / Kg","3,99€",Piatti pronti,Antipasti
MAZZANCOLLE TROP ATM SALSEAFOOD125g,"46,32 € / Kg","5,79€",Piatti pronti,Antipasti
PESCE SPADA AFFUMICATO SCANDIA 200g,"84,50 € / Kg","16,90€",Piatti pronti,Antipasti
SALM.SCOZZ.AFF.F.LUNGA FUMARA 100g,"78,90 € / Kg","7,89€",Piatti pronti,Antipasti
SALMONE SCOZZESE MC RIVER 100g,"79,90 € / Kg","7,99€",Piatti pronti,Antipasti
CONAD Cous Cous 200 g,"0,00 € / Kg","1,99€",Piatti pronti,Primi piatti
CONAD Farro e Orzo con Verdure 200 g,"0,00 € / Kg","1,99€",Piatti pronti,Primi piatti
CONAD Minestrone con Riso Integrale 350 g,"0,00 € / Kg","1,99€",Piatti pronti,Primi piatti
CONAD Minestrone di Verdure 620 g,"0,00 €/Kg","2,99€",Piatti pronti,Primi piatti
CONAD Passato di Verdure 620 g,"0,00 €/Kg","2,99€",Piatti pronti,Primi piatti
CONAD Vellutata agli Asparagi 620 g,"0,00 €/Kg","2,99€",Piatti pronti,Primi piatti
CONAD Vellutata ai Carciofi 620 g,"0,00 €/Kg","2,99€",Piatti pronti,Primi piatti
CONAD Zuppa alla Toscana 620 g,"0,00 €/Kg","2,99€",Piatti pronti,Primi piatti
CONAD Zuppa Contadina 620 g,"0,00 €/Kg","2,99€",Piatti pronti,Primi piatti
Giovanni Rana Lasagne alla Bolognese 350 g,"14,26 € / Kg","4,99€",Piatti pronti,Primi piatti
Giovanni Rana Lasagne Ricotta e Spinaci 350 g,"14,26 € / Kg","4,99€",Piatti pronti,Primi piatti
Viva la Mamma Cannelloni Ricotta Spinaci 350 g,"13,40 € / Kg","4,69€",Piatti pronti,Primi piatti
Viva la Mamma Lasagne al Ragù 400 g,"11,23 € / Kg","4,49€",Piatti pronti,Primi piatti
Viva la Mamma Mezzi Paccheri Pomodoro e Mozzarella 220 g,"17,68 € / Kg","3,89€",Piatti pronti,Primi piatti
Viva la Mamma Risotto con Asparagi 250 g,"15,41 € / Kg","3,39€",Piatti pronti,Primi piatti
Viva la Mamma Risotto con Funghi Porcini 250 g,"13,56 € / Kg","3,39€",Piatti pronti,Primi piatti
Viva la Mamma Spaghetti Cacio e Pepe 220 g,"17,68 € / Kg","3,89€",Piatti pronti,Primi piatti
Risotto agli Asparagi 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Risotto ai Funghi Porcini 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Risotto ai Funghi Porcini e Zafferano 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Risotto al Radicchio e Speck 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Risotto alla Milanese 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Risotto alla Pescatora 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Risotto alla zucca 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Risotto alle Zucchine e Gamberetti 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Gallo Risotto Perfetto Asparagi 175 g,"11,14 € / Kg","1,95€",Piatti pronti,Primi piatti
"Gallo Risotto Perfetto Radicchio Riso Integrale, Orzo e Farro 175 g","11,14 € / Kg","1,95€",Piatti pronti,Primi piatti
Knorr Risotteria Asparagi 175 g,"10,23 € / Kg","1,79€",Piatti pronti,Primi piatti
Knorr Risotteria Milanese 175 g,"10,23 € / Kg","1,79€",Piatti pronti,Primi piatti
Knorr Risotteria Parmigiana 175 g,"10,23 € / Kg","1,79€",Piatti pronti,Primi piatti
Knorr Risotteria Pescatora 175 g,"10,23 € / Kg","1,79€",Piatti pronti,Primi piatti
Knorr Risotteria Porcini 175 g,"10,23 € / Kg","1,79€",Piatti pronti,Primi piatti
Knorr Risotteria Tartufo 175 g,"10,23 € / Kg","1,79€",Piatti pronti,Primi piatti
Knorr Risotteria Zafferano Porcini 175 g,"10,23 € / Kg","1,79€",Piatti pronti,Primi piatti
Knorr Risotteria Zucca 175 g,"10,23 € / Kg","1,79€",Piatti pronti,Primi piatti
MAGGI Noodles Gusto Curry 71 g,"7,61 € / Kg","0,54€",Piatti pronti,Primi piatti
MAGGI Noodles Gusto Pollo 71 g,"7,61 € / Kg","0,54€",Piatti pronti,Primi piatti
Saikebon Noodles Gamberetti 60 g,"22,50 € / Kg","1,35€",Piatti pronti,Primi piatti
Saikebon Noodles Manzo 79 g,"8,10 € / Kg","0,64€",Piatti pronti,Primi piatti
Saikebon Noodles Pollo 79 g,"8,10 € / Kg","0,64€",Piatti pronti,Primi piatti
Saikebon Noodles Yakisoba Verdure 93 g,"9,89 € / Kg","0,92€",Piatti pronti,Primi piatti
Saikebon Noodles Yakisoba Verdure 93 g,"18,17 € / Kg","1,69€",Piatti pronti,Primi piatti
Star Saikebon Noodles Manzo 60 g,"22,50 € / Kg","1,35€",Piatti pronti,Primi piatti
Star Saikebon Noodles Pollo 60 g,"22,50 € / Kg","1,35€",Piatti pronti,Primi piatti
Star Saikebon Noodles Verdure 59 g,"22,88 € / Kg","1,35€",Piatti pronti,Primi piatti
Star Saikebon Noodles Yakisoba Manzo 93 g,"18,17 € / Kg","1,69€",Piatti pronti,Primi piatti
Star Saikebon Noodles Yakisoba Pollo 93 g,"18,17 € / Kg","1,69€",Piatti pronti,Primi piatti
Suzi Wan Noodles a nido 250 g,"10,60 € / Kg","2,65€",Piatti pronti,Primi piatti
"Valfrutta I Pronti al Vapore Cous Cous, Carote, Piselli, Zucchine, Peperoni 220 g","12,05 € / Kg","2,65€",Piatti pronti,Primi piatti
CONAD Pasta e Fagioli 182 g,"7,42 € / Kg","1,35€",Piatti pronti,Primi piatti
Crema con asparagi g. 101 Conad,"11,78 € / Kg","1,19€",Piatti pronti,Primi piatti
Crema con Funghi Porcini 101 g Conad,"11,78 € / Kg","1,19€",Piatti pronti,Primi piatti
Crema con patate e porri g 100 Conad,"11,90 € / Kg","1,19€",Piatti pronti,Primi piatti
"Crema con Zucca, Patate e Porcini 70 g Conad","17,00 € / Kg","1,19€",Piatti pronti,Primi piatti
Minestrina all'Ortolana 61 g Conad,"16,23 € / Kg","0,99€",Piatti pronti,Primi piatti
Minestrina di Anellini 83 g Conad,"11,65 € / Kg","0,99€",Piatti pronti,Primi piatti
Minestrone Tradizionale 500 g Conad,"2,58 € / Kg","1,29€",Piatti pronti,Primi piatti
Passato di Patate e Carote 500 g Conad,"2,58 € / Kg","1,29€",Piatti pronti,Primi piatti
Passato Tradizionale 500 g Conad,"2,58 € / Kg","1,29€",Piatti pronti,Primi piatti
Tris di Cereali con Curry 175 g Conad,"7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
"Tris di Cereali Zucca, Patate e Funghi Porcini 175 g Conad","7,71 € / Kg","1,35€",Piatti pronti,Primi piatti
Vellutata di Zucca 500 g Conad,"2,58 € / Kg","1,29€",Piatti pronti,Primi piatti
Zuppa ai 5 Cereali 110 g Conad,"12,27 € / Kg","1,35€",Piatti pronti,Primi piatti
Zuppa di Ceci 500 g Conad,"2,58 € / Kg","1,29€",Piatti pronti,Primi piatti
Zuppa di Fagioli 500 g Conad,"2,58 € / Kg","1,29€",Piatti pronti,Primi piatti
Zuppa di Verdure 86 g Conad,"15,70 € / Kg","1,35€",Piatti pronti,Primi piatti
Knorr Crema Carciofi 88 g,"21,48 € / Kg","1,89€",Piatti pronti,Primi piatti
Knorr Crema Porcini 76 g,"24,87 € / Kg","1,89€",Piatti pronti,Primi piatti
Knorr i momenti Gourmet Vellutata di Funghi con Porcini e Cipolline 61 g,"29,34 € / Kg","1,79€",Piatti pronti,Primi piatti
Knorr il Minestrone 500 ml,"3,70 € / L","1,85€",Piatti pronti,Primi piatti
Knorr Minestra Anellini 83 g,"17,95 € / Kg","1,49€",Piatti pronti,Primi piatti
Knorr Minestra d'Orzo 105 g,"14,19 € / Kg","1,49€",Piatti pronti,Primi piatti
Knorr Minestra Primavera 61 g,"24,43 € / Kg","1,49€",Piatti pronti,Primi piatti
Knorr Minestrone con Pasta 132 g,"14,32 € / Kg","1,89€",Piatti pronti,Primi piatti
Knorr Minestrone di 11 Verdure 535 g,"4,09 € / Kg","2,19€",Piatti pronti,Primi piatti
Knorr Passato di Carote e Porri 500 ml,"3,70 € / L","1,85€",Piatti pronti,Primi piatti
Knorr Passato Tradizionale 500 ml,"3,70 € / L","1,85€",Piatti pronti,Primi piatti
Knorr Passato Tradizionale 69 g,"27,39 € / Kg","1,89€",Piatti pronti,Primi piatti
Knorr Pasta e Fagioli 182 g,"10,38 € / Kg","1,89€",Piatti pronti,Primi piatti
Knorr Zuppa di Fagioli 545 g,"4,02 € / Kg","2,19€",Piatti pronti,Primi piatti
Knorr Zuppa di Verdure 86 g,"21,98 € / Kg","1,89€",Piatti pronti,Primi piatti
QUINOA SOFFIATA BIO S/G SARCHIO125g,"27,60 € / Kg","3,45€",Piatti pronti,Primi piatti
CONAD Antipasto di Mare 220 g,18.1 € / Kg,"3,19€",Piatti pronti,Secondi piatti
"Viva la Mamma Insalata con Tonno Cereali, Legumi e Verdure 220 g","14,32 € / Kg","3,15€",Piatti pronti,Secondi piatti
Insalata di Mare con Verdure 400 g,"17,00 € / Kg","6,80€",Piatti pronti,Secondi piatti
Medusa Insalata di Mare 450 g,"17,76 € / Kg","7,99€",Piatti pronti,Secondi piatti
Cavolfiori e Broccoli al Vapore 250 g Gustosamente Conad,"11,80 € / Kg","2,95€",Piatti pronti,Contorni
CONAD Gustosamente Carote al Vapore 280 g,"10,36 € / Kg","2,90€",Piatti pronti,Contorni
CONAD Gustosamente Spinaci al Vapore 280 g,"10,36 € / Kg","2,90€",Piatti pronti,Contorni
"Fagiolini, Patate e Carote al Vapore 280 g Gustosamente Conad","11,07 € / Kg","3,10€",Piatti pronti,Contorni
Giovanni Rana Parmigiana di Melanzane 700 g,"7,13 € / Kg","4,99€",Piatti pronti,Contorni
Purè di Patate in Fiocchi 3 Buste 225 g Conad,"7,51 € / Kg","1,69€",Piatti pronti,Contorni
Knorr Gran Purè 3 x 75 g,"7,96 € / Kg","1,79€",Piatti pronti,Contorni
Pfanni Purè di Patate in Fiocchi 4 x 75 g,"9,50 € / Kg","2,85€",Piatti pronti,Contorni
Melanzane Grigliate 220 g Gustosamente Conad,"14,09 € / Kg","3,10€",Piatti pronti,Contorni
Patate al Forno 300 g Gustosamente Conad,"9,30 € / Kg","2,79€",Piatti pronti,Contorni
Zucchine Grigliate 220 g Gustosamente Conad,"14,09 € / Kg","3,10€",Piatti pronti,Contorni
"Le Insalate di Tonno Cereali e Tonno con zucca, quinoa e grano saraceno 200 g Conad","12,45 € / Kg","2,49€",Piatti pronti,Piatti unici
"Le Insalate di Tonno Cous Cous e Tonno con olive, ceci e carote 200 g Conad","12,45 € / Kg","2,49€",Piatti pronti,Piatti unici
Peperoncini di Calabria ripieni con tonno in Olio di Oliva 270 g Sapori & Dintorni Conad,"22,04 € / Kg","5,95€",Piatti pronti,Piatti unici
"Colfiorito Piatto Fatto Grano Saraceno Italiano, Quinoa Rossa e Semi di Chia del Sud America 250 g","9,92 € / Kg","2,48€",Piatti pronti,Piatti unici
"Colfiorito Piatto Fatto Lenticchie, Fagioli Neri, Orzo, Farro, Grano Duro 250 g","9,92 € / Kg","2,48€",Piatti pronti,Piatti unici
"Colfiorito Piatto Fatto Riso Rosso, Farro, Orzo, Miglio, Grano Duro 250 g","9,92 € / Kg","2,48€",Piatti pronti,Piatti unici
"Valfrutta I Pronti al Vapore Farro, Olive Nere, Pomodori Secchi, Capperi 220 g","12,05 € / Kg","2,65€",Piatti pronti,Piatti unici
Involtini Primavera 160 g Sapori & Idee Conad,"24,94 € / Kg","3,99€",Piatti pronti,Specialità etniche
Noodles di Mare 200 g Sapori & Idee Conad,"22,45 € / Kg","4,49€",Piatti pronti,Specialità etniche
Pollo alle Mandorle 180 g Sapori & Idee Conad,"22,17 € / Kg","3,99€",Piatti pronti,Specialità etniche
Riso alla Cantonese 200 g Sapori & Idee Conad,"18,45 € / Kg","3,69€",Piatti pronti,Specialità etniche
Spaghetti di Soia 200 g Sapori & Idee Conad,"18,45 € / Kg","3,69€",Piatti pronti,Specialità etniche
Xiaolongbao Ravioli con Carne 170 g Sapori & Idee Conad,"20,53 € / Kg","3,49€",Piatti pronti,Specialità etniche
Xiaolongbao Ravioli con Totano e Mazzancolle 170 g Sapori & Idee Conad,"20,53 € / Kg","3,49€",Piatti pronti,Specialità etniche
Montello Frijoles Fagioli Neri alla Messicana 400 g,"3,22 € / Kg","1,29€",Piatti pronti,Specialità etniche
Suzi Wan Vermicelli di riso 250 g,"11,56 € / Kg","2,89€",Piatti pronti,Specialità etniche
Burger di Seitan Biologico 2 x 90 g Verso Natura Conad,"18,06 € / Kg","3,25€",Piatti pronti,Specialità vegetali
CONAD VERSO NATURA Cotoletta Vegetale Biologica 2 Cotolette 160 g,"16,81 € / Kg","2,69€",Piatti pronti,Specialità vegetali
Seitan al naturale Biologico 125g x 2 Verso Natura Veg Conad,"13,40 € / Kg","3,35€",Piatti pronti,Specialità vegetali
Tofu al naturale Biologico 125g x 2 Verso Natura Veg Conad,"11,96 € / Kg","2,99€",Piatti pronti,Specialità vegetali
GARDEN GOURMET Straccetti di Soia Vegetariani 175 g,21.5 € / Kg,"2,79€",Piatti pronti,Specialità vegetali
Kioene Burger vegetale alle Melanzane 200 g,"14,95 € / Kg","2,99€",Piatti pronti,Specialità vegetali
Kioene Burger vegetale con Carciofi e Pomodori Secchi 200 g,"14,95 € / Kg","2,99€",Piatti pronti,Specialità vegetali
Kioene miniburger l'Originale vegetale agli Spinaci 200 g,"14,95 € / Kg","2,99€",Piatti pronti,Specialità vegetali
Kioene miniburger l'Originale vegetale con Broccoli e Kale 200 g,"14,95 € / Kg","2,99€",Piatti pronti,Specialità vegetali
Kioene miniburger l'Originale vegetale con Zucca e Carote 200 g,"14,95 € / Kg","2,99€",Piatti pronti,Specialità vegetali
Tramezzini Prosciutto Cotto 150 g Conad,"13,67 € / Kg","2,05€",Piatti pronti,Tramezzini e altri spuntini salati
Tramezzini Salmone 140 g Conad,"14,64 € / Kg","2,05€",Piatti pronti,Tramezzini e altri spuntini salati
Tramezzini Tonno 150 g Conad,"13,67 € / Kg","2,05€",Piatti pronti,Tramezzini e altri spuntini salati
Zorbas Tzatziki 200 g,"9,50 € / Kg","1,90€",Piatti pronti,"Salse, sughi e patè"
Polenta Valsugana la Classica Già Pronta 1200 g,"1,99 € / Kg","2,39€",Piatti pronti,Altri piatti pronti
POLENTA PRONTA FETTE VILLANELL 500g,"3,58 € / Kg","1,79€",Piatti pronti,Altri piatti pronti
Filetti di Tonno al Naturale 200 g Conad,"22,45 € / Kg","4,49€",Piatti pronti,Specialità ittiche
Tonno al Naturale 2 x 160 g Conad,"10,59 € / Kg","3,39€",Piatti pronti,Specialità ittiche
Tonno al Naturale 3 x 80 g Conad,"10,62 € / Kg","2,55€",Piatti pronti,Specialità ittiche
Callipo Filetti di Tonno al naturale in acqua di mare Aquamaris 174 g,"44,20 € / Kg","7,69€",Piatti pronti,Specialità ittiche
Consorcio Filetti di Tonno al naturale 180 g,"44,39 € / Kg","7,99€",Piatti pronti,Specialità ittiche
Rio mare Tonno al Naturale 4 x 56 g,"21,38 € / Kg","4,79€",Piatti pronti,Specialità ittiche
Rio mare Tonno al Naturale 4 x 80 g,"15,47 € / Kg","4,95€",Piatti pronti,Specialità ittiche
Bucato a Mano Azione Rapida 750 ml Conad,"2,33 € / L","1,75€",Articoli per la casa,Lavaggio e cura bucato
Bucato a Mano con Sapone Naturale 1 l Verso Natura Eco Conad,"2,09 € / L","2,09€",Articoli per la casa,Lavaggio e cura bucato
BIO PRESTO Bucato a Mano 600 g,"3,58 € / Kg","2,15€",Articoli per la casa,Lavaggio e cura bucato
"Ammorbidente Concentrato Elisir di Lavanda 1,5 l Conad","1,66 € / L","2,49€",Articoli per la casa,Lavaggio e cura bucato
"Ammorbidente Concentrato Elisir di Petali di Rosa 1,5 l Conad","1,66 € / L","2,49€",Articoli per la casa,Lavaggio e cura bucato
"Ammorbidente Concentrato Elisir di Primavera 1,5 l Conad","1,66 € / L","2,49€",Articoli per la casa,Lavaggio e cura bucato
"Ammorbidente Concentrato Elisir di Rugiada 1,5 l Conad","1,66 € / L","2,49€",Articoli per la casa,Lavaggio e cura bucato
"Ammorbidente Concentrato Mandorla e Noce di Cocco 1,5 l Verso Natura Conad","1,79 € / L","2,68€",Articoli per la casa,Lavaggio e cura bucato
