,Product,Price
9864,"Beltoure, Vin Mousseux Brut 75 cl","Euro 3,72 / l"
9865,"Stella, Spumante 75 cl","Euro 2,12 / l"
9866,"Cantine Maschio, Prosecco Doc Extra Dry conf. 3x20 cl","Euro 9,16 / l"
9867,"Bombay Sapphire, Gin & Tonic 250 ml","Euro 9,16 / l"
9868,"MacDonnell's, Blended scotch whisky 70 cl","Euro 8,56 / l"
9869,"Ca.So.Co.Soc.Coop Agricola, Chianti DOCG 75 cl","Euro 3,72 / l"
9870,"Berlucchi, Cuvée Imperiale Franciacorta DOCG Brut 75 cl","Euro 18,00 / l"
9871,"Viticoltori Arquatesi, Bonarda Amabile Colli Pacentini 75 cl","Euro 5,99 / l"
9872,"Castelli, Sambuca tradizionale 70 cl","Euro 8,56 / l"
9873,"Cantina Produttori di Valdobbiadene, Prosecco Superiore Valdobbia…","Euro 11,99 / l"
9874,"Duchessa Lia, Moscato Spumante Dolce 75 cl","Euro 4,56 / l"
9875,"Tanqueray, London dry gin 70 cl","Euro 19,28 / l"
9876,"Quanto Basta, Chardonnay 25 ml","Euro 6,36 / l"
9877,"Roskowa, Vodka 70 cl","Euro 8,56 / l"
9878,"Sanbittèr, aperitivo analcolico conf. 8x10 cl","Euro 4,74 / l"
9879,"Oro Antico, Brandy 70 cl","Euro 8,56 / l"
9880,"Absolut, Vodka 70 cl","Euro 14,99 / l"
9881,"Lamberti, Turá Rosa delle Venezie  frizzante 75 cl","Euro 4,54 / l"
9882,"Keglevich, Vodka 70 cl","Euro 11,42 / l"
9883,"Jägermeister, amaro 70 cl","Euro 17,00 / l"
9884,"L'Antica Cantina, Le Terre di Diomede bianco 1,5 l","Euro 2,00 / l"
9885,"Cavicchioli, Frizzantino bianco dolce 75 cl","Euro 3,72 / l"
9886,"Canella, Conegliano Valdobbiadene Prosecco Superiore DOCG conf. 3…","Euro 10,49 / l"
9887,"Mateus, The Original Rosé 1 l","Euro 5,10 / l"
9888,"Zedda Piras, Mirto rosso di Sardegna 50 cl","Euro 14,58 / l"
9889,"Mionetto, Valdobbiadene Prosecco DOCG 75 cl","Euro 12,52 / l"
9890,"Cantina di Soave, bianco Veneto 75 cl","Euro 1,90 / l"
9891,"Crodino, Twist gusto frutti rossi aperitivo analcolico conf. 3x17…","Euro 6,27 / l"
9892,"Donnafugata, Anthìlia Sicilia DOC 75 cl","Euro 12,66 / l"
9893,"Cala delle Farfalle, Vermentino di Sardegna 75 cl","Euro 8,14 / l"
9894,"Cantine Maschio, Chardonnay Veneto frizzante 75 cl","Euro 5,19 / l"
9895,"Cantina di Soave, rosso Veneto 75 cl","Euro 1,90 / l"
9896,"Nadarìa, Alcamo Sicilia DOC 37,5 cl","Euro 6,11 / l"
9897,"Bolla, Valdobbiadene Prosecco Superiore DOCG Millesimato Brut 75 …","Euro 7,92 / l"
9898,"Johnnie Walker, Red Label blended scotch whisky 70 cl","Euro 15,58 / l"
9899,"Nadarìa, Nero d'Avola Terre Siciliane 37,5 cl","Euro 6,11 / l"
9900,"Candolini, Grappa bianca 70 cl","Euro 12,85 / l"
9901,"Corvo, Glicine bianco Terre Siciliane 75 cl","Euro 5,20 / l"
9902,"Cantina Valpolicella Negrar, Valpolicella Ripasso classico Superi…","Euro 12,66 / l"
9903,"Limoncè, liquore di limone  50 cl","Euro 13,98 / l"
9904,"Berlucchi, Cuvée Imperiale Max Rosé Franciacorta DOCG 75 cl","Euro 21,20 / l"
9905,"Cantina di Soave, Müller Thurgau Durello Spumante Brut 75 cl","Euro 7,32 / l"
9906,"Crodino, arancia rossa aperitivo analcolico conf. 8x10 cl","Euro 6,13 / l"
9907,"Baileys, The original irish cream 70 cl","Euro 17,13 / l"
9908,"Martini, l'Aperitivo Bitter 70 cl","Euro 10,70 / l"
9909,"Bràulio, Amaro dello Stelvio 70 cl","Euro 17,00 / l"
9910,"Pampero, Especial Rum 70 cl","Euro 14,15 / l"
9911,"Cavicchioli, Lambrusco Grasparossa di Castelvetro DOC amabile 75 …","Euro 5,99 / l"
9912,"Cà dei Frati, Lugana I Frati 75 cl","Euro 17,90 / l"
9913,"Tavernello, Bianco frizzante 75 cl","Euro 4,52 / l"
9914,"Bacardi, Mojito 25 cl","Euro 9,16 / l"
9915,"Martini,  Asti DOCG 75 cl","Euro 9,95 / l"
9916,"Lagaria, Gewürztraminer 75 cl","Euro 10,80 / l"
9917,"Quanto Basta, Sangiovese di Romagna DOC 25 cl","Euro 6,36 / l"
9918,"Conti Serristori, Chianti DOCG 37,5 cl","Euro 7,44 / l"
9919,"Papel, Rum Oro 70 cl","Euro 9,28 / l"
9920,"Fratelli Branca Distillerie, Fernet-Branca 70 cl","Euro 17,13 / l"
9921,"Aperol, Soda conf. 6x125 ml","Euro 6,54 / l"
9922,"Bombay Sapphire, Distilled London Dry Gin 70 cl","Euro 19,86 / l"
9923,"Fratelli Ramazzotti, Sambuca 70 cl","Euro 12,13 / l"
9924,"Beniamino Maschio, Grappa di Prosecco invecchiata in barrique 70 …","Euro 15,70 / l"
9925,"Ambrosi, Amaro 70 cl","Euro 6,85 / l"
9926,"Cecchi La Mora, Morellino di Scansano DOCG collezione oro 750 ml","Euro 9,32 / l"
9927,"Ballantine's Finest, blended scotch whisky 70 cl","Euro 16,28 / l"
9928,"Breezer, Zingy Lime 25 cl","Euro 7,96 / l"
9929,"Castello Banfi, Rosso di Montalcino DOC 75 cl","Euro 15,27 / l"
9930,"Beni di Batasiolo, Moscato Spumante Dolce 75 cl","Euro 6,54 / l"
9931,"Bellavista, Alma Brut 75 cl","Euro 39,87 / l"
9932,"William Lawson's,  Blended scotch whisky 70 cl","Euro 14,28 / l"
9933,"Tenuta Cà Vescovo,  Pinot Grigio Friuli Aquileia 37,5 cl","Euro 10,64 / l"
9934,"Feudi di San Gregorio, Falanghina del Sannio 75 cl","Euro 11,99 / l"
9935,"Cantine Maschio, Verduzzo Veneto frizzante 75 cl","Euro 5,19 / l"
9936,"Crifo, Nero di Troia 75 cl","Euro 3,32 / l"
9937,"Produttori Valtiglione, Moranera Barbera DOC 75 cl","Euro 3,19 / l"
9938,"Le Fade, Conegliano Valdobbiadene Prosecco Superiore DOCG Extra D…","Euro 13,20 / l"
9939,"Martini, L'Aperitivo Rosso 1 l","Euro 7,90 / l"
9940,"Jack Daniel's, Old No.7 Tennessee Whiskey Cola 33 cl","Euro 7,25 / l"
9941,"Viticoltori Arquatesi, Gutturnio 75 cl","Euro 5,99 / l"
9942,"Cantine Maschio, Pinot Rosa Trevenezie frizzante 75 cl","Euro 5,19 / l"
9943,"Argiolas, Vermentino Costamolino 75 cl","Euro 12,94 / l"
9944,"Ca' del Bosco, Franciacorta Cuvée Prestige 75 cl","Euro 43,87 / l"
9945,"Feudi di San Gregorio, Falanghina Brut 75 cl","Euro 9,31 / l"
9946,"Zerioli, Colli Piacentini Bonarda dolce DOC 75 cl","Euro 5,47 / l"
9947,"Frescobaldi, Rèmole Toscana rosso 75 cl","Euro 7,27 / l"
9948,"Tavernello, Rosato frizzante 75 cl","Euro 4,52 / l"
9949,"Cantine di Dolianova, Naeli Vermentino di Sardegna DOC 75 cl","Euro 6,94 / l"
9950,"Cantina Bolzano, Gewürztraminer 75 cl","Euro 16,66 / l"
9951,"Limoncetta di Sorrento, liquore di limone originale 50 cl","Euro 13,98 / l"
9952,"Sanbittèr, Pompelmo aperitivo analcolico conf. 4x20 cl","Euro 5,62 / l"
9953,"Cantine Bacchini, Ortrugo dei Colli Piacentini DOC 75 cl","Euro 6,12 / l"
9954,"Cantina di Soave, Rocca Alata Amarone della Valpolicella DOCG 75 …","Euro 23,99 / l"
9955,"Cantine Bacchini, Gutturnio DOC frizzante 75 cl","Euro 6,12 / l"
9956,"Mossi, Bonarda Colli Picentini 75 cl","Euro 6,66 / l"
9957,"Limone di Sorrento I.G.P, liquore  70 cl","Euro 11,85 / l"
9958,"Santa Cristina, Sangiovese Cabernet Toscana  75 cl","Euro 7,59 / l"
9959,"Disaronno, Originale 500 ml","Euro 18,98 / l"
9960,"Stock 84, Original Brandy 70 cl","Euro 12,72 / l"
9961,"Cantina Produttori di Valdobbiadene, Prosecco Rosé DOC Millesimat…","Euro 9,32 / l"
9962,"Jack Daniel's, Tennessee whiskey 70 cl","Euro 28,43 / l"
9963,"Contadi Castaldi, Franciacorta Brut 75 cl","Euro 22,06 / l"
9964,"Vat 69, Blended scotch whisky 70 cl","Euro 12,85 / l"
9965,"Fundador, Sherry Cask Fine Brandy 70 cl","Euro 12,72 / l"
9966,"Moskovskaya, Osobaya Vodka 70cl","Euro 14,28 / l"
9967,"Lucano, Amaro  50 cl","Euro 13,98 / l"
9968,"La Versa, Moscato Oltrepò Pavese 75 cl","Euro 6,92 / l"
9969,"The Glen Grant, Single Malt Scotch Whisky the Major's Reserve 70 …","Euro 17,85 / l"
9970,"Produttori di Valdobbiadene, Cartizze Valdobbiadene Prosecco Supe…","Euro 21,32 / l"
9971,"Lagaria, Müller Thurgau Trentino DOC 75 cl","Euro 7,06 / l"
9972,"Goto, Prosecco 75 cl","Euro 10,54 / l"
9973,"Duchessa Lia, Blanc De Blancs Brut 75 cl","Euro 4,68 / l"
9974,"Paul Mas, Réserve Sauvignon Blanc Pays d'Oc 75 cl","Euro 7,32 / l"
9975,"Campo del sole, Sangiovese Superiore DOC 75 cl","Euro 6,11 / l"
9976,"Martini, L'Aperitivo Bianco 1 l","Euro 7,90 / l"
9977,"G. Verdi, Lambrusco 75 cl","Euro 6,94 / l"
9978,"Canella, Bellini 75 cl","Euro 7,99 / l"
9979,"Dal Bello, San Pietro Prosecco DOCG 75 cl","Euro 11,32 / l"
9980,"Notte Rossa, Primitivo di Manduria DOP 75 cl","Euro 9,99 / l"
9981,"Cantina di Soave, Predom Müller Thurgau 75 cl","Euro 5,20 / l"
9982,"Dogarina, Prosecco Superiore Valdobbiadene Brut 75 cl","Euro 11,06 / l"
9983,"Cantina Valpolicella Negrar, Valpolicella Classico 75 cl","Euro 8,87 / l"
9984,"Bigi, Vipra Bianca Umbria 75 cl","Euro 7,32 / l"
9985,"Fratelli Branca Distillerie, Stravecchio Branca Brandy Riserva Sp…","Euro 15,58 / l"
9986,"Nadarìa, Nero d'Avola DOC 75 cl","Euro 5,86 / l"
9987,"Cantine Maschio, Prosecco DOC Millesimato Treviso Extra Dry 75 cl","Euro 5,99 / l"
9988,"Breezer, Sharp Ruby Grapefruit 25 cl","Euro 7,96 / l"
9989,"Averna, Amaro Siciliano 70 cl","Euro 18,56 / l"
9990,"Ariola, Lambrusco dell'Emilia Marcello 37,5 cl","Euro 10,94 / l"
9991,"Santa Cristina, Umbria 75 cl","Euro 8,67 / l"
9992,"Moët & Chandon, Champagne Impérial 75 cl","Euro 53,74 / l"
9993,"Cantina Vignaioli, Dolcetto d'Alba Nervo 75 cl","Euro 8,66 / l"
9994,"Villa Rustica, Fragolino 75 cl","Euro 5,99 / l"
9995,"Ariola, Lambrusco dell'Emilia Marcello 75 cl","Euro 7,99 / l"
9996,"Martini, l'Aperitivo Fiero & Tonic 250 ml","Euro 9,16 / l"
9997,"J&B, Rare Blended scotch whisky 70 cl","Euro 15,58 / l"
9998,"Veuve Clicquot, Champagne brut 75 cl","Euro 61,19 / l"
9999,"Sanbittèr, Zenzero aperitivo analcolico conf. 4x20 cl","Euro 5,62 / l"
10000,"Citra, Montepulciano d'Abruzzo 1,5 l","Euro 4,00 / l"
10001,"Zerioli, Gutturnio Superiore 75 cl","Euro 5,99 / l"
10002,"Bolla, Ripasso Valpolicella classico Superiore DOC 75 cl","Euro 13,31 / l"
10003,"Bortolomiol, Valdobbiadene Prosecco Superiore 75 cl","Euro 15,98 / l"
10004,"Cantine di Marzo, Greco di Tufo DOCG 75 cl","Euro 7,07 / l"
10005,"Ferrari, Demi-Sec Trentodoc 75 cl","Euro 21,32 / l"
10006,"Giogantinu, Vermentino di Gallura 37,5 cl","Euro 11,87 / l"
10007,"Casal Mendes, Rosé 75 cl","Euro 3,91 / l"
10008,"Mionetto, Sergio Extra Dry 75 cl","Euro 12,27 / l"
10009,"Pallini, Limoncello 50 cl","Euro 17,98 / l"
10010,"Braida, Barbera La Monella 75 cl","Euro 14,54 / l"
10011,"Zerioli, Ortrugo dei Colli Piacentini DOC 75 cl","Euro 5,32 / l"
10012,"Do Case, Conegliano Valdobbiadene Prosecco Superiore DOCG Extra D…","Euro 9,33 / l"
10013,"La-Vis Terresomme, Müller-Thurgau Trentino  75 cl","Euro 7,19 / l"
10014,"Nonino, Grappa  43° 70 cl","Euro 18,56 / l"
10015,"Fratelli Branca Distillerie, Brancamenta 70 cl","Euro 15,56 / l"
10016,"Cantina Bolzano, Müller Thurgau DOC 75 cl","Euro 11,19 / l"
10017,"7 Cascine, Langhe Nebbiolo 75 cl","Euro 10,26 / l"
10018,"Jameson, Irish Whiskey 70 cl","Euro 23,13 / l"
10019,"Cantine Due Palme, Sangaetano Primitivo di Manduria 75 cl","Euro 9,32 / l"
10020,"Cavicchioli, Lambrusco di Sorbara DOC secco 75 cl","Euro 5,99 / l"
10021,"Lagaria, Gewürztraminer Trentino 37,5 cl","Euro 11,98 / l"
10022,"Cantina di Soave, Rocca Alata Valpolicella 75 cl","Euro 7,99 / l"
10023,"Monte Schiavo, Verdicchio dei castelli di Jesi classico 1,5 l","Euro 3,53 / l"
10024,"Cesarini Sforza, Le Millesimé Brut Metodo Classico 75 cl","Euro 17,72 / l"
10025,"Cantina Produttori, Cormòns Collio DOC Sauvignon 75 cl","Euro 7,32 / l"
10026,"Smirnoff, Vodka No. 21  50 cl","Euro 13,98 / l"
10027,"Garofoli, Verdicchio dei Castelli di Jesi DOC Classico 75 cl","Euro 7,06 / l"
10028,"Umberto Cavicchioli & Figli, Bio Lambrusco di Modena DOC biologic…","Euro 6,66 / l"
10029,"Malibu, Caribbean rum with coconut flavor 70 cl","Euro 14,99 / l"
10030,"Alkermes, liquore aromatico 50 cl","Euro 6,78 / l"
10031,"Marchesi Antinori, Villa Antinori Toscana 75 cl","Euro 10,54 / l"
10032,"Ca' dei Frati, Rosa dei Frati DOC Riviera del Garda Classico 75 c…","Euro 23,50 / l"
10033,"Ausano Ramazzotti, amaro 70 cl","Euro 14,28 / l"
10034,"Cantina di Soave, Predom Pinot Rosa 75 cl","Euro 5,20 / l"
10035,"Mossi, Gutturnio cru San Lupo 75 cl","Euro 6,66 / l"
10036,"Villa di Zano, Chianti Classico Riserva 75 cl","Euro 10,34 / l"
10037,"Jose Cuervo Especial, Tequila Silver 70 cl","Euro 20,72 / l"
10038,"Cantina Vignaioli, Nebbiolo d'Alba DOC 75 cl","Euro 11,87 / l"
10039,"Cantine di Dolianova, Dolia Nuragus di Cagliari DOC 75 cl","Euro 5,86 / l"
10040,"Cointreau, 70 cl","Euro 19,99 / l"
10041,"Falchini,Vernaccia di San Gimignano 75 cl","Euro 7,27 / l"
10042,"Cantina di Soave, Villa Rasina Soave Classico 75 cl","Euro 6,66 / l"
10043,"Cantina Valpolicella Negrar, Bardolino Chiaretto 75 cl","Euro 7,19 / l"
10044,"Cavit, Mastri Vernacoli Teroldego Rotaliano DOC 75 cl","Euro 7,19 / l"
10045,"Donnafugata, Sedàra rosso DOC 75 cl","Euro 12,66 / l"
10046,"Duchessa Lia, Brachetto D'Acqui DOCG Spumante Dolce 75 cl","Euro 9,72 / l"
10047,"Zenato, Lugana San Benedetto 75 cl","Euro 14,24 / l"
10048,"Jim Beam, Kentucky Straight Bourbon Whiskey 70 cl","Euro 17,85 / l"
10049,"Keglevich, Pure Vodka & Pure Fruit con succo di pesca 70 cl","Euro 11,58 / l"
10050,"Borghetti, Liquore di vero caffè espresso 70 cl","Euro 13,56 / l"
10051,"Giogantinu Lughéna, Vermentino di Gallura 75 cl","Euro 5,52 / l"
10052,"Paul Mas, Réserve Syrah Pays d'Oc 75 cl","Euro 7,32 / l"
10053,"Lagaria, Müller Thurgau Trentino 37,5 cl","Euro 9,04 / l"
10054,"Duchessa Lia, Freisa d'Asti DOC frizzante 75 cl","Euro 6,14 / l"
10055,"Piccini, Chianti DOGC 75 cl","Euro 3,40 / l"
10056,"Nadarìa, Syrah Terre Siciliane 75 cl","Euro 5,86 / l"
10057,"Azienda Agricola Guerrieri-Rizzardi, Bardolino DOP Chiaretto Clas…","Euro 8,52 / l"
10058,"Castello Banfi, Rosso di Montalcino 37,5 cl","Euro 17,58 / l"
10059,"De Meyran, Blanc de Blancs brut 75 cl","Euro 11,87 / l"
10060,"Cantina Produttori, Cormòns Collio DOC Friulano 75 cl","Euro 5,12 / l"
10061,"Cà Maiol, Lugana 75 cl","Euro 13,31 / l"
10062,"Havana club, Añejo 3 Años Rum 70 cl","Euro 14,99 / l"
10063,"Bresca Dorada, Mirto di Sardegna 50 cl","Euro 21,98 / l"
10064,"Produttori di Govone, Barbera d'Asti 1,5 l","Euro 4,93 / l"
10065,"Cerasuolo d'Abruzzo DOC 1,5 l","Euro 4,00 / l"
10066,"Limoncello di Capri, 50 cl","Euro 19,98 / l"
10067,"Ferrari, Brut Trentodoc 1,5 l","Euro 23,27 / l"
10068,"Mionetto, Prestige Collection Prosecco DOC biologico 75 cl","Euro 12,92 / l"
10069,"Mantellassi, Morellino di Scansano DOCG 75 cl","Euro 9,20 / l"
10070,"Cantina Bolzano, Sauvignon 75 cl","Euro 16,66 / l"
10071,"Laurent Dauphin, Champagne Tradition Brut 75 cl","Euro 28,67 / l"
10072,"Busna, spumante extra dry 75 cl","Euro 6,66 / l"
10073,"Cantina Produttori di Valdobbiadene, Asolo Prosecco Superiore DOC…","Euro 11,87 / l"
10074,"Produttori di Govone, Stilla vitae Nebbiolo 75 cl","Euro 9,72 / l"
10075,"SìPuro, Chianti 75 cl","Euro 10,26 / l"
10076,"Lagaria, Müller Thurgau Spumante Brut 75 cl","Euro 7,59 / l"
10077,"Trebbiano d'Abruzzo DOP 1,5 l","Euro 4,00 / l"
10078,"Falesco Le Pòggere, Est! Est!! Est!!! di Montefiascone DOP 75 cl","Euro 4,66 / l"
10079,"Bolla, Pinot Grigio delle Venezie  Rétro DOC 75 cl","Euro 8,66 / l"
10080,"Cantina Dorgali, Cannonau di Sardegna Isalle 75 cl","Euro 10,64 / l"
10081,"Canella, Conegliano Prosecco Valdobbiadene DOCG 75 cl","Euro 12,91 / l"
10082,"Cecchi, Chianti DOCG Edizione 75 cl","Euro 7,87 / l"
10083,"Feudi di San Gregorio, Greco di Tufo DOCG 75 cl","Euro 15,87 / l"
10084,"Duchessa Lia, Barbera del Monferrato DOC frizzante 75 cl","Euro 7,60 / l"
10085,"Banfi, Col di Sasso Sangiovese Syrah 75 cl","Euro 7,86 / l"
10086,"Zerioli, Barbera Colli Piacentini 75 cl","Euro 5,47 / l"
10087,"Villa Rustica, Grignolino d'Asti DOC 75 cl","Euro 7,99 / l"
10088,"Domaines Paul Mas, ""Vignes de Nicole"" Rosé Pays d'Oc 75 cl","Euro 9,32 / l"
10089,"Bacardi, Carta Blanca Superior White Rum 70 cl","Euro 16,43 / l"
10090,"Cantina Produttori Cormòns, Spumante Ribolla Gialla Brut 75 cl","Euro 8,66 / l"
10091,"Citra, Bella Torre Cerasuolo d'Abruzzo DOP 75 cl","Euro 5,99 / l"
10092,"Pierre Sparr, Gewurztraminer Alsace riserva 75 cl","Euro 13,06 / l"
10093,"Notte Rossa, Verdeca 75 cl","Euro 6,66 / l"
10094,"Courvoisier, VS Cognac 70 cl","Euro 31,29 / l"
10095,"Pilla, Select Bitter Aperitivo 70 cl","Euro 14,15 / l"
10096,"Torrevilla, Bonarda dell'Oltrepò Pavese frizzante DOP 37,5 cl","Euro 7,74 / l"
10097,"Citra, Quod Terre di Chieti Pecorino 75 cl","Euro 7,32 / l"
10098,"Vignabaldo, Laurenzia Montefalco rosso DOC 75 cl","Euro 7,99 / l"
10099,"Cavit, Mastri Vernacoli Pinot Grigio Trentino DOC 75 cl","Euro 7,99 / l"
10100,"Cavit Trento Mastri Vernacoli, Müller Thurgau Vigneti delle Dolom…","Euro 7,06 / l"
10101,"Lagaria, Chardonnay Trentino 75 cl","Euro 7,06 / l"
10102,"Suntory, Gin Roku 70 cl","Euro 42,72 / l"
10103,"Conti Zecca, Saraceno Primitivo Rosso Salento 75 cl","Euro 6,66 / l"
10104,"Bera, Barbera d'Alba 75 cl","Euro 8,66 / l"
10105,"Camporegio, Chianti DOCG 1,5 l","Euro 4,20 / l"
10106,"Bigi, Vipra Rossa Umbria 75 cl","Euro 7,27 / l"
10107,"Cavalier Blanc de blancs, brut 1,5 l","Euro 5,66 / l"
10108,"Tenuta San Zeno, Bonarda dell'Oltrepò Pavese DOC 75 cl","Euro 4,88 / l"
10109,"Berlucchi, Cuvée Imperiale demi sec Franciacorta DOCG 75 cl","Euro 22,54 / l"
10110,"Johnnie Walker, Black Label blended scotch whisky aged 12 years 7…","Euro 34,15 / l"
10111,"Aneri, Valdobbiadene Prosecco Superiore 75 cl","Euro 13,99 / l"
10112,"Ferrari, Brut Trentodoc 37,5 cl","Euro 30,64 / l"
10113,"Feudi di San Gregorio, Fiano di Avellino DOCG 75 cl","Euro 13,32 / l"
10114,"Santa Cristina, Giardino Rosé 75 cl","Euro 7,32 / l"
10115,"La-Vis Terresomme, Chardonnay Trentino DOC 75 cl","Euro 7,46 / l"
10116,"Cecchi, La Mora Vermentino Maremma Toscana DOC 75 cl","Euro 8,20 / l"
10117,"Bigi, Vipra Rosé 75 cl","Euro 7,42 / l"
10118,"Nera, Inferno Valtellina Superiore 75 cl","Euro 13,99 / l"
10119,"Nino Negri, Sassella Valtellina Superiore DOCG Nebbiolo 75 cl","Euro 15,19 / l"
10120,"Piccini, Collezione Oro chianti riserva DOCG 75 cl","Euro 10,38 / l"
10121,"Carpene Malvolti, Prosecco 75 cl","Euro 13,99 / l"
10122,"Torrevilla, Moscato Spumante Oltrepò Pavese DOP 75 cl","Euro 7,06 / l"
10123,"Tenuta Guado al Tasso, Scalabrone 75 cl","Euro 18,54 / l"
10124,"Sella&Mosca,  Aliante Isola dei Nuraghi frizzante 75 cl","Euro 4,72 / l"
10125,"Prunotto, Dolcetto d'Alba 75 cl","Euro 15,34 / l"
10126,"Poderi di Luigi Einaudi, Dogliani 75 cl","Euro 13,27 / l"
10127,"Cantina Trevigiana, Prosecco frizzante DOC 75 cl","Euro 9,99 / l"
10128,"Cantina di Soave, Rocca Alata Amarone della Valpolicella DOCG 37,…","Euro 23,98 / l"
10129,"Terre del Faedo, Prosecco DOC Treviso Extra Dry 75 cl","Euro 5,99 / l"
10130,"Cà dei Frati, Brolettino Lugana DOC 75 cl","Euro 23,87 / l"
10131,"Villa Rustica,  Barbera D'Asti DOCG 75 cl","Euro 7,99 / l"
10132,"Fratelli Agnes Rovescala, Vigna della Composta Bonarda  DOC 75 cl","Euro 9,60 / l"
10133,"Nonino, Grappa Tradizione 41° 100 cl","Euro 16,90 / l"
10134,"Cesari, Custoza 75 cl","Euro 3,66 / l"
10135,"François Martenot, Chablis 75 cl","Euro 18,66 / l"
10136,"Livio Felluga, Sharis Bianco 75 cl","Euro 21,16 / l"
10137,"Domaines Paul Mas ""Vignes de Nicole"" Pays d'Oc IGP Cabernet Sauvi…","Euro 8,66 / l"
10138,"Primocolle, Lambrusco nero 75 cl","Euro 7,19 / l"
10139,"Domaines Paul Mas ""Vignes de Nicole"" Pays d'Oc IGP Cabernet Sauvi…","Euro 8,66 / l"
10140,"Borghetti, Sambuca 70 cl","Euro 12,85 / l"
10141,"Castel Faglia, Franciacorta Satèn brut DOCG75 cl","Euro 22,54 / l"
10142,"Librandi, Cirò rosato 75 cl","Euro 7,99 / l"
10143,"Cantina Trevigiana, Cabernet Sauvignon Venezia 75 cl","Euro 2,66 / l"
10144,"Pasqua, Prosecco 75 cl","Euro 9,86 / l"
10145,"Kellerei Kaltern, Gewürztraminer Alto Adige DOC 75 cl","Euro 15,06 / l"
10146,"Sferracavallo, Orvieto DOP 75 cl","Euro 6,80 / l"
10147,"Nino Franco, Valdobbiadene Prosecco Superiore 75 cl","Euro 19,87 / l"
10148,"Umberto Cesari, Sangiovese Riserva 75 cl","Euro 14,14 / l"
10149,"Feudi San Nicola, Zibibbo secco Terre Siciliane 75 cl","Euro 4,79 / l"
10150,"Volpe Pasini, Ribolla Gialla 75 cl","Euro 16,66 / l"
10151,"Yellow Tail, Chardonnay 75 cl","Euro 10,39 / l"
10152,"Sartori di Verona, Lugana DOC 75 cl","Euro 11,87 / l"
10153,"Cavit Trento Mastri Vernacoli, Pinot nero Trentino DOC 75 cl","Euro 8,26 / l"
10154,"La Vis Terresomme, Lago di Caldaro DOC 75 cl","Euro 3,63 / l"
10155,"Beniamino Maschio, Grappa di Pinot Chardonnay 70 cl","Euro 14,22 / l"
10156,"Cà dei Frati, Ronchedone 75 cl","Euro 23,32 / l"
10157,"Sartori di Verona, Valpolicella Ripasso DOC Superiore Valdimezzo …","Euro 15,18 / l"
10158,"Medolago Albani, Valcalepio rosso DOC 75 cl","Euro 7,59 / l"
10159,"Berlucchi, Cuvée Imperiale Franciacorta Dosaggio Zero DOCG 75 cl","Euro 26,64 / l"
10160,"Ferrari, Rosé Trentodoc 37,5 cl","Euro 26,11 / l"
10161,"Chivas Regal, 12 Years Old Blended Scotch Whisky 70 cl","Euro 34,15 / l"
10162,"Forchir,  Ribolla Gialla 75 cl","Euro 10,54 / l"
10163,"Cavicchioli, Lambrusco di Sorbara rosé DOC amabile 75 cl","Euro 5,99 / l"
10164,"Enzo Bartoli, Albarossa DOC Piemonte 75 cl","Euro 8,66 / l"
10165,"Govone stilla vitae,  Barbera d'Asti DOCG Superiore 75 cl","Euro 3,99 / l"
10166,"Citra, Bella Torre Trebbiano d'Abruzzo DOP 75 cl","Euro 5,99 / l"
10167,"Castagner, Grappa Amarone barrique 50 cl","Euro 34,80 / l"
10168,"Ceretto, Langhe doc Arneis Blangè 75 cl","Euro 23,91 / l"
10169,"Nino Negri, Rosso di Valtellina DOC Nebbiolo 75 cl","Euro 9,20 / l"
10170,"Havana Club, Añejo Especial Cuban Rum 70 cl","Euro 19,86 / l"
10171,"Azienda Agricola Guerrieri-Rizzardi, Valpolicella DOP Classico 75…","Euro 9,31 / l"
10172,"Azienda Agricola Guerrieri-Rizzardi, Bardolino DOP Classico 75 cl","Euro 8,52 / l"
10173,"Poderi Riccagioia, Bonarda dell'Oltrepò Pavese DOP frizzante 75 c…","Euro 6,54 / l"
10174,"Feudi San Nicola, Grillo Sicilia DOC Bio 75 cl","Euro 7,99 / l"
10175,"Pampero, Blanco Rum 70 cl","Euro 13,56 / l"
10176,"Castel Faglia, Franciacorta DOCG Brut 75 cl","Euro 19,98 / l"
10177,"Citra, Bella Torre Montepulciano d'Abruzzo DOP 75 cl","Euro 5,99 / l"
10178,"Cantine di Dolianova, Sibiola 75 cl","Euro 3,28 / l"
10179,"Righi, Lambrusco Sorbara DOC secco 75 cl","Euro 7,32 / l"
10180,"Monte Schiavo, Sassaiolo rosso Piceno Superiore 75 cl","Euro 6,39 / l"
10181,"Briante, Chianti Classico DOCG 75 cl","Euro 9,99 / l"
10182,"Becco Fino, Roero Arneis DOCG 75 cl","Euro 9,32 / l"
10183,"Melag, Pinot bianco Alto Adige 75 cl","Euro 7,46 / l"
10184,"Ornellaia, Le Volte dell'Ornellaia 75 cl","Euro 28,00 / l"
10185,"Jean Claude Mas Valmont Vignes de Paul, blanc fruité 75 cl","Euro 6,24 / l"
10186,"Jean Claud Mas Valmont Vignes de Paul, rouge fruitè 75 cl","Euro 6,24 / l"
10187,"Nadaría, Rosé Terre Siciliane 75 cl","Euro 5,86 / l"
10188,"Piccini, Chianti DOCG Colli Senesi Salvanza 75 cl","Euro 6,39 / l"
