,Esselunga,Carrefour,Conad,Esselunga price,Carrefour price,Conad price,Esselunga category,Carrefour category,Conad category,Quantity
23879,"esselunga, spaghettoni n.8 filiera 100% italiana pasta di semola di grano duro 500 g",,,2.38 € / kg,,,confezionati alimentari,,,0.5 kg
23880,"esselunga, cipolline aromatizzate con aceto di vino 565 g - peso netto sgocc. 340 g",,,6.45 € / kg,,,confezionati alimentari,,,0.34 kg
23881,"esselunga, filetti di tonno al naturale 105 g peso netto sgocc. 70 g",,,38.43 € / kg,,,confezionati alimentari,,,0.07 kg
23882,"esselunga, olio extra vergine di oliva 100% italiano 500 ml",,,9.98 € / l,,,confezionati alimentari,,,
23883,"esselunga bio, mix di semi biologici 200 g",,,13.25 € / kg,,,confezionati alimentari,,,0.2 kg
23884,"esselunga, olive giganti in salamoia 565 g - peso netto sgocc. 330 g",,,9.07 € / kg,,,confezionati alimentari,,,0.33 kg
23885,"esselunga, filetti di tonno all'olio di oliva 105 g",,,25.62 € / kg,,,confezionati alimentari,,,0.105 kg
23886,"esselunga, carne bovina lessata in gelatina vegetale conf. 3x140 g",,,11.89 € / kg,,,confezionati alimentari,,,0.42 kg
23887,"esselunga, rigatoni n.49 filiera 100% italiana pasta di semola di grano duro 500 g",,,2.38 € / kg,,,confezionati alimentari,,,0.5 kg
23888,"esselunga, top spaghetti pasta di gragnano igp 500 g",garofalo spaghetti 9 pasta di gragnano igp 500 g,,4.98 € / kg,3.38 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
23889,"esselunga bio, semi di sesamo tostati biologici 200 g",,,11.95 € / kg,,,confezionati alimentari,,,0.2 kg
23890,"esselunga, carciofini in olio di oliva 280 g",,,15.90 € / kg,,,confezionati alimentari,,,0.28 kg
23891,"esselunga bio, semi di zucca tostati biologici 200 g",,,14.95 € / kg,,,confezionati alimentari,,,0.2 kg
23892,"esselunga bio, semi di lino dorato tostati biologici 200 g",,,9.95 € / kg,,,confezionati alimentari,,,0.2 kg
23893,"esselunga bio, piselli conf. 2x160 g - peso netto sgocc. 2x140 g",,,8.90 € / kg,,,confezionati alimentari,,,0.28 kg
23894,"esselunga, olio extra vergine di oliva dolce 1 l",carrefour extra olio extra vergine di oliva 1 l,,6.99 € / l,6.39 € / l,,confezionati alimentari,condimenti e conserve,,1.0 l
23895,"esselunga, peperoncini aromatizzati con aceto di vino 500 g - peso netto sgocc. 240 g",,,14.96 € / kg,,,confezionati alimentari,,,0.24 kg
23896,"esselunga, top paccheri giganti pasta di gragnano igp 500 g",,,4.98 € / kg,,,confezionati alimentari,,,0.5 kg
23897,"esselunga, peperoni gialli e rossi aromatizzati con aceto di vino 565 g - peso netto sgocc. 300 g",,,8.51 € / kg,,,confezionati alimentari,,,0.3 kg
23898,"esselunga bio, semi di chia bianca biologici 200 g",carrefour bio semi di chia bianca 200 g,,13.25 € / kg,17.95 € / kg,,confezionati alimentari,prodotti biologici,,0.2 kg
23899,"esselunga, filetti di alici in olio di oliva distese del mar cantabrico 100 g",,,39.90 € / kg,,,confezionati alimentari,,,0.1 kg
23900,"esselunga, carne bovina lessata in gelatina vegetale conf. 2x215 g",,,11.61 € / kg,,,confezionati alimentari,,,0.43 kg
23901,"esselunga, rosmarino 14 g",,,142.15 € / kg,,,confezionati alimentari,,,0.014 kg
23902,"esselunga, pesto ai broccoli e acciughe 190 g",,,13.95 € / kg,,,confezionati alimentari,,,0.19 kg
23903,"esselunga, taglierini n. 122 pasta all'uovo 500 g",,,4.58 € / kg,,,confezionati alimentari,,,0.5 kg
23904,"esselunga, olio di semi 1 l",,,2.79 € / l,,,confezionati alimentari,,,1.0 l
23905,"esselunga, antipasto di verdure in olio di oliva 280 g",,,12.47 € / kg,,,confezionati alimentari,,,0.28 kg
23906,"esselunga, pappardelle n.125 pasta all'uovo 500 g",,,4.58 € / kg,,,confezionati alimentari,,,0.5 kg
23907,"esselunga, pesto ai carciofi 190 g",,,13.95 € / kg,,,confezionati alimentari,,,0.19 kg
23908,"esselunga, lievito vanigliato per dolci con cremor tartaro conf. 5x16 g",,,0.02 € / g,,,confezionati alimentari,,,0.08 kg
23909,"esselunga bio, semi di girasole tostati biologici 200 g",carrefour bio semi di girasole biologici 200 g,,11.15 € / kg,19.90 € / kg,,confezionati alimentari,prodotti biologici,,0.2 kg
23910,"esselunga, peperoncino 25 g",,,91.60 € / kg,,,confezionati alimentari,,,0.025 kg
23911,"esselunga, pasta madre disidratata con lievito conf. 4x12,5 g",,,25.80 € / kg,,,confezionati alimentari,,,0.05 kg
23912,"esselunga, antipasto di verdure in olio di oliva 535 g",,,9.14 € / kg,,,confezionati alimentari,,,0.535 kg
23913,"esselunga top, pesto al pistacchio 150 g",,,36.61 € / kg,,,confezionati alimentari,,,0.15 kg
23914,"esselunga top, pomodori secchi da pomodoro siccagno siciliano in olio extra vergine d'oliva 180 g",,,27.73 € / kg,,,confezionati alimentari,,,0.18 kg
23915,"esselunga, pesto agli asparagi 190 g",,,13.95 € / kg,,,confezionati alimentari,,,0.19 kg
23916,"esselunga, top anelli giganti pasta di gragnano igp 500 g",,,4.98 € / kg,,,confezionati alimentari,,,0.5 kg
23917,"esselunga, carciofini in olio di oliva 535 g",,,14.92 € / kg,,,confezionati alimentari,,,0.535 kg
23918,"esselunga, olio extra vergine di oliva 3 l",,,6.17 € / l,,,confezionati alimentari,,,3.0 l
23919,"esselunga, bio semi di canapa biologici 200 g",carrefour bio semi di canapa 200 g,,19.85 € / kg,30.45 € / kg,,confezionati alimentari,prodotti biologici,,0.2 kg
23920,"esselunga, salvia 14 g",,,142.15 € / kg,,,confezionati alimentari,,,0.014 kg
23921,"esselunga top, giardiniera in agrodolce 560 g",,,0.02 € / g,,,confezionati alimentari,,,0.56 kg
23922,"esselunga, champignons in olio di oliva 535 g",,,8.10 € / kg,,,confezionati alimentari,,,0.535 kg
23923,"esselunga, top conchiglioni pasta di gragnano igp 500 g",,,4.98 € / kg,,,confezionati alimentari,,,0.5 kg
23924,"esselunga, top rigatoni pasta di gragnano igp 500 g",garofalo rigatoni 35 pasta di gragnano igp 500 g,Rigatoni Pasta di Gragnano IGP 500 g Sapori & Dintorni Conad,4.98 € / kg,3.38 € / kg,2.98 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
23925,"esselunga bio, orzo perlato precotto biologico 250 g",,,8.76 € / kg,,,confezionati alimentari,,,0.25 kg
23926,"esselunga top, sugo di ""pomodoro san marzano dell'agro sarnese - nocerino"" dop 300 g",,,9.97 € / kg,,,confezionati alimentari,,,0.3 kg
23927,"esselunga top, sugo di igp pomodoro di pachino 300 g",,,9.97 € / kg,,,confezionati alimentari,,,0.3 kg
23928,"esselunga, top reginette pasta di gragnano igp 500 g",,,4.98 € / kg,,,confezionati alimentari,,,0.5 kg
23929,"esselunga, top fusilli giganti pasta di gragnano igp 500 g",,,4.98 € / kg,,,confezionati alimentari,,,0.5 kg
23930,"esselunga top, sugo di pomodoro siccagno siciliano 280 g",,,10.68 € / kg,,,confezionati alimentari,,,0.28 kg
23931,"esselunga, filetti di alici in olio di oliva arrotolati 150 g",rizzoli filetti di alici in olio di oliva 150 g,,36.61 € / kg,59.93 € / kg,,confezionati alimentari,condimenti e conserve,,0.15 kg
23932,"esselunga, top salsa pronta di pomodoro siccagno siciliano 410 g",,,6.08 € / kg,,,confezionati alimentari,,,0.41 kg
23933,"esselunga top, ragù di chianina 180 g",,,22.17 € / kg,,,confezionati alimentari,,,0.18 kg
23934,"esselunga, ventresca di tonno all'olio di oliva 125 g",,,33.52 € / kg,,,confezionati alimentari,,,0.125 kg
23935,"esselunga top, ragù di cinghiale 180 g",,,22.17 € / kg,,,confezionati alimentari,,,0.18 kg
23936,"esselunga bio, semi di soia tostati biologici 200 g",,,13.25 € / kg,,,confezionati alimentari,,,0.2 kg
23937,"esselunga top, elicoidali pasta di gragnano igp 500 g",,,4.98 € / kg,,,confezionati alimentari,,,0.5 kg
23938,"esselunga top, fusilli pasta di gragnano igp 500 g",,,4.98 € / kg,,,confezionati alimentari,,,0.5 kg
23939,"esselunga top, ragù di fassone di razza piemontese 190 g",,,21.01 € / kg,,,confezionati alimentari,,,0.19 kg
23940,"esselunga top, ragù bianco con carne chianina 180 g",,,22.17 € / kg,,,confezionati alimentari,,,0.18 kg
23941,"esselunga, tonno all'olio extra vergine d'oliva conf. 2x160 g",,,18.41 € / kg,,,confezionati alimentari,,,0.32 kg
23942,"esselunga, tonno al naturale conf. 6x80 g - peso netto sgocc. 6x56 g",,,12.12 € / kg,,,confezionati alimentari,,,0.336 kg
23943,"esselunga, tonno all'olio d'oliva conf. 12x80 g",,,10.93 € / kg,,,confezionati alimentari,,,0.96 kg
23944,"lievital, lievito fresco per pizza conf. 2x25 g",,,6.00 € / kg,,,confezionati alimentari,,,0.05 kg
23945,"smart, farina di grano tenero tipo ""00"" 1 kg","carrefour classic farina di grano tenero tipo ""00"" 1 kg",,0.77 € / kg,0.89 € / kg,,confezionati alimentari,pasta riso e farina,,1.0 kg
23946,"mutti, polpa di pomodoro in finissimi pezzi conf. 2x210 g",,,4.27 € / kg,,,confezionati alimentari,,,0.42 kg
23947,"smart, aceto bianco di alcol 1 l",,,0.69 € / l,,,confezionati alimentari,,,1.0 l
23948,"calvé, maionese classica 150 ml",,,0.02 € / ml,,,confezionati alimentari,,,
23949,"mutti, passata di pomodoro conf. 2x235 g",,,4.24 € / kg,,,confezionati alimentari,,,0.47 kg
23950,"smart, passata di pomodoro 680 g",,,1.25 € / kg,,,confezionati alimentari,,,0.68 kg
23951,"italkali, sale di sicilia oro iodato grosso 1 kg",,,0.75 € / kg,,,confezionati alimentari,,,1.0 kg
23952,"eurofood, pronto di limone di sicilia 200 ml",,,4.45 € / l,,,confezionati alimentari,,,
23953,"mutti, polpa di pomodoro in finissimi pezzi conf. 3x400 g",,,2.91 € / kg,,,confezionati alimentari,,,1.2 kg
23954,"smart, sale marino alimentare fino 1 kg",carrefour classic sale marino fino 1 kg,Sale Alimentare Fino 1 kg Conad,0.25 € / kg,0.49 € / kg,0.39 € / Kg,confezionati alimentari,condimenti e conserve,Condimenti e conserve,1.0 kg
23955,"italkali, sale di sicilia oro iodato fino 1 kg",,,0.75 € / kg,,,confezionati alimentari,,,1.0 kg
23956,"barilla, farina di grano tenero tipo ""00"" 1 kg","carrefour classic farina di grano tenero tipo ""00"" 1 kg",,1.25 € / kg,0.89 € / kg,,confezionati alimentari,pasta riso e farina,,1.0 kg
23957,"paneangeli, lievito vaniglinato conf. 5x16 g",,,22.38 € / kg,,,confezionati alimentari,,,0.08 kg
23958,"smart, olio di semi di girasole 1 l",carrefour classic olio di semi di girasole 1 l,,2.29 € / l,2.89 € / l,,confezionati alimentari,condimenti e conserve,,1.0 l
23959,"mutti, passata di pomodoro 400 g",,,3.48 € / kg,,,confezionati alimentari,,,0.4 kg
23960,"il molino chiavazza, farina tipo 00 di grano tenero 3 kg",,,0.80 € / kg,,,confezionati alimentari,,,3.0 kg
23961,"smart, carne bovina in gelatina 140 g",,,8.65 € / kg,,,confezionati alimentari,,,0.14 kg
23962,"smart, riso per risotti 1 kg",,,1.53 € / kg,,,confezionati alimentari,,,1.0 kg
23963,"barilla, spaghetti n. 5 pasta di semola di grano duro 1 kg",,,2.25 € / kg,,,confezionati alimentari,,,1.0 kg
23964,"alce nero, passata di pomodoro 500 g",alce nero polpa di pomodoro 500 g,,4.90 € / kg,4.78 € / kg,,confezionati alimentari,prodotti biologici,,0.5 kg
23965,"eridania, zefiro zucchero a velo 140 g",,,6.36 € / kg,,,confezionati alimentari,,,0.14 kg
23966,"smart, riso a chicco lungo 5 kg",,,1.10 € / kg,,,confezionati alimentari,,,5.0 kg
23967,"star, saikebon pollo e verdure 60 g",,Star Saikebon Noodles Pollo 60 g,26.51 € / kg,,22.50 € / Kg,confezionati alimentari,,Piatti pronti,0.06 kg
23968,"cirio, passata verace di pomodoro 540 g",,,2.58 € / kg,,,confezionati alimentari,,,0.54 kg
23969,"casar, pomodori pelati 400 g",,,2.93 € / kg,,,confezionati alimentari,,,0.4 kg
23970,"smart, riso basmati 2 kg",,,2.20 € / kg,,,confezionati alimentari,,,2.0 kg
23971,"barilla, spaghetti n. 5 pasta di semola di grano duro 500 g",pasta di semola di grano duro,,2.50 € / kg,2.14 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
23972,"barilla, pesto alla genovese senza aglio 190 g",barilla pesto alla genovese senza aglio 190g,Pesto alla Genovese Senza Aglio 190 g Conad,11.01 € / kg,13.63 € / kg,7.32 € / Kg,confezionati alimentari,condimenti e conserve,Condimenti e conserve,0.19 kg
23973,"valfrutta, ceci 360 g - peso netto sgocc. 230 g",,,5.61 € / kg,,,confezionati alimentari,,,0.23 kg
23974,"smart, fagioli cannellini conf. 3x400 g - peso netto sgocc. 3x240 g",,,2.05 € / kg,,,confezionati alimentari,,,0.72 kg
23975,"smart, ceci conf. 3x400 g - peso netto sgocc. 3x240 g",,,2.05 € / kg,,,confezionati alimentari,,,0.72 kg
23976,"barilla, semola grano duro 300 g",,,3.41 € / kg,,,confezionati alimentari,,,0.3 kg
23977,"smart, pomodori a cubetti conf. 3x400 g",,,1.25 € / kg,,,confezionati alimentari,,,1.2 kg
23978,"calvè, classica 450 ml",,,5.76 € / l,,,confezionati alimentari,,,
23979,"smart, fagioli borlotti conf. 3x400 g - peso netto sgocc. 3x240 g",,,2.05 € / kg,,,confezionati alimentari,,,0.72 kg
23980,"cuore di, farina di grano tenero tipo 0 manitoba 1 kg","carrefour farina di grano tenero tipo ""0"" tipo manitoba 1 kg",Farina Manitoba Tipo 0 1 kg Conad,1.92 € / kg,1.19 € / kg,1.15 € / Kg,confezionati alimentari,pasta riso e farina,Preparazioni dolci e salate,1.0 kg
23981,"smart, doppio concentrato di pomodoro 200 g",,,3.75 € / kg,,,confezionati alimentari,,,0.2 kg
23982,"molino mettone, farina di grano tenero tipo 00 500 g",,,1.98 € / kg,,,confezionati alimentari,,,0.5 kg
23983,"calvé, ketchup 250 ml",,,6.36 € / l,,,confezionati alimentari,,,
23984,"il molino chiavazza, amizea amido di mais 250 g",,,3.96 € / kg,,,confezionati alimentari,,,0.25 kg
23985,"barilla, ragù alla bolognese 295 g",,,8.31 € / kg,,,confezionati alimentari,,,0.295 kg
23986,"rummo, fusilli n. 48 pasta di semola di grano duro 500 g",,,3.18 € / kg,,,confezionati alimentari,,,0.5 kg
23987,"rizzoli, riserva di famiglia filetti di alici mar adriatico in olio di oliva 40 g",,,42.25 € / kg,,,confezionati alimentari,,,0.04 kg
23988,"star, il mio brodo di carne mista 1 l",star il mio brodo di carne mista 1000 ml,CONAD Brodo di Carne Mista 1 l,0.01 € / ml,2.45 € / l,1.49 € / L,confezionati alimentari,condimenti e conserve,Condimenti e conserve,1.0 l
23989,"calvé, classica 250 ml",,,8.76 € / l,,,confezionati alimentari,,,
23990,"star, il mio dado vegetale 10 dadi 100 g",star il mio dado vegetale -30% sale# 10 dadi 100 g,Star il mio Dado Vegetale 10 Dadi 100 g,13.80 € / kg,15.50 € / kg,13.90 € / Kg,confezionati alimentari,condimenti e conserve,Condimenti e conserve,0.1 kg
23991,"barilla, spaghettini n. 3 pasta di semola di grano duro 1 kg",,,2.25 € / kg,,,confezionati alimentari,,,1.0 kg
23992,"barral, olive verdi denocciolate 170 g - peso netto sgocc. 100 g",,,9.90 € / kg,,,confezionati alimentari,,,0.1 kg
23993,"barilla, linguine n. 13 pasta di semola di grano duro 500 g",,,2.50 € / kg,,,confezionati alimentari,,,0.5 kg
23994,"polenta valsugana, la classica conf. 2x190 g",,,7.29 € / kg,,,confezionati alimentari,,,0.38 kg
23995,"cuore, olio di mais 1 l",,,5.57 € / l,,,confezionati alimentari,,,1.0 l
23996,"calvé, classica maionese 225 ml",,,8.85 € / l,,,confezionati alimentari,,,
23997,"rummo, penne rigate n. 66 pasta di semola di grano duro 500 g",rummo penne rigate n° 66 500 g,,3.18 € / kg,3.30 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
23998,"barral, olive nere tipo greco 125 g",,,7.92 € / kg,,,confezionati alimentari,,,0.125 kg
23999,"mutti, passata di pomodoro al basilico 700 g",mutti passata mutti di pomodoro al basilico 700 g,,2.85 € / kg,3.07 € / kg,,confezionati alimentari,condimenti e conserve,,0.7 kg
24000,"smart, sugo alla bolognese 500 g",,,3.06 € / kg,,,confezionati alimentari,,,0.5 kg
24001,"la russolillo, passata di pomodoro biologica 330 g",,,3.00 € / kg,,,confezionati alimentari,,,0.33 kg
24002,"neri, olive nere denocciolate 300 g - peso netto sgocc. 135 g",,,21.86 € / kg,,,confezionati alimentari,,,0.135 kg
24003,"smart, penne rigate n. 26 1 kg",,,1.19 € / kg,,,confezionati alimentari,,,1.0 kg
24004,"rio mare, filo d'olio tonno all'olio d'oliva conf. 4x65 g",,,19.20 € / kg,,,confezionati alimentari,,,0.26 kg
24005,"barilla, sugo con basilico 295 g",,,5.60 € / kg,,,confezionati alimentari,,,0.295 kg
24006,"mutti, le verdurine salsina di pomodoro e verdurine 140 g",,,9.22 € / kg,,,confezionati alimentari,,,0.14 kg
24007,"smart, filetti di sgombro occhione all'olio di semi di girasole 125 g",,,9.52 € / kg,,,confezionati alimentari,,,0.125 kg
24008,"smart, tonno all'olio di semi di girasole conf. 3x80 g",,,8.67 € / kg,,,confezionati alimentari,,,0.24 kg
24009,"molino di ferro, polenta gialla 375 g",,,5.31 € / kg,,,confezionati alimentari,,,0.375 kg
24010,"bonduelle, piselli piccolini al vapore conf. 3x160 g - peso netto sgocc. 3x140 g",,,7.91 € / kg,,,confezionati alimentari,,,0.42 kg
24011,"molino mettone, farina di grano tenero tipo 0 ideale per pizza 1 kg",,,1.86 € / kg,,,confezionati alimentari,,,1.0 kg
24012,"rummo, spaghetti n. 3 pasta di semola di grano duro 500 g",pasta di semola di grano duro,,3.18 € / kg,2.14 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24013,"paneangeli, mastro fornaio lievito di birra conf. 5x7 g",,,54.86 € / kg,,,confezionati alimentari,,,0.007 kg
24014,"barilla, mezze penne rigate n. 70 pasta di semola di grano duro 1 kg",,,2.25 € / kg,,,confezionati alimentari,,,1.0 kg
24015,"molino mettone, farina di grano tenero tipo 0 1 kg",,,1.29 € / kg,,,confezionati alimentari,,,1.0 kg
24016,"cirio, passata verace di pomodoro 700 g",cirio passata verace 700 g,Cirio Passata Verace 700 g,2.71 € / kg,2.84 € / kg,2.7 € / Kg,confezionati alimentari,condimenti e conserve,Condimenti e conserve,0.7 kg
24017,"barilla, farfalle pasta di semola di grano duro 500 g",pasta di semola di grano duro,Pasta di Semola di Grano Duro N°265 Farfalle 500 g Conad,2.50 € / kg,2.14 € / kg,1.38 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
24018,"smart, sugo al pomodoro e basilico 500 g",,,2.62 € / kg,,,confezionati alimentari,,,0.5 kg
24019,"tulipano, gocce di cioccolato extra fondente 250 g",,,11.56 € / kg,,,confezionati alimentari,,,0.25 kg
24020,"calvé, classica 430 ml",,,5.56 € / l,,,confezionati alimentari,,,
24021,"valfrutta, fagioli borlotti italiani lavorati freschi conf. 2x400 g - peso netto sgocc. 2x250 g",,,5.40 € / kg,,,confezionati alimentari,,,0.5 kg
24022,"heinz ,tomato ketchup top down 570 g",,,4.90 € / kg,,,confezionati alimentari,,,0.57 kg
24023,"risoalmo, riso carnaroli 1 kg",,,4.39 € / kg,,,confezionati alimentari,,,1.0 kg
24024,"de cecco, spaghetti n. 12 pasta di semola di grano duro 500 g",de cecco spaghetti n°12 500 g,,1.56 € / kg,3.38 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24025,"barilla, spaghetti n.3 pasta di semola di grano duro 500 g",pasta di semola di grano duro,,2.50 € / kg,2.14 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24026,"cirio, la rustica passata di pomodoro 680 g",cirio la rustica passata 680 g,Cirio la Rustica Passata 680 g,3.14 € / kg,3.31 € / kg,3.07 € / Kg,confezionati alimentari,condimenti e conserve,Condimenti e conserve,0.68 kg
24027,"fratelli alfano, pomodorini interi con basilico 400 g",,,2.73 € / kg,,,confezionati alimentari,,,0.4 kg
24028,"smart, spaghetti n. 13 1 kg",,,1.19 € / kg,,,confezionati alimentari,,,1.0 kg
24029,"polli, in cucina! olive nere denocciolate conf. 2x50 g",,,18.10 € / kg,,,confezionati alimentari,,,0.1 kg
24030,"rio mare, super naturale tonno conf. 3x56 g + 1 gratis",,,27.92 € / kg,,,confezionati alimentari,,,0.168 kg
24031,"puertos, tonno all'olio di oliva conf. 3x80 g",,,9.13 € / kg,,,confezionati alimentari,,,0.24 kg
24032,"alce nero, legumi lessati ceci 300 g - peso netto sgocc. 220 g",,,12.69 € / kg,,,confezionati alimentari,,,0.22 kg
24033,"molini pivetti, farina di grano tenero ""00"" milleusi antigrumi 1 kg",,,1.59 € / kg,,,confezionati alimentari,,,1.0 kg
24034,"orco, maionese conf. 6x15 g",,,15.45 € / kg,,,confezionati alimentari,,,0.09 kg
24035,"barilla, fusilli n. 98 pasta di semola di grano duro 1 kg",,,2.25 € / kg,,,confezionati alimentari,,,1.0 kg
24036,"barilla, penne rigate n. 73 pasta di semola di grano duro 1 kg",,,2.25 € / kg,,,confezionati alimentari,,,1.0 kg
24037,"smart, filetti di acciughe del pacifico in olio di semi di girasole 140 g",,,16.15 € / kg,,,confezionati alimentari,,,0.14 kg
24038,"barilla, mezze maniche rigate n. 84 pasta di semola di grano duro 500 g",barilla pasta mezze maniche rigate n.84 100% grano italiano 500g,Pasta di Semola di Grano Duro N°84 Mezze Maniche Rigate 500 g Conad,2.50 € / kg,2.50 € / kg,1.38 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
24039,"star, il mio dado classico -30% di sale 10 dadi 100 g",star il mio dado vegetale -30% sale# 10 dadi 100 g,Star il mio Dado Classico -30% di Sale# 10 Dadi 100 g,14.50 € / kg,15.50 € / kg,12.90 € / Kg,confezionati alimentari,condimenti e conserve,Condimenti e conserve,0.1 kg
24040,"smart, ketchup 560 g",,,1.95 € / kg,,,confezionati alimentari,,,0.56 kg
24041,"star, il mio brodo di manzo 1 l",star il mio brodo di manzo 1000 ml,Star il mio Brodo di Manzo 1000 ml,2.35 € / l,2.45 € / l,2.19 € / L,confezionati alimentari,condimenti e conserve,Condimenti e conserve,1.0 l
24042,"smart, polenta subito pronta 500 g",,,1.00 € / kg,,,confezionati alimentari,,,0.5 kg
24043,"del colle, couscous granelli grossi 500 g",,,4.38 € / kg,,,confezionati alimentari,,,0.5 kg
24044,"rio mare, tonno all'olio d'oliva conf. 3x120 g + 1 gratis",,,23.87 € / kg,,,confezionati alimentari,,,0.36 kg
24045,"alce nero, polpa di pomodoro biologica 500 g",alce nero polpa di pomodoro 500 g,,5.70 € / kg,4.78 € / kg,,confezionati alimentari,prodotti biologici,,0.5 kg
24046,"bonduelle, mais conf. 3x200 g - peso netto sgocc. 3x165 g",,,5.20 € / kg,,,confezionati alimentari,,,0.495 kg
24047,"barilla, pipe rigate n. 91 pasta di semola di grano duro 500 g",barilla pasta pipe rigate n.91 100% grano italiano 500g,Pasta di Semola di Grano Duro N°91 Pipe Rigate 500 g Conad,2.50 € / kg,2.50 € / kg,1.38 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
24048,"cannamela, pepe nero gigante 40 g",,,50.50 € / kg,,,confezionati alimentari,,,0.04 kg
24049,"giacomini, aquilotto gelatina in fogli 25 g",,,63.60 € / kg,,,confezionati alimentari,,,0.025 kg
24050,"smart, olive nere denocciolate in salamoia 350 g - peso netto sgocc. 150 g",,,5.94 € / kg,,,confezionati alimentari,,,0.15 kg
24051,"mutti, pomodori pelati conf. 2x400 g",,,3.29 € / kg,,,confezionati alimentari,,,0.8 kg
24052,"moretti, farina di granoturco bramata 500 g",,,1.98 € / kg,,,confezionati alimentari,,,0.5 kg
24053,"moro, pizzoccheri della valtellina igp di grano saraceno 700 g",,,3.56 € / kg,,,confezionati alimentari,,,0.7 kg
24054,"pedon, easyglut farina di riso 250 g",,,4.88 € / kg,,,confezionati alimentari,,,0.25 kg
24055,"knorr, cuore di brodo vegetale conf. 4x28 g",,Knorr Cuore di Brodo Vegetale 4 x 28 g,14.11 € / kg,,12.41 € / Kg,confezionati alimentari,,Condimenti e conserve,0.112 kg
24056,"casato estense, aceto balsamico di modena igp 500 ml",,,5.98 € / l,,,confezionati alimentari,,,
24057,"calvé, salsa barbecue 285 g",,,7.16 € / l,,,confezionati alimentari,,,0.285 kg
24058,"de cecco, penne rigate n. 41 pasta di semola di grano duro 500 g",de cecco penne rigate n°41 500 g,,1.56 € / kg,3.38 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24059,"rummo, gnocchi di patate 500 g",rummo gnocchi di patate 500 g,Gnocchi di Patate 500 g Conad,2.38 € / kg,3.58 € / kg,1.98 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
24060,"smart, salsa tipo maionese 1 kg",,,3.18 € / kg,,,confezionati alimentari,,,1.0 kg
24061,"smart, lenticchie conf. 3x400 g - peso netto sgocc. 3x240 g",,,2.25 € / kg,,,confezionati alimentari,,,0.72 kg
24062,"bauer, brodo vegetale biologico 6 dadi 60 g",,,45.84 € / kg,,,confezionati alimentari,,,0.06 kg
24063,"barilla, pennette rigate n. 72 pasta di semola di grano duro 1 kg",,,2.25 € / kg,,,confezionati alimentari,,,1.0 kg
24064,"eridania, zefiro zucchero a velo vaniglinato 140 g",,,8.15 € / kg,,,confezionati alimentari,,,0.14 kg
24065,"il molino chiavazza, farina di ceci 500 g",il molino chiavazza farina di riso 500 g,,4.60 € / kg,2.58 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24066,"casar, passata di pomodoro 680 g",,,2.58 € / kg,,,confezionati alimentari,,,0.68 kg
24067,"smart, elicoidali n. 23 1 kg",,,1.19 € / kg,,,confezionati alimentari,,,1.0 kg
24068,"smart, piselli conf. 3x400 g - peso netto sgocc. 3x240 g",,,2.05 € / kg,,,confezionati alimentari,,,0.72 kg
24069,"barilla, tortiglioni n. 83 pasta di semola di grano duro 1 kg",,,2.25 € / kg,,,confezionati alimentari,,,1.0 kg
24070,"palve, polenta tagliata 500 g",,,2.58 € / kg,,,confezionati alimentari,,,0.5 kg
24071,"ponti, aceto di vino rosso 1 l",ponti aceto di vino rosso 1 l,Aceto di Vino Rosso 1 l Conad,0.99 € / l,0.99 € / l,0.94 € / L,confezionati alimentari,condimenti e conserve,Condimenti e conserve,1.0 l
24072,"eurofood, pronto limone igp 250 ml",,,6.60 € / l,,,confezionati alimentari,,,
24073,"barilla, mezze penne rigate n. 70 pasta di semola di grano duro 500 g",barilla pasta mezze penne rigate n.70 100% grano italiano 500g,Pasta di Semola di Grano Duro N°70 Mezze Penne Rigate 500 g Conad,2.50 € / kg,2.50 € / kg,1.38 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
24074,"orco, ketchup classico monodose conf. 6x15 g",,,15.45 € / kg,,,confezionati alimentari,,,0.09 kg
24075,"ponti, glassa gastronomica all'aceto balsamico di modena igp 145 g",,,12.35 € / kg,,,confezionati alimentari,,,0.145 kg
24076,"pedon, tulipano fecola di patate 250 g",,,3.16 € / kg,,,confezionati alimentari,,,0.25 kg
24077,"riso scotti, gran selezione riso superfino carnaroli 1 kg",riso scotti carnaroli 1 kg,,5.98 € / kg,5.29 € / kg,,confezionati alimentari,pasta riso e farina,,1.0 kg
24078,"smart, filetti di tonno all'olio di oliva 200 g",,,16.40 € / kg,,,confezionati alimentari,,,0.2 kg
