,Esselunga,Carrefour,Conad,Esselunga price,Carrefour price,Conad price,Esselunga category,Carrefour category,Conad category,Quantity
24079,"heinz, maionese originale top down 395 g",,,8.98 € / l,,,confezionati alimentari,,,0.395 kg
24080,"rummo, senza glutine spaghetti n. 3 pasta di riso integrale mais bianco e mais giallo 400 g",,,6.13 € / kg,,,confezionati alimentari,,,0.4 kg
24081,"star, tigullio granpesto alla genovese senz'aglio 90 g",,,19.78 € / kg,,,confezionati alimentari,,,0.09 kg
24082,"barilla, piccolini mini pipe rigate pasta di semola di grano duro 500 g",,,2.90 € / kg,,,confezionati alimentari,,,0.5 kg
24083,"la torrente, passata di pomodoro tradizionale 700 g",,,2.56 € / kg,,,confezionati alimentari,,,0.7 kg
24084,"calvé, raffinata 150 ml",,,12.61 € / l,,,confezionati alimentari,,,
24085,"mutti, pomodorini datterini conf. 2x220 g",,,4.71 € / kg,,,confezionati alimentari,,,0.44 kg
24086,"barilla, bucatini n. 9 pasta di semola di grano duro 500 g",pasta di semola di grano duro,Pasta di Semola di Grano Duro N°9 Bucatini 500 g Conad,2.50 € / kg,2.14 € / kg,1.38 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
24087,"rio mare, insalatissime messicana e tonno conf. 2x160 g",,,17.79 € / kg,,,confezionati alimentari,,,0.32 kg
24088,"nonna pasticciera, mandorle finemente macinate 125 g",,,23.92 € / kg,,,confezionati alimentari,,,0.125 kg
24089,"barilla, piccolini mini farfalle pasta di semola di grano duro 500 g",,Barilla Piccolini Grano Italiano Mini Farfalle 500g,2.90 € / kg,,2.70 € / Kg,confezionati alimentari,,Pasta e riso,0.5 kg
24090,"smart, cetrioli aromatizzati all'aceto di vino 700 g - peso sgocc. 380 g",,,3.98 € / kg,,,confezionati alimentari,,,0.38 kg
24091,"de cecco, fusilli n. 34 pasta di semola di grano duro 500 g",de cecco fusilli n°34 500 g,,1.56 € / kg,3.38 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24092,"biffi, maionese biologica 143 g",,Maionese 143 g Conad,15.32 € / kg,,6.92 € / Kg,confezionati alimentari,,Condimenti e conserve,0.143 kg
24093,"melchiori, aceto di mele 75 cl",,,2.92 € / l,,,confezionati alimentari,,,75.0 cl
24094,"barilla, capellini n. 1 pasta di semola di grano duro 500 g",pasta di semola di grano duro,,2.50 € / kg,2.14 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24095,"valfrutta, fagiolini medi italiani 400 g - peso netto sgocc. 220 g",,,5.41 € / kg,,,confezionati alimentari,,,0.22 kg
24096,"rio mare, tonno all'olio di oliva pescato a canna conf. 3x80g + 1 gratis",,,23.71 € / kg,,,confezionati alimentari,,,0.24 kg
24097,"valfrutta, borlotti italiani lavorati freschi 360 g - peso netto sgocc. 240 g",,,5.38 € / kg,,,confezionati alimentari,,,0.24 kg
24098,"de cecco, olio extra vergine di oliva classico 1 l",,,6.99 € / l,,,confezionati alimentari,,,1.0 l
24099,"la molisana, semola rimacinata di grano duro 1 kg",carrefour semola di grano duro rimacinata 1 kg,Semola di grano duro Rimacinata 1 kg Conad,1.99 € / kg,1.35 € / kg,1.39 € / Kg,confezionati alimentari,pasta riso e farina,Preparazioni dolci e salate,1.0 kg
24100,"sahara, cous cous medio 500 g",barilla cous cous 500 g,,3.98 € / kg,4.70 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24101,"barilla, integrale spaghetti pasta di semola di grano duro 500 g",pasta di semola di grano duro,,3.10 € / kg,2.14 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24102,"knorr, brodo granulare verdure 250 g",knorr brodo granulare classico 250 g,,13.60 € / kg,13.96 € / kg,,confezionati alimentari,condimenti e conserve,,0.25 kg
24103,"colfiorito natura, lenticchie dell'umbria 500 g",,,7.98 € / kg,,,confezionati alimentari,,,0.5 kg
24104,"mutti, salsa pronta classica 300 g",mutti salsa pronta classica 300 g,,6.31 € / kg,6.83 € / kg,,confezionati alimentari,condimenti e conserve,,0.3 kg
24105,"barilla, sugo all'arrabbiata 295 g",,,5.60 € / kg,,,confezionati alimentari,,,0.295 kg
24106,"nicoli, polenta bergamasca 1 kg",,,1.90 € / kg,,,confezionati alimentari,,,1.0 kg
24107,"smart, tagliatelle n.116 pasta all'uovo 500 g",,,2.58 € / kg,,,confezionati alimentari,,,0.5 kg
24108,"inproba, salsa di soia 150 ml",,,13.27 € / l,,,confezionati alimentari,,,
24109,"monini, olio extra vergine di oliva classico 1 l",monini classico olio extra vergine di oliva 1 l,,7.99 € / l,7.89 € / l,,confezionati alimentari,condimenti e conserve,,1.0 l
24110,"knorr, cuore di brodo vegetale-25% di sale conf. 4x28 g",knorr cuore di brodo vegetale -25% di sale ** 4 x 28 g,Knorr Cuore di Brodo Vegetale -25% di Sale ** 4 x 28 g,13.22 € / kg,15.09 € / kg,12.41 € / Kg,confezionati alimentari,condimenti e conserve,Condimenti e conserve,0.112 kg
24111,"calvé, salsa burger 250 ml",,,7.16 € / l,,,confezionati alimentari,,,
24112,"kikkoman, salsa di soia 150 ml",,,26.61 € / l,,,confezionati alimentari,,,
24113,"zuccato, crauti con olio extra-vergine di oliva 385 g",,,6.21 € / kg,,,confezionati alimentari,,,0.385 kg
24114,"valfrutta, cannellini conf. 2x400 g - peso netto sgocc. 2x240 g",,,5.63 € / kg,,,confezionati alimentari,,,0.48 kg
24115,"alce nero, fagioli cannellini 300 g - peso netto sgocc. 220 g",,,12.69 € / kg,,,confezionati alimentari,,,0.22 kg
24116,"rummo, le leggendarie calamarata n. 141 pasta di semola di grano duro 500 g",,,2.78 € / kg,,,confezionati alimentari,,,0.5 kg
24117,"cirio, la rustica passata 350 g",,,4.15 € / kg,,,confezionati alimentari,,,0.35 kg
24118,"star, tigullio granpesto alla genovese 90 g",,,19.78 € / kg,,,confezionati alimentari,,,0.09 kg
24119,"rio mare, leggero tonno conf. 3x60 g",,,27.73 € / kg,,,confezionati alimentari,,,0.18 kg
24120,"riso di nori, carnaroli semilavorato 1 kg",,,3.99 € / kg,,,confezionati alimentari,,,1.0 kg
24121,"barilla, integrale penne rigate pasta di semola di grano duro 500 g",,,3.10 € / kg,,,confezionati alimentari,,,0.5 kg
24122,"star, saikebon yakisoba classic 93 g",saikebon noodles yakisoba pollo 93 g,Saikebon Noodles Yakisoba Verdure 93 g,21.40 € / kg,18.17 € / kg,9.89 € / Kg,confezionati alimentari,pasta riso e farina,Piatti pronti,0.093 kg
24123,"barilla, ragù classico conf. 2x180 g",,,8.31 € / kg,,,confezionati alimentari,,,0.36 kg
24124,"torre antica, olio extra vergine di oliva 1 l",,,5.99 € / l,,,confezionati alimentari,,,1.0 l
24125,"voiello, il fusillo n. 141 pasta di semola di grano duro 500 g",,,3.70 € / kg,,,confezionati alimentari,,,0.5 kg
24126,"valsoia, bontà e salute condisoia maionese senza uova 150 ml",,,17.27 € / l,,,confezionati alimentari,,,
24127,"smart, ditali n. 59 pasta di semola di grano duro 1 kg",,,1.19 € / kg,,,confezionati alimentari,,,1.0 kg
24128,"rio mare, tonno all'olio di oliva conf. 4x80 g",rio mare tonno all'olio di oliva 4 x 80 g,,20.29 € / kg,20.28 € / kg,,confezionati alimentari,condimenti e conserve,,0.32 kg
24129,"rummo, farfalle n. 85 pasta di semola di grano duro 400 g",,,3.18 € / kg,,,confezionati alimentari,,,0.4 kg
24130,"annalisa, grano cotto per pastiera 550 g",,,2.35 € / kg,,,confezionati alimentari,,,0.55 kg
24131,"barilla, emiliane lasagne all'uovo 250 g",,,5.80 € / kg,,,confezionati alimentari,,,0.25 kg
24132,"leprotto, zafferano sapore deciso conf. 4x0,16 g",,,9828.13 € / kg,,,confezionati alimentari,,,0.00064 kg
24133,"pedon, dalla buona terra lenticchie rosse 500 g",,,5.38 € / kg,,,confezionati alimentari,,,0.5 kg
24134,"il portico, olio di oliva 1 l",,,5.79 € / l,,,confezionati alimentari,,,1.0 l
24135,"cannamela, tappo macina pepe nero 28 g",,,99.65 € / kg,,,confezionati alimentari,,,0.028 kg
24136,"voiello, la mezza manica rigata n. 122 pasta di semola di grano duro 500 g",,Voiello la Mezza Manica Rigata 500g,3.70 € / kg,,3.58 € / Kg,confezionati alimentari,,Pasta e riso,0.5 kg
24137,"nissin, soba wok style classic 109 g",,,13.77 € / kg,,,confezionati alimentari,,,0.109 kg
24138,"fratelli alfano, pomodori pelati con basilico 400 g",,,2.88 € / kg,,,confezionati alimentari,,,0.4 kg
24139,"barilla, pasta penne rigate n.73 pasta di semola di grano duro 500 g",barilla pasta penne rigate n.73 100% grano italiano 500g,Pasta di Semola di Grano Duro N°73 Penne Rigate 500 g Conad,2.50 € / kg,2.50 € / kg,1.38 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
24140,"le conserve della nonna, ceci giganti 700 g - peso netto sgocc. 460 g",,,4.77 € / kg,,,confezionati alimentari,,,0.46 kg
24141,"suzi wan, latte di noce di cocco 200 ml",,,17.25 € / l,,,confezionati alimentari,,,
24142,"heinz, tomato ketchup - meno zucchero e sale 220 ml",,,9.51 € / l,,,confezionati alimentari,,,
24143,"voiello, la penna doppia rigatura n. 152 pasta di semola di grano duro 500 g",,,3.70 € / kg,,,confezionati alimentari,,,0.5 kg
24144,"knorr, dado classico 18 dadi 180 g",,,13.06 € / kg,,,confezionati alimentari,,,0.18 kg
24145,"rummo, senza glutine penne rigate n. 66 pasta di riso integrale mais bianco e mais giallo 400 g",,,6.13 € / kg,,,confezionati alimentari,,,0.4 kg
24146,"rio mare, grigliati filetti di sgombro all'olio extra vergine di oliva 120 g",rio mare filetti di sgombro all'olio extra vergine di oliva grigliati 120 g,Filetti di Sgombro Grigliati all'Olio Extra Vergine di Oliva (10%) 120 g Conad,24.92 € / kg,24.92 € / kg,16.25 € / Kg,confezionati alimentari,condimenti e conserve,Pesce e sushi,0.12 kg
24147,"knorr, dado vegetale 18 dadi 180 g",,,13.06 € / kg,,,confezionati alimentari,,,0.18 kg
24148,"zuccato, crauti al naturale 385 g",,,5.04 € / kg,,,confezionati alimentari,,,0.385 kg
24149,"maggi, dado classico preparato per brodo 21 dadi 210 g",,,8.72 € / kg,,,confezionati alimentari,,,0.21 kg
24150,"smart, riso carnaroli 1 kg",carrefour classic riso carnaroli 1 kg,,2.59 € / kg,3.49 € / kg,,confezionati alimentari,pasta riso e farina,,1.0 kg
24151,"casar, polpadoro finissima conf. 3x400 g",,,2.00 € / kg,,,confezionati alimentari,,,1.2 kg
24152,"barilla, sugo con pomodoro e datterini 295 g",,,5.60 € / kg,,,confezionati alimentari,,,0.295 kg
24153,"ortolina, doppio concentrato di pomodoro 410 g",,,4.37 € / kg,,,confezionati alimentari,,,0.41 kg
24154,"f.lli rebecchi valtrebbia, aroma gusto vaniglia 5 ml",,,298.00 € / l,,,confezionati alimentari,,,
24155,"valfrutta, oro mais dolce conf. 3x160 g - peso netto sgocc. 3x140 g",,,9.41 € / kg,,,confezionati alimentari,,,0.42 kg
24156,"zàini, emilia gocce di cioccolato fondente extra 70% cacao 180 g",,,18.45 € / kg,,,confezionati alimentari,,,0.18 kg
24157,"d'amico montello, lenticchie condite da ""lenticchia di castelluccio di norcia igp""  400 g - peso netto sgocc. 220 g",,,7.00 € / kg,,,confezionati alimentari,,,0.22 kg
24158,"fiorentini, gli originali bio fiocchi di avena integrali 350 g",,,5.69 € / kg,,,confezionati alimentari,,,0.35 kg
24159,"zuccato, cetrioli agrodolci 1 kg - peso netto sgocc. 545 g",,,6.96 € / kg,,,confezionati alimentari,,,0.545 kg
24160,"delicius, superior filetti di alici all'olio di oliva 80 g",,,49.88 € / kg,,,confezionati alimentari,,,0.08 kg
24161,"pistì, crema spalmabile al pistacchio 200 g",,,28.45 € / kg,,,confezionati alimentari,,,0.2 kg
24162,"balena, pasta d'acciughe 90 g",,,37.67 € / kg,,,confezionati alimentari,,,0.09 kg
24163,"delverde, capelli d'angelo a nido n. 78 pasta di semola di grano duro 250 g",,,5.16 € / kg,,,confezionati alimentari,,,0.25 kg
24164,cappero igp di pantelleria al sale marino 100 g,,,29.90 € / kg,,,confezionati alimentari,,,0.1 kg
24165,"polli, olive verdi e nere a rondelle conf. 2x50 g",,,18.10 € / kg,,,confezionati alimentari,,,0.1 kg
24166,"nissin, soba wok style chilli 111 g",,,13.52 € / kg,,,confezionati alimentari,,,0.111 kg
24167,"simmenthal, carne bovina lessata in gelatina vegetale conf. 2x140 g",,,15.33 € / kg,,,confezionati alimentari,,,0.28 kg
24168,"valfrutta, ceci italiani conf. 2x400 g - peso netto sgocc. 2x240 g",,,5.63 € / kg,,,confezionati alimentari,,,0.48 kg
24169,"il salino di puglia, sale grosso iodato 1 kg",,,0.59 € / kg,,,confezionati alimentari,,,1.0 kg
24170,"rio mare, con gusto fagioli e tonno conf. 2x160 g",,,9.97 € / kg,,,confezionati alimentari,,,0.32 kg
24171,"rummo, lenticchie rosse e riso integrale pennette rigate n. 70 300 g",,,9.51 € / kg,,,confezionati alimentari,,,0.3 kg
24172,"barilla, integrale fusilli pasta di semola di grano duro 500 g",pasta di semola di grano duro,,3.10 € / kg,2.14 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24173,"rummo, elicoidali n. 49 pasta di semola di grano duro 500 g",rummo elicoidali n° 49 500 g,,3.18 € / kg,3.30 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24174,"cirio, la finissima polpa di pomodoro conf. 3x400 g",,,2.76 € / kg,,,confezionati alimentari,,,1.2 kg
24175,"nonna pasticciera, cocco grattugiato 250 g",,,11.96 € / kg,,,confezionati alimentari,,,0.25 kg
24176,"voiello, lo spaghetto n. 104 pasta di semola di grano duro 500 g",,,3.70 € / kg,,,confezionati alimentari,,,0.5 kg
24177,"fattoria dei sapori, sciroppo d'acero 250 g",,,0.03 € / ml,,,confezionati alimentari,,,0.25 kg
24178,"gemma di mare, gli integrali sale marino del mediterraneo fino 1 kg",gemma di mare gli integrali sale marino del mediterraneo grosso 1000 g,,0.84 € / kg,0.85 € / kg,,confezionati alimentari,condimenti e conserve,,1.0 kg
24179,"rio mare, grigliati filetti di sgombro al naturale 120 g",rio mare filetti di sgombro al naturale grigliati 120 g,Filetti di Sgombro Grigliati al Naturale 120 g Conad,24.92 € / kg,24.92 € / kg,16.25 € / Kg,confezionati alimentari,condimenti e conserve,Pesce e sushi,0.12 kg
24180,"de cecco, zitone n. 19 pasta di semola di grano duro 500 g",,,1.56 € / kg,,,confezionati alimentari,,,0.5 kg
24181,"valfrutta, piselli medi italiani conf. 2x410 g - peso netto sgocc. 2x270 g",,,5.38 € / kg,,,confezionati alimentari,,,0.54 kg
24182,"garofalo, tutto il buono della farina w 350 1 kg",garofalo tutto il buono della farina w 170 1 kg,,2.15 € / kg,1.65 € / kg,,confezionati alimentari,pasta riso e farina,,1.0 kg
24183,"fratelli merano, olive taggiasche denocciolate in salamoia 280 g - peso netto sgocc. 130 g",,,34.54 € / kg,,,confezionati alimentari,,,0.13 kg
24184,"gallo, basmati profumato 500 g",gallo basmati profumato da agricoltura sostenibile 500 g,,7.38 € / kg,7.18 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24185,"nissin, soba wok style teriyaki 110 g",,,0.02 € / g,,,confezionati alimentari,,,0.11 kg
24186,"coelsanus, capperi sottolio 90 g",,,19.89 € / kg,,,confezionati alimentari,,,0.09 kg
24187,"save, salsa di soia a ridotto contenuto di sale 150 ml",,,19.27 € / l,,,confezionati alimentari,,,
24188,"calvé, ketchup 430 ml",,,5.56 € / l,,,confezionati alimentari,,,
24189,"zucchi, olio di semi di girasole 2 l",,,3.50 € / l,,,confezionati alimentari,,,2.0 l
24190,"cannamela, pepe nero macinato 28 g",,,80.36 € / kg,,,confezionati alimentari,,,0.028 kg
24191,"rummo, le biologiche integrali penne rigate n. 66 500 g",rummo penne rigate n° 66 500 g,Rummo Penne rigate n° 66 500 g,3.98 € / kg,3.30 € / kg,3.18 € / Kg,confezionati alimentari,pasta riso e farina,Pasta e riso,0.5 kg
24192,"riso scotti, selezione speciale basmati profumato 500 g",riso scotti basmati profumato 500 g,,3.98 € / kg,6.78 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24193,"star, il mio dado vegetale 20 dadi 200 g",star il mio dado vegetale 20 dadi 200 g,Knorr Dado Vegetale 20 Dadi 200 g,11.65 € / kg,12.25 € / kg,9.95 € / Kg,confezionati alimentari,condimenti e conserve,Condimenti e conserve,0.2 kg
24194,"barilla, senza glutine penne rigate pasta di mais bianco mais giallo e riso 400 g",,,4.63 € / kg,,,confezionati alimentari,,,0.4 kg
24195,"voiello, gran fusilli n. 180 pasta di semola di grano duro 500 g",,,3.70 € / kg,,,confezionati alimentari,,,0.5 kg
24196,"molino rossetto, farina tipo 00 750 g",,,2.88 € / kg,,,confezionati alimentari,,,0.75 kg
24197,"delverde, tagliatelle n. 82 pasta di semola di grano duro 250 g",,,5.16 € / kg,,,confezionati alimentari,,,0.25 kg
24198,"rio mare, insalatissime delizia di mais e tonno conf. 2x160 g",,,17.79 € / kg,,,confezionati alimentari,,,0.32 kg
24199,"smart, funghi champignon in olio di semi di girasole 535 g",,,5.89 € / kg,,,confezionati alimentari,,,0.535 kg
24200,"granoro, dedicato le specialità di attilio gnocchetti sardi n. 51 pasta di semola di grano duro 500 g",,,2.58 € / kg,,,confezionati alimentari,,,0.5 kg
24201,"simmenthal, carne bovina lessata in gelatina vegetale conf. 4x90 g",,,13.03 € / kg,,,confezionati alimentari,,,0.36 kg
24202,"arisi, paté di olive nere 190 g",,,9.43 € / kg,,,confezionati alimentari,,,0.19 kg
24203,"colfiorito, semi di zucca decorticati 500 g",,,7.98 € / kg,,,confezionati alimentari,,,0.5 kg
24204,"castellani, pop corn (mais) 500 g",,,3.18 € / kg,,,confezionati alimentari,,,0.5 kg
24205,"la drogheria 1880, sale rosa himalaya con macinello 95 g",,,32.22 € / kg,,,confezionati alimentari,,,0.095 kg
24206,"molino rossetto, farina di mais fioretto gialla 500 g",,,2.04 € / kg,,,confezionati alimentari,,,0.5 kg
24207,"rummo, le biologiche integrali spaghetti n. 3 500 g",rummo spaghetti n° 3 500 g,,3.98 € / kg,3.30 € / kg,,confezionati alimentari,pasta riso e farina,,0.5 kg
24208,"nostromo, zero tonno al naturale conf. 3x65 g - peso netto sgocc.3x56 g",,,23.75 € / kg,,,confezionati alimentari,,,0.168 kg
24209,"mutti, polpa rustica di pomodoro 560 g",,,3.56 € / kg,,,confezionati alimentari,,,0.56 kg
24210,"de cecco, bucatini n. 15 pasta di semola di grano duro 500 g",,,1.56 € / kg,,,confezionati alimentari,,,0.5 kg
24211,"elah, preparato per crema da tavola gusto cioccolato 80 g",,,12.38 € / kg,,,confezionati alimentari,,,0.08 kg
24212,"polenta valsugana, la taragna 330 g",polenta valsugana l'integrale 330 g,Polenta Valsugana la Taragna 330 g,7.19 € / kg,6.94 € / kg,6.33 € / Kg,confezionati alimentari,pasta riso e farina,Preparazioni dolci e salate,0.33 kg
24213,"terre di altamura, il biologico lenticchia di altamura igp 400 g",,,7.23 € / kg,,,confezionati alimentari,,,0.4 kg
24214,"cirio, polpa finissima di pomodoro conf. 3x210 g",,,4.45 € / kg,,,confezionati alimentari,,,0.63 kg
24215,"rio mare, extrà tonno in olio extravergine di oliva conf. 3x80 g + 1 gratis",,,28.71 € / kg,,,confezionati alimentari,,,0.24 kg
24216,"kikkoman, salsa di soia a tasso ridotto di sale 150 ml",,,29.94 € / l,,,confezionati alimentari,,,
24217,"flaffy, prepatato per purè di patate in fiocchi 250 g",,,7.56 € / kg,,,confezionati alimentari,,,0.25 kg
24218,"de cecco, conchigliette piccole n. 53 pasta di semola integrale di grano duro 500 g",,,3.82 € / kg,,,confezionati alimentari,,,0.5 kg
24219,"tulip, paté di fegato 125 g",,,7.76 € / kg,,,confezionati alimentari,,,0.125 kg
24220,"barilla, ragù contadino con vino rosso 295 g",,,8.31 € / kg,,,confezionati alimentari,,,0.295 kg
24221,"voiello, la linguina n. 112 pasta di semola di grano duro 500 g",,,3.70 € / kg,,,confezionati alimentari,,,0.5 kg
24222,"le conserve della nonna, fagioli cannellini 680 g - peso netto sgocc. 500 g",,,4.38 € / kg,,,confezionati alimentari,,,0.5 kg
